,Cell ID,Slice,x,y,Dist to pia,Dist to bottom,Angle,Ank1,Kcnmb2,Ankrd55,Slc32a1,Btbd11,Arx,Dlx1,Gad2,Pvalb,Pdgfra,Nxph4,Car3,Slc17a8,Syt6,Rspo1,Lratd2,Deptor,Ndnf,Chrna2,Calb1,Sncg,Th,Gad1,Slc17a7,Neurod1,Rorb,Fezf2,Adarb2,Lamp5,Vip,Lhx6,Chodl,Fa2h,Ly86,Ly6c2,Dcn,Fgfr3,Map3k7cl,Nxph1,Pcp4,Neurod6,Nrn1,Sst,Nrgn,Ptn,Cck,Synpr,Slc6a1,Dlx6,Atp1a3,Arpp19,Npy,Cxcl14,Rab3b,Cryab,Penk,Tesc,Crh,Caln1,Kcnip1,Gm11549,Ctxn1,Car4,Nfib,Id2,Igfbp6,Itpka,Ptprd,Sv2b,Vxn,Reln,Rprml,Cnr1,Cacna2d3,Plpp4,Adcy2,Kcnip4,Sparcl1,Brinp3,unused-1,unused-2
0,10020,1,11768.3,12572.0,757.568,516.1,166.17,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0
1,10021,1,11763.4,13974.4,694.008,622.3380000000001,148.309,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,10023,1,11818.6,12209.6,781.3510000000001,486.75300000000004,168.24099999999999,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,5,0,0,0
3,10028,1,11875.5,11813.1,808.612,454.52099999999996,170.356,1,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
4,10029,1,11919.4,13387.7,731.816,566.3919999999999,154.401,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,1,2,21,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,9,6,1,0,2,0,11,1,0,0,0,0,0,0,0,0,0,19,1,1,0,3,0,1,3,6,0,0,0,0,2,0,2,0,6,0,0,0
5,10030,1,11942.1,12939.2,754.225,530.7080000000001,160.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,1,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,8,0,1,0,1,1,0,0,3,0,2,1,0,0,0,0,3,0,0,0
6,10033,1,11919.4,11554.7,827.4810000000001,433.038,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,14,3,8,0,1,0,16,3,0,0,0,0,0,0,0,0,0,21,1,0,0,0,3,1,1,3,2,1,0,0,3,0,1,0,1,1,0,0
7,10034,1,11935.6,12624.0,769.215,508.069,164.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10035,1,11960.0,12192.5,794.09,475.615,167.778,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,1,1,0,5,0,0,0,2,0,0,0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
9,10036,1,11964.9,13121.2,747.7289999999999,542.951,157.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,11,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0
10,10037,1,12031.5,11871.6,817.967,447.73699999999997,169.385,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0
11,10038,1,11986.0,12425.7,783.778,490.398,166.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,1,9,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,5,2,0,0,0,16,3,0,0,0,5,0,0,0,0,0,29,1,0,0,0,1,0,2,2,0,0,0,0,3,0,1,0,2,0,0,0
12,10039,1,11986.0,13989.0,714.217,610.523,145.781,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9,0,18,0,0,0,1,0,0,0,0,0,0,11,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0
13,10040,1,12008.8,13053.0,754.763,534.908,157.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10041,1,12033.1,11439.4,843.5139999999999,416.836,171.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
15,10042,1,12088.4,11801.7,826.6289999999999,438.76800000000003,169.558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
16,10043,1,12078.6,13407.2,745.398,558.0790000000001,152.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
17,10044,1,12143.6,13642.9,741.784,573.1519999999999,148.528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,5,0,2,0,22,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,14,8,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,23,5,0,0,0,0,2,4,9,0,0,0,1,4,0,0,2,0,0,0,0
18,10045,1,12116.0,14062.1,723.8380000000001,609.276,143.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19,10046,1,12085.1,13236.6,753.313,544.234,154.536,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20,10047,1,12106.3,12165.7,807.817,463.439,167.36900000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0
21,10048,1,12138.8,11702.6,836.455,428.17199999999997,169.916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
22,10049,1,12150.1,11374.4,856.7660000000001,403.994,171.66299999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
23,10050,1,12192.4,13915.0,736.1339999999999,592.798,144.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,8,3,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,19,5,2,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
24,10051,1,12185.9,12716.6,786.311,497.88,160.442,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,4,0,17,0,1,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
25,10052,1,12195.6,11475.1,854.3889999999999,407.976,170.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0
26,10053,1,12205.4,12542.7,796.5980000000001,483.642,162.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
27,10055,1,12198.9,13486.9,753.062,557.265,149.92600000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,3,1,1,1,0,11,1,1,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,2,3,0,0,0,2,0,0,2,0,2,0,0,0
28,10056,1,12205.4,14159.6,729.0,612.618,141.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,10057,1,12231.4,13064.4,774.063,521.649,155.128,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,2,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0
30,10058,1,12260.6,12112.1,823.7080000000001,448.784,167.101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,1,0,1,15,1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,27,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,6,0,1,0,0,0,1,6,3,0,0,0,1,0,2,0,1,0,0,0
31,10059,1,12233.0,13352.0,761.7289999999999,544.373,151.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
32,10060,1,12236.3,11598.6,850.429,413.921,170.108,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,10062,1,12304.5,11777.4,845.799,421.86199999999997,168.854,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,2,0,0,0,9,2,0,0,0,0,0,0,0,0,0,15,2,1,0,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0
34,10063,1,12327.3,13356.9,770.097,539.2090000000001,150.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,20,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,13,3,0,0,0,0,0,0,0,1,0,20,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,10065,1,12380.9,13534.0,767.877,550.656,147.234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36,10066,1,12340.3,11891.1,842.425,427.454,168.078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0
37,10067,1,12385.8,14130.4,747.01,600.674,139.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,8,2,2,1,0,0,12,2,0,0,0,0,0,0,0,1,0,36,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,0
38,10068,1,12413.4,12708.5,806.6519999999999,482.525,157.74200000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,5,2,0,0,2,1,0,0,0,2,0,0,0
39,10069,1,12426.4,13044.9,792.3939999999999,508.19199999999995,153.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,10070,1,12437.8,12492.4,819.258,464.42400000000004,160.45,1,0,0,5,1,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,1,1,0,15,0,36,1,1,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0
41,10071,1,12484.9,13348.7,784.807,529.491,148.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,22,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,1,0,0,1,0,19,1,0,1,0,0,0,0,0,1,0,37,3,0,2,1,0,2,2,10,1,0,0,1,1,0,1,1,2,0,0,0
42,10072,1,12528.8,12360.7,833.702,448.519,161.148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,0,1,1,4,0,2,0,0,0,0,0,2,0,0,0
43,10073,1,12522.3,11988.6,852.415,421.625,166.725,2,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,2,10,0,22,0,1,0,1,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0
44,10074,1,12536.9,12552.5,824.967,462.63199999999995,158.33100000000002,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
45,10076,1,12566.1,13200.9,798.309,512.702,149.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,13,2,0,3,0,0,0,1,2,1,0,0,2,0,0,0,0,2,0,0,0
46,10078,1,12592.1,13031.9,807.8660000000001,497.365,151.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,10079,1,12593.8,12435.5,835.635,449.99199999999996,159.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10080,1,12564.5,14081.6,765.503,587.44,138.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,10081,1,12569.4,12869.4,813.0239999999999,485.57300000000004,153.594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,6,0,0,2,23,12,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,2,0,0,0,0,41,1,1,0,0,0,0,1,0,1,0,32,1,0,4,3,0,1,3,1,5,1,1,2,2,0,2,0,5,0,0,0
50,10082,1,12608.4,11324.0,896.672,368.24,170.155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,7,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,0,3,0,0,0,6,0,0,0,0,1,0,0,0,1,0,22,2,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,3,1,0,0
51,10083,1,12561.3,13875.2,772.074,569.771,140.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
52,10084,1,12676.6,11403.6,897.6519999999999,369.121,169.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,2,0,3,0,2,1,0,1,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0
53,10085,1,12675.0,12367.2,846.067,439.551,159.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
54,10086,1,12692.9,12859.6,824.497,477.49300000000005,152.149,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0
55,10088,1,12769.3,12680.9,839.405,458.534,153.534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,11,8,0,0,0,0,0,0,0,0,0,0,3,1,4,1,15,1,3,0,0,0,53,1,0,0,0,0,0,0,0,0,0,14,1,0,1,1,0,1,1,2,4,2,0,0,3,0,1,0,4,0,0,0
56,10089,1,12757.9,13774.5,794.01,551.184,139.91899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,10,2,7,0,0,0,10,2,0,1,0,0,0,0,0,0,0,24,3,1,0,0,0,0,3,6,4,0,1,0,1,0,0,0,2,0,0,0
57,10090,1,12725.4,12638.6,837.471,457.75199999999995,154.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,10091,1,12767.6,12552.5,845.2410000000001,448.332,155.297,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,7,4,0,14,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,4,0,0,0
59,10092,1,12761.1,12000.0,872.113,406.101,163.305,4,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,3,1,0,1,11,0,0,0,3,8,3,26,0,1,0,6,0,0,0,1,0,0,22,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,7,0,0,0
60,10093,1,12871.6,12139.7,874.451,409.49,159.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
61,10094,1,12884.6,14049.1,796.8960000000001,569.36,135.27700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10095,1,12897.6,13023.7,835.831,479.619,147.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0
63,10096,1,12944.8,11683.1,904.457,370.333,165.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
64,10097,1,12943.1,12390.0,868.403,424.80199999999996,155.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,1,0,2,0,0,2,0,3,1,0,1,0,1,0,0,0,1,2,0,0
65,10098,1,13043.9,13912.6,816.329,550.0169999999999,135.00799999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10,0,0,0
66,10100,1,13065.0,12274.6,884.633,408.284,155.003,3,0,0,6,4,0,0,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,1,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,10,0,0,0
67,10101,1,13069.9,14232.7,809.086,577.819,131.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
68,10103,1,13131.6,12419.2,883.638,416.259,152.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
