,Angle,Ank1,Kcnmb2,Ankrd55,Slc32a1,Btbd11,Arx,Dlx1,Gad2,Pvalb,Pdgfra,Nxph4,Car3,Slc17a8,Syt6,Rspo1,Lratd2,Deptor,Ndnf,Chrna2,Calb1,Sncg,Th,Gad1,Slc17a7,Neurod1,Rorb,Fezf2,Adarb2,Lamp5,Vip,Lhx6,Chodl,Fa2h,Ly86,Ly6c2,Dcn,Fgfr3,Map3k7cl,Nxph1,Pcp4,Neurod6,Nrn1,Sst,Nrgn,Ptn,Cck,Synpr,Slc6a1,Dlx6,Atp1a3,Arpp19,Npy,Cxcl14,Rab3b,Cryab,Penk,Tesc,Crh,Caln1,Kcnip1,Gm11549,Ctxn1,Car4,Nfib,Id2,Igfbp6,Itpka,Ptprd,Sv2b,Vxn,Reln,Rprml,Cnr1,Cacna2d3,Plpp4,Adcy2,Kcnip4,Sparcl1,Brinp3
0,166.17,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0
1,148.309,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,168.241,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,5,0
3,170.356,1,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
4,154.401,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,1,2,21,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,9,6,1,0,2,0,11,1,0,0,0,0,0,0,0,0,0,19,1,1,0,3,0,1,3,6,0,0,0,0,2,0,2,0,6,0
5,160.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,1,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,8,0,1,0,1,1,0,0,3,0,2,1,0,0,0,0,3,0
6,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,14,3,8,0,1,0,16,3,0,0,0,0,0,0,0,0,0,21,1,0,0,0,3,1,1,3,2,1,0,0,3,0,1,0,1,1
7,164.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,167.778,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,1,1,0,5,0,0,0,2,0,0,0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0
9,157.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,11,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0
10,169.385,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
11,166.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,1,9,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,5,2,0,0,0,16,3,0,0,0,5,0,0,0,0,0,29,1,0,0,0,1,0,2,2,0,0,0,0,3,0,1,0,2,0
12,145.781,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9,0,18,0,0,0,1,0,0,0,0,0,0,11,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,9,0
13,157.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,171.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
15,169.558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,152.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17,148.528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,5,0,2,0,22,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,14,8,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,23,5,0,0,0,0,2,4,9,0,0,0,1,4,0,0,2,0,0
18,143.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19,154.536,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20,167.36900000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0
21,169.916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
22,171.66299999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
23,144.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,8,3,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,19,5,2,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0
24,160.442,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,4,0,17,0,1,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0
25,170.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0
26,162.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,149.92600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,3,1,1,1,0,11,1,1,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,2,3,0,0,0,2,0,0,2,0,2,0
28,141.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
29,155.128,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,2,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
30,167.101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,1,0,1,15,1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,27,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,6,0,1,0,0,0,1,6,3,0,0,0,1,0,2,0,1,0
31,151.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
32,170.108,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,168.854,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,2,0,0,0,9,2,0,0,0,0,0,0,0,0,0,15,2,1,0,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0
34,150.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,20,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,13,3,0,0,0,0,0,0,0,1,0,20,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,147.234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36,168.078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0
37,139.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,8,2,2,1,0,0,12,2,0,0,0,0,0,0,0,1,0,36,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,2,0
38,157.74200000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,5,2,0,0,2,1,0,0,0,2,0
39,153.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,160.45,1,0,0,5,1,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,1,1,0,15,0,36,1,1,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0
41,148.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,22,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,1,0,0,1,0,19,1,0,1,0,0,0,0,0,1,0,37,3,0,2,1,0,2,2,10,1,0,0,1,1,0,1,1,2,0
42,161.148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,0,1,1,4,0,2,0,0,0,0,0,2,0
43,166.725,2,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,2,10,0,22,0,1,0,1,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
44,158.33100000000005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
45,149.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,13,2,0,3,0,0,0,1,2,1,0,0,2,0,0,0,0,2,0
46,151.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47,159.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,138.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49,153.594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,6,0,0,2,23,12,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,2,0,0,0,0,41,1,1,0,0,0,0,1,0,1,0,32,1,0,4,3,0,1,3,1,5,1,1,2,2,0,2,0,5,0
50,170.155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,7,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,0,3,0,0,0,6,0,0,0,0,1,0,0,0,1,0,22,2,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,3,1
51,140.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
52,169.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,2,0,3,0,2,1,0,1,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1
53,159.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
54,152.149,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,6,0
55,153.534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,11,8,0,0,0,0,0,0,0,0,0,0,3,1,4,1,15,1,3,0,0,0,53,1,0,0,0,0,0,0,0,0,0,14,1,0,1,1,0,1,1,2,4,2,0,0,3,0,1,0,4,0
56,139.91899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,10,2,7,0,0,0,10,2,0,1,0,0,0,0,0,0,0,24,3,1,0,0,0,0,3,6,4,0,1,0,1,0,0,0,2,0
57,154.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,155.297,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,7,4,0,14,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,4,0
59,163.305,4,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,3,1,0,1,11,0,0,0,3,8,3,26,0,1,0,6,0,0,0,1,0,0,22,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,7,0
60,159.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
61,135.27700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,147.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0
63,165.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
64,155.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,1,0,2,0,0,2,0,3,1,0,1,0,1,0,0,0,1,2
65,135.00799999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10,0
66,155.003,3,0,0,6,4,0,0,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,1,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,10,0
67,131.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
68,152.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
69,132.81,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,0,6,2,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,2,0
70,160.672,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,3,0,0,0,13,2,1,0,4,1,1,13,0,3,0,1,0,2,0,0,0,0,23,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0
71,140.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,1,0,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
72,145.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
73,141.213,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,1,0,22,0,1,0,2,4,0,19,0,15,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
74,158.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,7,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,132.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,16,0,0,0,1,0,0,0,0,1,0,6,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0
76,132.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,4,1,0,0,0,2,0,0,1,5,0
77,149.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,6,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,19,2,0,0,1,0,1,0,4,0,0,0,2,1,0,0,0,0,0
78,133.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
79,136.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
80,138.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,132.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0
