,Angle,Ank1,Kcnmb2,Ankrd55,Slc32a1,Btbd11,Arx,Dlx1,Gad2,Pvalb,Pdgfra,Nxph4,Car3,Slc17a8,Syt6,Rspo1,Lratd2,Deptor,Ndnf,Chrna2,Calb1,Sncg,Th,Gad1,Slc17a7,Neurod1,Rorb,Fezf2,Adarb2,Lamp5,Vip,Lhx6,Chodl,Fa2h,Ly86,Ly6c2,Dcn,Fgfr3,Map3k7cl,Nxph1,Pcp4,Neurod6,Nrn1,Sst,Nrgn,Ptn,Cck,Synpr,Slc6a1,Dlx6,Atp1a3,Arpp19,Npy,Cxcl14,Rab3b,Cryab,Penk,Tesc,Crh,Caln1,Kcnip1,Gm11549,Ctxn1,Car4,Nfib,Id2,Igfbp6,Itpka,Ptprd,Sv2b,Vxn,Reln,Rprml,Cnr1,Cacna2d3,Plpp4,Adcy2,Kcnip4,Sparcl1,Brinp3
9668,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9669,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9670,170.704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,14,3,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0
9671,177.736,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,14,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7,1,32,0,1,0,1,0,0,0,0,0,0,21,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,6,0
9672,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9673,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9674,177.736,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,4,0,0,0,12,1,0,0,0,0,0,0,0,0,0,23,6,0,3,0,0,1,1,4,2,0,0,1,2,0,0,1,1,0
9675,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9676,179.55599999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,7,2,0,0,0,1,0,0,0,1,0,6,2,0,0,1,0,3,1,1,3,0,1,0,0,0,1,0,3,1
9677,170.704,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,20,5,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1
9678,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9679,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0
9680,174.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
9681,177.736,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9682,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,10,2,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,14,5,0,3,0,0,0,0,2,9,0,1,0,0,0,0,0,7,0
9683,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9684,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,12,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,3,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0
9685,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,2,0
9686,170.704,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,3,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
9687,170.704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9688,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,0,1,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0
9689,177.736,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,4,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,20,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0
9690,177.736,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,3,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0
9691,170.704,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,22,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0
9692,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0
9693,177.736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,9,2,0,0,0,1,0,0,0,1,0,25,6,0,0,0,0,1,0,6,9,0,1,0,0,0,0,0,0,0
9694,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,1,1,7,0,0,1,0,0,1,0,1,0
9695,170.704,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,0,0,0,0,20,1,0,0,0,2,0,0,0,1,1,18,3,0,1,1,0,1,4,2,8,0,0,1,0,0,2,0,5,0
9696,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,19,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
9697,170.704,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,14,2,0,0,0,0,2,1,2,4,0,1,0,0,0,2,0,5,0
9698,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9699,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,2,0
9700,170.704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0
9701,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0
9702,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9703,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,21,2,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,4,0
9705,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
9706,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,7,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
9707,170.704,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,11,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,23,6,0,1,1,0,1,1,4,2,0,1,0,1,0,0,0,0,0
9708,177.736,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,3,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,16,0,1,0,0,0,15,2,0,0,0,2,0,0,0,0,0,39,2,0,1,1,0,1,2,8,9,0,2,0,0,0,0,1,9,0
9709,170.704,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,6,0,0,0,1,0,0,1,3,0
9710,177.736,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9711,170.704,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9712,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,6,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,6,1,9,0,0,0,13,0,1,0,0,1,0,0,0,0,0,24,0,0,1,0,0,4,1,0,2,0,0,3,0,0,0,0,1,0
9713,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9714,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9715,170.704,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,11,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,8,1,19,0,0,1,0,0,0,1,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9716,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
9717,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0
9718,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9719,177.736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
9720,177.736,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,2,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,22,1,0,3,2,0,1,2,0,3,0,0,0,0,0,1,1,3,0
9721,170.704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,1,0,5,2,0,0,0,0,0,1,1,1,0
9722,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9723,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9724,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,0,0,0,10,1,0,0,1,0,0,0,0,1,0,12,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,2,0
9725,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
9726,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,12,1,0,0,0,0,3,2,0,0,1,2,0,0,0,1,0,21,1,0,2,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
9727,177.736,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0
9728,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9729,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
9730,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0
9731,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0
9732,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
9733,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,23,0,0,1,0,0,0,3,4,3,0,1,0,0,0,0,0,0,0
9734,170.704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,12,0,1,0,2,0,11,3,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0
9735,170.704,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,8,0,24,0,1,0,2,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
9736,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,13,1,0,0,0,4,0,0,0,0,0,15,9,0,0,0,0,0,2,1,6,0,0,0,0,0,0,1,2,0
9737,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,10,0,1,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,2,1,3,0,2,0,0,0,0,1,2,0
9738,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9739,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,4,1,2,0,0,0,0,0,1,1,2,0
9740,177.736,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,13,0,0,0,0,0,10,2,0,0,0,2,0,0,0,0,0,25,4,0,1,1,0,0,0,6,1,1,2,1,0,0,1,2,2,1
9741,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0
9742,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,11,1,0,0,0,1,0,0,0,1,0,4,5,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
9743,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,1,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,2,4,0,0,2,0,0,0,0,1,0
9744,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0
9745,177.736,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0
9746,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9747,170.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0
9748,177.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9749,170.704,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,18,2,0,0,1,0,0,1,0,5,0,1,0,0,0,0,1,2,0
