,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c,x_um,y_um,z_um
740,6,16,0,2,0,0,5,1,2,9,2,1,5,0,0,21,2,16,0,0,0,1,63,12,0,2,0,1,1,2,0,36,9,15,0,8,8,0,9,11,0,1,11866.588246,12988.397884999998,60.740829000000005
741,11,2,0,7,0,0,26,1,2,10,0,2,5,3,0,15,3,6,0,0,0,1,49,19,0,0,0,2,0,8,2,2,12,15,0,2,0,0,14,1,0,1,10761.596406999999,13997.713112000001,52.076929
742,13,7,1,2,0,0,21,0,2,5,0,1,1,1,1,21,2,2,0,0,1,1,35,12,0,0,0,3,0,3,2,5,9,22,1,1,4,1,18,3,0,1,10426.147527,13747.71859,50.551667
743,1,12,0,5,1,0,13,0,2,16,1,0,0,0,0,28,3,19,0,2,0,0,84,12,0,2,1,0,1,11,0,4,12,18,0,5,0,1,16,21,1,1,11522.910007999999,12860.031966,56.057033
744,4,1,0,1,0,0,8,0,1,0,0,0,2,0,0,10,4,0,0,0,1,1,19,3,0,0,0,1,0,0,1,2,6,4,0,3,0,0,5,1,0,0,11480.518471,14012.141374,54.516045999999996
745,2,0,0,1,0,0,5,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,4,4,0,1,0,0,4,4,0,0,10106.328847,13269.888001000001,53.049445999999996
746,0,1,1,8,0,0,9,0,2,4,1,0,0,0,1,11,2,8,0,1,0,1,22,5,0,0,0,1,0,3,0,1,2,14,1,0,3,0,5,2,0,0,10380.299925,12211.705081,52.024691
747,1,5,1,3,0,0,4,0,2,2,0,0,3,0,2,7,1,5,0,4,2,0,19,16,0,0,1,0,0,8,1,7,4,7,0,3,5,2,4,0,0,3,11093.179187,12516.806656,59.955689
748,6,4,0,5,0,0,13,0,0,4,1,0,0,0,0,14,4,6,0,2,0,0,59,7,0,0,0,2,0,3,0,2,8,9,0,2,2,0,6,8,0,0,11588.925802,12282.732179,50.421242
749,6,36,2,2,0,0,4,2,2,6,0,0,15,1,1,9,1,1,2,0,7,0,17,17,0,0,1,14,0,3,0,91,2,7,0,1,30,0,6,5,0,0,10151.876771,13922.318078,61.188407999999995
750,3,4,0,3,0,0,5,0,1,1,0,2,0,0,2,5,2,4,0,1,0,0,41,7,0,0,0,1,1,6,1,6,7,16,0,1,0,0,5,0,0,0,11712.551444,12621.537961,68.36973499999999
751,16,4,2,8,1,1,21,1,3,11,2,2,3,0,5,24,6,13,0,5,1,2,126,29,0,0,0,2,0,12,2,4,31,26,0,4,1,0,17,10,1,1,10789.631447,13620.600613999999,70.512576
752,3,1,0,0,0,1,19,0,1,4,0,0,0,1,1,7,0,6,0,2,0,1,26,6,0,0,0,0,0,2,0,2,2,7,1,0,0,1,4,1,0,0,11207.746723999999,13616.098559,73.41156
753,16,7,0,7,0,0,11,0,6,7,1,0,0,2,4,15,2,4,0,4,0,2,41,18,0,0,0,3,0,5,1,8,18,20,2,3,1,2,7,1,0,2,10894.662586,13147.123723,72.650526
754,4,1,0,5,2,0,9,0,1,3,0,0,1,0,0,4,2,1,0,0,0,1,17,4,0,0,0,0,0,2,0,3,0,10,1,1,0,0,7,0,1,1,11190.528243,13951.256477,70.153384
755,1,5,0,2,0,0,10,0,0,0,1,1,0,1,1,6,1,1,0,0,0,0,19,3,0,0,0,0,0,0,0,1,5,8,0,0,0,0,2,0,0,0,11446.463993000001,13789.003834000001,73.919535
756,3,1,0,10,0,0,22,0,3,5,0,0,0,0,1,12,1,5,0,1,0,0,50,11,1,0,0,0,0,7,0,4,12,15,1,3,1,1,9,3,0,0,13905.945894999999,12914.333823,45.096606
757,13,4,2,3,0,1,13,9,21,4,0,0,16,1,2,9,3,3,0,1,0,1,35,8,4,1,0,2,12,5,16,5,6,12,3,32,15,0,7,1,0,1,13876.409878,13314.674298,54.859191
758,0,7,0,1,1,0,5,1,5,2,0,0,9,0,10,5,0,3,0,1,2,0,9,9,1,0,0,0,2,4,1,3,1,3,0,0,14,0,1,3,0,0,13815.842238999998,12286.922057,43.604126
759,2,5,1,2,0,0,17,0,4,3,1,0,3,0,1,18,2,12,0,2,0,0,31,13,0,0,0,3,1,7,0,6,10,15,0,3,0,0,6,3,0,0,13689.686522,12599.292748,51.396242
760,3,4,0,1,0,0,34,0,0,4,1,0,3,0,1,11,3,10,0,1,0,1,68,8,0,0,1,2,0,11,0,2,7,15,0,5,0,0,9,7,1,0,13643.592990000001,12952.023275,54.59574
761,2,4,3,3,1,0,7,3,15,5,0,1,40,10,1,9,1,4,1,0,0,1,37,13,1,0,2,7,3,2,17,5,6,6,2,11,11,1,1,0,0,2,13308.507678,12417.514589,44.651756
762,11,9,0,8,0,0,29,0,8,11,0,0,6,0,1,20,5,8,0,1,0,3,57,20,0,1,0,0,0,8,1,11,12,12,0,6,5,0,16,11,0,0,13341.159706999999,13139.395747,51.943708
763,13,1,0,7,1,0,19,0,5,10,3,0,0,2,1,25,6,15,0,1,1,1,83,10,0,0,1,2,0,6,2,3,17,26,1,2,1,0,11,10,2,0,12917.278105,12411.338002,57.276185999999996
764,1,6,0,1,0,0,7,0,3,1,1,0,1,1,3,7,2,6,0,0,0,0,18,5,0,0,0,0,0,6,0,4,2,6,0,3,3,0,4,1,0,1,12888.132964,12979.072728000001,40.153220000000005
765,28,5,0,5,0,1,74,0,5,7,1,0,1,0,3,32,7,14,0,1,1,5,95,31,0,0,0,2,0,6,0,2,17,34,1,6,4,0,32,5,0,0,12540.867215,13458.424724,54.674091000000004
766,13,3,0,2,0,0,22,0,4,3,3,1,1,1,3,18,4,7,0,3,0,3,62,8,0,1,1,2,0,13,5,7,7,17,0,4,0,0,10,4,1,2,12516.32087,12773.209343999999,50.083816
767,6,8,0,7,0,0,28,0,6,10,0,1,9,2,1,27,3,8,0,3,1,1,74,14,0,0,0,2,0,7,1,6,19,18,0,2,2,1,17,7,0,2,12984.122766,13184.35614,53.10137099999999
768,11,4,0,7,0,0,21,0,0,2,0,1,2,1,0,20,0,4,0,0,0,1,36,12,0,0,0,0,0,4,0,3,4,12,0,1,1,0,6,4,0,0,13919.341743,13935.855481,62.22353100000001
769,7,4,0,9,1,0,24,1,2,5,0,0,0,0,1,13,2,4,0,3,1,3,42,7,0,0,1,3,0,4,1,10,16,15,0,3,0,3,11,6,1,2,12485.727189,13807.523872999998,58.105644999999996
770,4,7,1,12,0,0,11,1,3,8,0,0,1,1,0,27,3,9,0,4,0,0,59,10,0,0,0,3,0,9,1,0,16,14,0,8,0,0,7,5,0,0,12291.079120999999,12440.179437,61.174308999999994
771,8,3,0,4,0,0,1,1,3,3,0,1,3,0,3,7,3,1,0,0,0,1,29,3,0,0,1,1,0,4,0,9,8,8,0,0,1,3,4,2,0,0,13113.775136,13517.689762,53.803453000000005
772,9,1,0,2,0,0,8,0,2,7,1,0,0,1,1,10,5,7,0,0,0,0,33,6,0,0,0,2,0,2,1,4,4,7,0,0,0,0,5,1,0,2,13459.642666,12775.941767,65.139465
773,8,4,1,5,0,2,19,2,3,1,1,2,1,1,1,15,2,2,0,0,1,2,42,11,5,0,0,0,0,3,2,10,6,13,0,1,1,1,9,4,0,0,13648.925947999998,13546.528563999998,61.563213
774,3,5,0,2,0,0,10,0,5,9,2,1,1,1,1,18,1,12,0,0,0,1,43,17,0,0,0,0,0,6,0,2,13,22,0,3,1,0,5,10,1,0,13464.819651,12256.864446,76.292626
775,7,0,0,2,0,0,10,0,1,2,0,0,2,1,0,11,1,2,0,2,0,1,26,7,0,0,0,0,0,5,0,2,5,11,0,1,0,0,4,2,0,0,14003.479959,13110.19998,65.54222299999999
776,10,1,1,5,1,0,14,1,1,0,0,0,1,1,0,16,0,1,0,2,1,0,38,12,0,0,1,0,0,7,0,4,9,16,1,2,1,0,13,4,0,0,12423.870175,13149.758075,63.047293
777,4,7,0,5,0,0,31,0,1,2,0,0,2,0,3,11,0,4,3,3,0,0,29,4,0,0,0,4,0,8,2,12,2,8,1,1,1,0,5,3,0,0,12888.487912,13782.637175999998,66.65780500000001
778,9,2,0,4,0,0,12,0,1,3,0,1,0,1,0,6,2,2,0,0,0,0,35,6,0,0,0,1,0,2,3,4,6,13,0,1,1,0,5,2,0,1,12737.575202,12938.040948,77.647482
779,10,11,0,5,0,0,10,0,3,5,0,0,1,0,5,13,1,4,0,1,0,0,26,10,0,0,1,5,0,5,0,9,9,14,1,2,1,0,3,1,0,1,13314.840832,13844.594297999998,66.33138100000001
780,3,0,0,2,0,0,7,0,1,1,0,1,2,0,0,5,1,0,0,0,0,0,36,6,0,0,0,0,0,2,1,3,7,2,0,0,1,0,2,1,0,0,15971.659871000002,12928.332494,44.901649
781,3,9,2,1,0,0,2,0,0,2,0,1,11,1,0,4,1,0,0,0,3,0,12,10,0,0,0,3,1,1,0,67,4,0,0,2,15,0,5,0,0,0,15973.149769999998,12464.892179999999,32.210671000000005
782,1,2,1,6,0,0,1,0,3,6,1,0,1,0,0,16,5,18,0,0,0,0,109,27,0,1,0,1,0,10,0,1,21,4,0,1,3,1,8,7,0,1,15634.626992,12937.286563,54.278968000000006
783,3,0,0,1,0,0,1,0,0,1,0,1,0,2,0,11,3,2,0,0,0,0,21,3,0,0,0,0,0,1,0,0,5,5,0,0,0,0,2,1,0,0,15235.58365,13303.053683,40.263852
784,3,0,0,3,1,0,1,0,0,1,0,0,1,0,0,11,1,1,0,1,0,0,28,6,0,0,0,0,0,2,0,1,5,0,0,0,1,1,4,1,0,0,15349.323933000001,12524.881269,42.402055
785,16,2,2,9,1,0,16,0,3,6,0,0,2,0,1,25,3,6,0,0,0,1,95,17,0,0,0,1,1,13,2,6,23,11,0,3,0,0,15,10,0,1,14567.569469,13467.329955000001,53.47741
786,5,0,1,1,1,0,0,0,3,4,0,0,2,0,0,7,2,0,0,0,1,0,17,9,0,0,3,0,0,4,1,7,7,0,0,0,0,1,7,6,0,0,14701.51665,13085.119549,50.129609
787,1,0,0,2,0,0,0,0,5,4,0,0,0,0,0,3,1,2,1,0,1,0,26,9,0,0,0,0,0,4,1,1,7,0,0,0,2,1,2,2,0,0,14569.335908000001,12398.333193999999,44.017246
788,8,3,1,3,0,0,1,0,3,2,0,0,11,0,0,5,2,1,1,0,1,0,17,9,0,0,0,2,0,2,2,36,0,0,0,0,8,1,4,7,0,0,14377.715543,13974.390636000002,79.855406
789,4,0,0,2,0,0,1,0,1,3,0,0,3,0,1,6,0,3,0,2,0,0,21,4,0,0,0,1,0,2,1,2,5,0,0,0,0,0,2,2,1,1,14269.054091,12607.406326,56.168595999999994
790,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,1,5,0,0,0,0,22,4,0,1,0,0,0,1,0,2,4,1,0,0,2,0,1,1,0,0,14191.783025,13097.493437000001,43.118084
791,3,0,0,4,0,0,1,0,4,4,0,0,1,0,0,7,2,3,0,0,0,0,24,10,0,0,0,0,1,4,1,1,7,0,0,2,1,0,1,6,0,4,14658.103956,12725.986495000001,61.547334
792,5,2,0,1,0,0,2,0,3,5,0,1,1,0,0,16,5,5,0,0,0,1,60,13,0,0,0,1,0,11,1,1,12,7,0,0,0,1,6,4,1,1,14247.158377000002,13553.395792,49.976471999999994
793,14,1,0,5,0,0,7,0,0,3,0,0,2,0,0,26,7,2,0,1,0,0,82,12,0,0,0,0,0,8,0,6,9,6,0,0,0,0,8,5,0,0,14982.184475999999,12725.926411,63.025558999999994
794,0,0,0,1,0,0,2,0,0,8,1,0,0,0,0,13,1,3,0,1,0,0,32,10,0,0,0,0,0,2,1,0,4,2,1,1,1,0,1,5,0,0,14578.830650999998,12205.081973999999,68.278412
795,17,2,1,8,1,0,6,1,0,4,0,0,1,0,0,19,5,1,0,1,1,0,55,16,0,2,0,0,0,3,1,1,7,6,0,4,0,1,12,0,0,0,15207.834572999998,13823.353953999998,70.183521
796,18,1,1,6,0,0,6,0,3,2,0,0,4,1,1,10,4,2,2,2,0,0,53,10,0,0,1,0,0,20,1,5,10,5,0,1,0,1,5,2,0,2,15801.295011000002,13809.216182,56.675183999999994
797,20,0,0,2,1,0,18,0,0,7,0,0,3,0,0,20,3,5,0,0,0,1,58,12,0,0,0,0,0,10,0,6,13,5,0,2,1,0,6,3,0,1,14885.841035,13544.712968,59.676014
798,12,1,0,1,0,1,3,0,0,3,0,0,0,0,0,5,0,2,0,0,0,1,20,2,0,1,0,0,0,5,1,1,4,4,0,1,3,0,3,0,0,0,15150.358551,12609.292007,71.54197099999999
799,8,1,0,2,0,0,3,1,1,1,0,0,3,1,0,7,2,7,0,0,0,0,42,9,0,1,0,0,1,5,2,6,10,2,0,0,0,0,2,3,2,0,15004.694062999999,13218.836199,55.759918000000006
800,6,1,0,3,0,1,1,0,1,1,0,0,5,0,1,3,1,1,1,0,2,0,16,5,0,1,2,3,0,3,0,39,2,0,0,0,5,0,1,0,0,0,15828.986637,12473.893920999999,35.590565999999995
801,4,1,0,5,0,0,2,0,1,5,0,0,2,0,0,8,3,2,0,0,0,1,34,11,0,0,0,0,1,3,2,4,9,3,0,0,0,0,5,5,0,1,15808.382807,13000.766345,68.436788
802,7,3,0,3,0,1,7,0,1,3,0,0,1,0,0,19,5,8,0,0,1,0,50,11,0,0,0,1,0,3,1,1,12,4,0,1,0,0,6,7,0,1,15247.592336000002,13084.978782,52.917784999999995
803,5,0,0,4,0,1,5,0,0,6,0,0,1,0,0,13,3,8,0,0,0,0,40,11,0,0,1,0,1,12,5,1,9,2,0,1,4,0,4,2,0,3,14410.857383,13004.88983,81.142809
804,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,2,2,5,0,0,1,0,24,15,0,0,0,0,1,7,0,1,5,0,0,0,1,0,6,1,0,1,15195.804514,12282.206239,60.200103000000006
805,8,2,0,0,0,0,5,0,0,5,0,1,1,0,0,8,0,6,0,0,0,0,50,13,0,0,0,0,0,10,1,4,12,3,0,0,1,0,11,2,0,0,15372.867565999999,12826.910215,74.689133
806,11,0,1,5,0,0,4,0,1,5,0,0,0,0,0,11,5,4,0,0,0,0,52,13,0,0,0,1,0,2,5,3,9,1,0,1,4,0,13,3,0,0,15430.947848,13388.074911,50.245327
807,4,1,0,3,0,0,4,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,27,1,0,0,1,1,0,2,0,1,4,5,0,1,0,0,4,3,1,1,17936.974305,12807.674929,35.682821000000004
808,20,7,0,8,0,0,28,0,0,1,1,0,0,2,1,11,2,5,1,2,1,3,65,10,0,1,0,1,2,6,0,5,10,16,1,3,1,0,10,1,0,3,17651.174724,13678.98885,48.681893
809,25,4,0,10,1,2,32,0,2,7,0,0,3,0,2,26,5,5,0,3,0,2,70,10,1,0,0,1,0,11,0,2,17,20,0,4,0,0,18,0,0,3,17594.201621,13455.609718000002,49.594014
810,20,6,1,10,2,0,28,0,3,6,1,1,2,1,0,34,5,4,1,2,0,6,88,19,0,0,4,4,0,11,1,9,21,26,0,8,0,1,20,9,0,1,17172.959022,13295.661655,48.484
811,11,4,1,0,0,0,25,0,1,5,0,1,0,0,1,14,5,2,0,1,0,2,64,8,0,0,1,0,0,4,0,2,11,17,1,4,0,1,6,3,0,0,16791.823812,12767.99487,45.466601000000004
812,2,4,0,0,0,0,5,1,2,1,0,0,0,0,2,3,1,1,0,0,0,1,17,5,0,0,0,1,0,2,0,1,2,6,1,4,1,0,1,1,0,1,16814.405694999998,13853.948972,51.040884000000005
813,1,3,1,4,0,0,9,0,0,5,1,0,0,0,1,10,4,2,0,0,0,0,25,7,0,0,0,0,1,1,0,1,8,7,0,1,0,0,8,1,0,0,16663.145109,12306.62687,45.585281
814,5,0,1,2,0,1,7,0,2,4,0,1,0,1,2,14,5,0,1,1,0,1,31,7,0,0,0,1,0,7,1,2,10,12,0,3,0,0,4,3,0,1,16665.843329,13202.86362,53.180641
815,9,2,2,9,0,0,13,0,1,4,0,0,0,3,0,7,2,3,2,2,1,1,33,12,0,0,0,1,0,3,2,3,8,7,0,3,1,0,9,1,0,0,16341.851380000002,13416.798026,64.443738
816,12,8,0,2,0,0,20,1,0,2,0,0,1,0,0,23,0,3,1,0,1,0,41,12,0,0,0,5,0,2,0,24,9,15,0,3,6,0,7,1,0,0,16238.832194,13126.429217,51.068497
817,10,3,0,6,0,0,12,0,1,4,1,0,1,1,0,25,9,4,0,2,1,3,84,12,2,0,0,0,0,8,0,2,19,23,0,10,1,1,4,12,0,1,17706.6309,12660.511801999999,51.095964
818,1,3,0,2,0,0,13,0,2,12,1,0,1,1,3,12,3,12,0,0,0,1,61,9,1,1,0,4,0,3,1,1,6,17,0,3,0,0,7,14,0,0,16426.249589,12312.921475,58.334196
819,19,6,0,8,0,0,31,0,2,4,0,0,1,2,1,25,6,3,0,1,0,4,60,16,1,0,0,1,0,16,2,5,19,28,0,3,1,1,15,5,0,1,16754.43131,13439.418190999999,53.224518
820,13,2,0,2,0,1,9,0,0,2,0,0,0,0,1,8,3,4,0,0,0,1,31,7,0,0,0,3,0,3,0,4,6,9,0,2,0,0,7,0,0,0,16522.731444,14008.14516,46.527827
821,14,3,0,6,0,0,42,2,2,5,0,0,1,1,0,13,3,9,0,1,0,2,59,12,0,1,0,0,1,9,1,4,14,28,1,2,2,0,10,5,1,0,17106.383438999997,12951.767315000001,51.568267999999996
822,6,1,0,3,0,0,15,0,0,5,0,1,0,0,0,8,4,2,0,1,0,2,27,7,0,0,0,1,0,6,0,0,7,12,0,1,1,0,6,0,1,0,16521.805036,13256.961139000001,67.688191
823,2,2,0,2,0,0,3,0,2,1,0,3,0,0,2,3,3,0,0,0,0,1,15,6,0,1,1,2,0,0,2,3,8,4,1,1,0,0,1,2,1,0,17922.805308000003,13014.29183,42.244615
824,7,3,0,3,0,0,23,0,1,4,0,2,0,3,2,10,0,9,0,2,0,0,41,9,0,0,0,0,1,1,0,2,9,5,1,4,0,0,10,4,1,0,17495.241866999997,12318.242823999999,64.089703
825,1,1,1,0,0,0,10,0,1,4,0,0,2,0,0,10,2,3,0,1,0,0,44,6,0,0,2,1,0,6,0,2,5,10,1,3,1,0,5,3,0,0,16880.006929,12386.088898,70.043615
826,5,28,1,5,2,0,10,1,6,6,1,2,22,1,2,11,0,2,4,0,4,0,38,22,0,0,0,11,0,1,0,139,1,4,0,3,35,0,7,1,0,1,16283.538338999999,12963.99101,64.297593
827,4,1,0,5,0,0,10,2,1,7,1,1,0,1,3,4,2,3,1,1,0,0,40,5,0,0,0,1,0,4,1,5,10,4,0,0,1,0,7,3,0,0,16448.78184,12731.230007,62.717034
828,3,2,0,2,0,0,1,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,22,5,0,0,0,1,0,2,0,3,3,5,0,1,1,0,5,0,0,0,16189.369044,12528.620489,72.288302
829,9,3,0,4,0,0,9,0,1,1,0,0,0,0,0,6,1,0,0,2,0,0,33,6,0,0,1,0,3,7,1,5,1,11,0,2,0,0,8,0,0,0,17019.727881,13863.449023,64.469974
830,11,2,0,2,0,1,13,0,0,0,0,0,1,1,3,14,0,0,0,3,1,0,39,11,0,0,0,2,0,6,0,3,2,8,0,1,1,1,4,0,1,1,17188.834963999998,13873.203263,56.51774
831,2,1,1,1,0,0,5,1,0,1,0,0,6,1,10,4,1,0,0,0,3,0,13,6,0,1,0,2,1,1,0,0,0,6,0,2,5,1,2,0,1,0,17962.49634,15220.308679,52.954622
832,8,3,0,9,0,0,22,0,0,0,1,1,1,0,3,20,2,1,0,1,1,2,22,13,0,0,1,2,2,4,4,1,1,7,0,3,0,0,5,1,0,0,17673.336188,15504.956458,32.819922999999996
833,10,2,0,2,0,1,22,0,1,0,0,0,2,0,0,9,6,0,0,6,1,3,28,12,0,0,0,0,0,7,6,3,2,7,0,2,0,0,2,1,0,0,17510.791274,15224.164713999999,39.584192
834,2,2,1,0,0,0,15,1,1,1,1,0,4,0,0,4,3,1,0,0,0,1,18,8,0,1,1,0,0,5,2,5,0,9,0,1,2,0,1,1,1,1,17190.642259,15168.608258000002,39.889276
835,9,3,1,5,0,0,14,0,1,3,0,0,3,1,1,5,0,1,0,0,0,0,18,7,0,0,0,1,0,4,0,3,2,5,0,3,0,0,5,0,0,0,16634.533790999998,14244.122394999999,42.433251
836,4,1,0,5,0,0,10,0,0,1,0,1,0,0,0,9,2,0,0,1,0,0,11,5,0,0,0,2,0,3,2,4,0,9,0,5,1,1,8,0,0,0,17492.289046,15936.030491,39.564291
837,8,3,0,2,0,0,24,0,0,0,0,0,1,1,3,9,1,1,0,0,0,1,11,5,0,0,0,1,1,6,2,3,2,10,0,2,1,1,4,1,0,0,17684.566795,15854.564799000002,43.950957
838,18,5,2,5,0,0,52,0,7,6,1,0,6,1,4,49,8,2,0,5,1,2,65,19,0,1,0,4,4,15,3,4,2,17,0,6,3,6,15,4,0,1,16508.35463,15104.613847999999,52.889503000000005
839,6,2,0,3,0,0,19,0,0,0,0,0,0,1,3,11,1,0,0,2,0,1,29,7,0,0,0,1,3,2,1,0,1,11,1,5,0,0,1,0,0,1,16175.062299000001,15964.915722999998,62.302969999999995
840,18,4,1,4,0,0,36,0,5,4,1,0,4,3,1,15,5,4,0,3,0,5,45,12,1,0,1,3,6,10,0,7,2,18,0,2,0,3,9,1,0,0,17449.533099,14828.763761000002,56.639266000000006
841,3,1,1,3,0,0,21,1,2,0,1,0,0,0,0,17,1,2,0,0,1,1,15,2,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,16680.322145,16007.433703,53.43176
842,8,3,1,3,0,0,17,1,0,2,0,0,0,0,2,9,4,0,1,1,0,0,23,4,0,0,0,0,1,8,0,3,3,9,1,2,1,0,8,0,0,0,16852.580902,14348.832369999998,58.357238
843,17,18,7,7,1,0,14,5,3,8,1,2,235,2,2,49,12,7,7,1,6,1,33,45,0,2,2,23,4,5,10,29,2,8,2,16,71,57,3,10,0,0,16886.200411,14976.486012000001,67.447388
844,5,2,0,3,0,0,4,0,0,1,0,0,0,0,0,7,1,1,1,1,0,0,11,5,0,0,0,0,0,3,0,2,0,4,0,0,0,0,2,0,0,0,16987.16307,14280.892344999998,55.126135
845,23,2,0,7,0,0,28,1,1,3,0,2,3,0,1,25,8,0,0,0,0,1,54,19,0,0,1,4,1,11,0,3,3,17,0,4,0,1,10,2,1,1,16369.462993000001,14417.635873,61.6345
846,19,4,0,2,3,0,32,0,1,3,0,0,0,0,1,19,2,3,1,3,0,1,39,15,2,0,0,0,0,5,0,3,2,15,0,6,1,4,4,0,0,0,16226.046213,15249.844056999998,64.937972
847,3,4,0,6,0,1,14,0,3,1,0,0,11,2,1,16,5,0,1,4,0,1,39,13,0,0,0,1,1,3,1,7,3,9,0,6,2,2,5,2,1,0,16894.956497,15239.855628,65.551284
848,5,4,1,2,0,1,5,0,1,0,3,0,1,0,3,2,1,1,0,3,0,1,11,4,0,0,0,0,0,4,1,1,4,4,0,0,0,1,1,1,0,1,17334.640856,14499.966616999998,49.640878
849,5,4,0,3,0,0,5,0,0,1,0,0,3,0,1,5,0,0,0,2,1,1,8,1,0,0,0,2,0,3,0,14,0,2,0,0,4,0,2,0,0,0,15898.223662,14775.798302000001,38.523461
850,24,2,0,10,0,0,36,1,2,2,0,0,1,0,1,27,7,1,1,3,0,3,53,16,1,1,0,0,1,17,1,3,5,14,1,8,1,2,15,1,0,0,15588.376885,15147.209084999999,46.330963
851,17,17,0,9,2,0,46,2,0,2,1,0,13,0,0,26,1,2,2,2,10,1,58,25,0,0,0,3,3,9,0,50,2,26,0,8,13,2,7,6,0,0,15426.223594,15492.171276,31.085722999999998
852,3,10,0,3,1,1,11,3,22,1,0,0,33,5,8,12,0,0,1,3,9,1,22,11,4,0,0,0,3,14,1,13,3,7,0,1,15,1,6,14,0,0,15431.701266,15899.465036000001,28.925303999999997
853,18,6,0,12,0,0,32,0,2,7,0,0,2,1,1,28,4,0,0,0,0,3,60,10,1,0,0,0,1,7,3,4,2,16,1,3,1,1,23,0,0,0,15314.59784,14380.399137999999,38.973395000000004
854,17,2,0,5,0,1,24,0,0,3,1,0,2,1,2,11,1,1,0,1,1,4,37,8,0,0,0,1,0,5,3,3,3,12,0,2,2,2,8,1,0,0,15236.779794999999,14928.756771,40.419894
855,47,3,0,8,0,0,89,0,3,0,0,1,6,2,2,29,13,4,0,15,0,3,109,18,0,0,0,1,1,32,0,6,1,39,0,9,2,3,19,2,0,0,14989.286559,15446.408656,48.353978000000005
856,14,4,1,7,1,1,57,0,1,3,0,1,4,0,3,33,4,0,1,8,0,4,69,10,0,1,1,1,1,12,1,8,1,34,0,8,4,1,20,1,1,0,14926.58297,15032.285905,45.615882
857,19,6,1,4,0,0,43,1,4,3,0,0,1,0,2,30,3,4,0,5,0,6,84,12,1,0,0,1,7,18,1,1,1,26,0,12,0,4,12,1,1,0,14744.121461,15911.175521000001,46.13073
858,4,1,3,4,0,0,17,6,13,4,0,0,56,14,7,25,1,5,4,1,0,1,33,8,7,4,0,6,11,7,23,3,2,12,6,30,19,0,8,9,0,0,14567.7682,15639.96139,46.610171
859,9,6,3,4,0,0,27,0,4,4,2,0,4,1,0,26,6,2,0,5,2,5,36,8,0,0,0,3,2,8,2,7,4,14,0,3,0,1,3,1,1,1,14490.858747999999,15096.204149000001,42.208408
860,1,3,0,3,0,0,6,1,2,2,1,0,0,0,2,9,2,1,0,2,0,1,14,5,0,0,0,2,1,0,4,1,0,5,0,1,1,0,5,1,1,2,14200.230947,15333.886734,60.091241000000004
861,17,1,1,4,0,0,36,1,2,2,0,0,3,0,1,16,5,0,1,2,0,0,35,7,1,1,0,0,1,14,0,0,2,13,0,2,0,3,12,1,0,0,14186.057490000001,14903.668493000001,52.439615
862,14,9,1,2,0,0,22,1,0,8,0,0,0,0,2,14,2,1,0,2,0,2,34,10,0,0,0,0,3,2,0,3,3,14,0,0,1,0,8,1,1,1,14284.960399000001,14307.100225999999,50.146549
863,32,8,1,17,0,0,33,1,3,6,1,1,0,0,1,26,9,3,0,3,0,4,77,23,0,0,0,2,0,15,2,2,10,32,0,7,1,3,20,1,0,0,14453.727287,14616.257536000001,55.884333999999996
864,3,38,0,3,0,0,9,1,0,5,0,0,10,1,0,13,1,0,2,0,1,1,12,6,0,0,0,6,1,0,0,62,0,3,0,1,16,1,3,0,0,0,15949.538284999999,14989.00326,41.932398
865,4,1,1,3,1,0,4,0,1,1,0,1,2,0,0,12,1,0,0,2,0,0,10,4,0,1,0,0,0,2,0,0,1,5,0,3,1,2,4,0,0,1,14118.531554,14603.672905000001,52.169174
866,7,2,1,5,0,0,31,1,2,0,0,0,1,0,0,15,3,2,0,4,0,0,32,6,0,0,0,0,2,3,2,2,0,15,0,1,2,0,11,2,0,0,14232.870226,15586.382215000001,53.441418000000006
867,23,4,1,4,0,0,37,0,1,3,0,0,3,0,1,22,9,3,0,3,0,6,54,10,0,0,0,1,0,6,0,3,1,13,0,6,0,1,10,0,0,0,14212.706678,15845.529394,65.857762
868,10,1,0,3,0,0,19,1,4,3,1,0,3,3,1,11,2,2,1,1,1,0,41,13,0,0,0,0,0,12,0,8,2,10,0,6,1,0,4,1,0,0,15686.25083,14635.580606,58.850821999999994
869,10,8,0,5,0,0,29,0,1,1,0,0,1,0,1,14,2,1,0,1,0,1,39,8,0,0,0,1,0,16,0,3,2,7,1,2,1,1,8,0,0,0,15707.219541999999,15028.559007,53.223376
