,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c,x_um,y_um,z_um
870,7,7,1,2,0,0,29,1,1,1,0,0,1,1,0,26,3,2,0,2,0,1,41,7,0,0,1,1,0,3,2,4,0,4,0,2,1,1,3,1,0,0,15084.704115,15951.725246,67.062786
871,25,4,0,7,0,0,29,1,3,2,0,2,2,1,0,23,5,1,0,3,1,2,51,13,0,0,0,3,2,9,0,1,2,10,0,3,0,1,7,1,1,0,13744.799296000001,15618.312797999999,40.467331
872,16,18,4,5,2,0,51,2,0,4,0,4,44,1,1,29,8,0,3,5,8,5,56,37,0,0,0,1,5,7,1,47,3,12,0,8,29,1,12,16,0,2,13584.020774,14918.360475,38.038769
873,9,1,0,4,0,0,16,0,5,2,0,0,0,0,0,9,0,1,0,0,0,0,19,7,0,0,0,0,1,2,1,0,5,10,0,0,1,0,4,1,1,0,13488.698472,14269.031586000001,39.551814
874,13,3,0,3,0,1,16,1,1,2,0,0,1,0,0,10,1,2,1,0,0,0,22,11,1,0,0,1,3,3,0,1,1,10,0,1,1,1,3,0,0,1,13376.665128,15694.422790999999,41.534213
875,17,4,0,5,0,0,47,0,1,4,0,1,3,1,2,17,3,2,0,2,0,6,45,10,0,0,1,0,5,2,1,4,2,16,0,5,3,0,7,1,1,0,12925.392444,15669.597095,35.679106
876,26,3,0,8,1,0,23,1,3,6,1,1,0,0,1,25,11,2,0,5,0,5,93,18,0,0,1,1,2,5,1,2,9,17,0,2,0,3,17,1,1,1,12889.267687,15189.757491999999,46.573729
877,47,13,1,7,0,0,41,1,0,3,2,1,2,0,1,36,6,10,0,7,1,3,74,23,1,0,1,12,2,15,2,1,5,18,1,5,2,3,13,2,2,3,12520.646075,14868.462309,58.405412
878,29,3,0,3,3,0,27,2,4,5,0,0,1,0,1,13,3,1,0,7,0,3,43,21,0,0,0,3,1,7,1,1,7,19,1,8,0,2,5,0,1,0,12400.881684,15509.517852,42.183848
879,10,3,1,6,0,0,27,0,2,2,0,1,3,1,7,13,3,1,0,3,0,1,52,13,0,0,0,0,4,7,0,3,1,14,0,9,0,1,8,3,0,2,13201.035829,15893.708808000001,58.412569
880,38,5,0,15,0,0,52,0,3,7,0,0,4,0,0,42,6,0,0,9,1,9,67,14,1,1,0,3,3,15,0,2,13,28,0,6,0,2,21,1,0,0,12215.735391,15022.222761,51.965399
881,27,6,0,8,0,1,36,0,2,3,0,0,2,0,1,18,4,3,0,6,0,2,49,13,0,1,0,1,0,9,1,3,1,23,0,11,1,7,9,1,0,0,12441.418778,15816.897605000002,52.983398
882,16,6,0,7,0,0,21,0,1,2,1,0,4,0,1,14,3,1,1,2,0,1,45,6,0,0,1,1,0,6,0,2,8,9,0,5,1,1,10,0,0,0,12213.896755,14555.155185,55.451980000000006
883,25,4,0,11,1,1,32,1,3,10,0,0,6,1,1,36,11,9,0,1,0,5,88,16,0,0,0,1,0,6,2,5,34,26,0,5,1,1,17,4,1,2,13016.581374,14819.047225,63.206894999999996
884,7,2,0,4,0,0,42,0,3,3,0,0,1,2,2,10,1,3,0,1,0,0,27,10,0,1,0,1,2,12,0,0,9,23,0,4,1,0,6,0,0,1,12717.346884999999,14491.262979,58.998076
885,23,7,3,6,1,0,45,0,0,4,0,0,2,0,1,23,4,0,1,11,0,4,71,30,0,1,0,2,3,10,0,4,5,20,0,10,0,2,18,0,0,1,13057.407204000001,14428.523315,62.790009
886,3,4,0,3,0,0,2,0,2,1,0,0,17,3,1,8,0,0,0,0,0,0,15,6,0,0,0,1,0,0,0,1,2,2,0,1,1,3,2,1,0,0,13008.826314,14202.310665,63.054018000000006
887,15,2,0,4,0,0,14,1,2,3,0,0,0,0,1,11,3,5,0,1,0,1,21,10,0,0,0,3,0,9,0,2,6,10,0,1,0,0,10,1,1,1,12535.651699,15281.034329,57.45967099999999
888,3,0,0,1,0,0,7,1,2,0,0,0,19,0,0,8,1,0,0,0,0,1,20,5,0,0,0,2,3,8,3,7,3,2,0,5,6,7,2,1,0,0,11809.004437,15501.333964,38.923664
889,17,2,0,9,0,1,31,1,4,3,1,0,2,0,0,31,4,3,0,5,0,0,54,19,0,0,1,7,2,9,0,8,10,24,0,6,0,1,11,2,0,0,11005.991681,14399.800313999998,45.51563
890,15,7,0,3,0,0,14,0,6,4,0,1,1,1,2,7,2,2,0,3,0,4,45,15,0,0,0,1,0,1,1,4,8,15,0,4,1,5,3,0,0,2,10973.280207,14837.848562000001,35.761727
891,9,4,0,4,0,1,22,0,0,3,0,1,2,0,0,17,1,3,0,3,0,4,49,7,0,0,0,1,0,6,1,3,1,12,1,6,0,6,6,0,0,0,10852.232715,15493.253175999998,39.956754
892,19,7,0,8,0,1,19,0,1,6,0,1,0,2,1,18,4,4,0,4,5,2,54,14,0,0,0,3,1,9,6,4,6,14,0,3,4,11,10,0,0,0,10577.609009,14761.20355,37.696476000000004
893,3,8,0,1,0,0,10,0,4,2,0,3,1,1,1,4,4,0,1,0,1,0,13,3,0,0,0,0,1,2,2,8,3,6,0,0,1,1,3,1,0,0,10586.554071999999,14408.475396000002,45.560445
894,40,14,0,6,2,0,37,1,8,12,0,0,3,0,10,39,10,3,0,8,1,3,90,15,2,0,0,3,5,21,2,4,11,28,5,9,0,6,22,2,1,2,10330.301826,15491.511168,48.773618
895,1,4,0,4,0,0,17,1,1,6,0,0,1,1,0,12,1,2,0,1,1,2,28,5,0,0,0,0,1,4,0,3,7,8,0,5,2,0,4,1,0,0,10254.607281,14219.73475,47.857287
896,3,12,0,2,1,1,6,0,0,1,0,0,12,0,0,3,4,5,0,0,2,0,15,13,0,0,0,6,0,2,1,43,2,4,0,2,6,0,1,2,0,0,10187.187840999999,14529.242213999998,64.068804
897,11,0,1,7,0,0,21,0,2,1,1,0,1,2,1,16,4,1,0,2,0,1,24,4,0,0,1,0,0,5,0,4,1,9,0,3,2,1,5,1,0,0,11293.230478,16007.693995,56.160363000000004
898,25,2,1,8,0,0,46,0,2,2,0,2,3,1,2,42,12,3,0,7,0,6,81,29,0,0,0,0,2,8,0,2,3,24,0,9,0,3,15,0,0,0,11516.237516,15162.950313,49.557844
899,12,4,0,6,0,0,36,1,1,3,1,1,1,0,0,29,12,3,0,2,0,6,73,25,0,0,0,2,1,17,0,3,3,15,1,9,2,1,11,1,1,0,11483.568908,15675.975180000001,46.266290999999995
900,3,0,0,0,0,0,7,0,0,0,1,1,0,0,1,7,2,0,0,2,0,1,16,5,0,0,0,0,0,2,0,1,0,5,0,2,1,0,4,0,0,0,11861.725188,15751.591782,59.460249
901,16,5,0,5,0,0,40,0,2,4,0,0,1,1,0,19,4,1,1,4,0,3,61,15,0,0,0,1,0,22,0,6,4,25,0,5,0,0,17,2,1,1,10867.263723,15192.646337,54.640735
902,3,3,0,3,0,0,20,0,0,5,0,0,0,3,1,10,0,0,1,1,0,0,34,8,0,0,0,1,0,4,0,4,5,14,0,1,1,0,9,0,1,0,11400.842133,14280.126344999999,62.147868
903,9,3,1,3,0,0,17,0,0,2,0,0,0,1,0,13,3,2,1,5,1,0,28,11,0,0,0,3,1,5,3,1,3,12,0,0,1,6,11,0,1,0,11846.87055,14491.499665000001,54.545951
904,9,18,3,2,0,0,9,0,1,3,2,0,13,0,1,12,2,5,7,1,2,1,22,11,0,0,0,5,0,3,0,87,2,3,0,3,25,0,5,5,1,1,10190.861986,14714.504825999999,70.126777
905,14,2,0,8,0,0,20,1,1,1,2,0,1,2,1,15,3,1,0,1,1,1,21,13,0,0,0,1,0,4,2,3,0,16,0,2,2,2,8,1,0,1,11286.962733,15403.474578,69.543777
906,13,3,1,4,2,0,9,0,1,2,0,1,2,1,1,8,3,5,0,2,0,0,25,9,1,0,2,1,1,6,0,9,7,12,0,1,0,0,8,2,0,1,11340.717956999999,14624.538416,58.010188
907,4,3,0,3,0,0,4,0,2,1,1,1,2,0,0,4,4,2,0,0,0,0,17,7,0,0,0,1,0,4,1,4,3,5,0,0,4,1,4,0,0,0,10571.573856,15075.728523,49.874983
908,19,2,0,9,0,0,31,1,0,4,0,0,1,0,1,10,0,5,0,1,0,4,54,9,0,0,0,3,0,9,0,2,8,23,0,4,1,0,15,0,0,1,9739.261209999999,14370.620736,51.287007
909,8,1,0,4,0,0,26,0,1,4,0,0,0,0,1,10,0,2,0,0,0,3,22,6,0,0,0,2,0,5,0,1,2,8,1,3,0,0,5,0,0,0,9739.032866,15959.948180000001,51.575198
910,21,6,2,8,1,0,19,0,1,2,0,1,1,0,1,12,2,0,0,3,0,4,41,5,1,0,0,0,1,11,0,5,0,10,1,1,0,0,5,1,0,0,9577.82835,15721.947966,38.803476
911,15,3,0,7,1,0,8,0,1,3,0,0,3,0,0,11,5,4,0,0,0,1,33,8,0,1,0,0,1,7,0,1,4,7,0,3,0,1,13,1,1,0,9214.063561,14763.648463999998,41.481883
912,39,8,2,7,0,1,29,0,2,6,0,1,4,1,0,25,7,4,0,6,0,3,95,26,0,0,0,8,3,26,0,2,13,33,0,9,1,3,22,3,0,0,9191.676151,15039.484677,51.157028000000004
913,4,0,0,0,1,0,7,0,2,2,1,1,0,1,1,7,2,4,0,0,0,1,30,3,0,0,1,2,2,3,1,6,2,6,1,1,1,1,4,0,0,0,9151.096948,15435.011659,53.930905
914,5,2,0,1,1,1,7,0,1,2,0,1,0,1,1,4,0,1,0,1,0,0,16,4,1,0,0,1,0,3,0,2,1,2,0,2,0,1,3,0,0,0,9087.243391,15995.589403999998,36.57339
915,21,6,0,4,0,0,15,1,1,4,0,0,1,1,2,14,4,9,0,9,0,2,46,19,0,0,0,2,1,9,1,9,5,17,0,2,1,10,15,0,0,0,8827.301159,15187.114929,45.997669
916,39,7,0,10,0,0,35,0,2,3,0,0,0,0,1,25,6,12,0,8,0,5,99,38,0,0,0,10,5,24,0,2,3,21,0,7,1,3,16,0,1,0,8619.366092,15855.393471000001,48.84401
917,5,2,0,6,0,0,13,0,0,1,0,1,1,1,2,6,4,1,0,1,0,1,24,13,0,0,1,1,2,7,0,1,5,6,0,7,2,0,2,0,0,0,8358.364917,15930.304947,64.56993100000001
918,11,3,1,8,1,0,40,1,3,6,2,0,1,0,0,11,2,1,0,2,0,3,46,19,0,0,0,4,1,9,0,3,4,14,1,3,0,2,12,1,0,0,8373.492126000001,14770.123780000002,46.756671999999995
919,9,2,0,5,0,0,27,1,1,5,0,0,1,0,0,5,1,5,0,2,0,1,42,12,0,0,0,0,0,1,0,3,16,14,0,0,1,0,7,1,0,0,8305.81307,14273.876209999999,43.57653
920,14,7,0,8,0,0,31,0,4,5,0,0,3,0,2,18,5,4,0,0,0,6,69,18,0,0,0,1,0,3,0,3,3,16,0,3,1,1,14,3,0,2,8264.082645,15108.90155,47.596808
921,8,4,0,5,1,0,19,0,0,1,0,0,0,2,0,11,1,2,1,0,0,0,30,6,0,0,1,0,0,3,0,1,8,5,0,0,1,0,1,1,0,0,8119.640308,14670.619408,35.472122
922,5,24,2,1,0,0,6,2,0,2,0,0,14,0,1,5,5,0,0,0,0,0,15,17,0,0,0,16,0,3,0,153,0,1,0,4,22,0,2,2,0,0,8111.419236,15833.299181,72.049203
923,21,4,2,8,0,1,43,0,1,12,2,0,10,0,1,22,7,1,0,5,0,2,83,31,0,0,0,3,1,15,1,4,4,20,0,4,0,0,11,1,1,0,8860.042427,15685.902428,50.338346
924,14,2,0,4,0,0,24,0,0,1,0,0,0,0,0,10,1,0,0,1,0,1,35,13,0,0,0,2,1,11,0,4,3,11,0,5,1,0,2,2,0,0,9380.59166,15951.948731,58.026968000000004
925,19,8,2,6,0,0,31,0,3,13,0,0,3,2,0,23,8,5,0,0,1,3,41,16,1,0,1,0,0,8,1,7,14,14,1,3,0,1,18,1,0,3,8762.930040000001,14795.621591,64.784533
926,19,3,0,7,0,1,22,0,3,6,0,0,5,3,0,16,1,3,0,6,0,3,43,12,0,0,0,0,2,12,1,5,16,14,1,4,1,0,6,3,0,1,9521.194502,15144.312952,59.171932999999996
927,11,2,0,7,0,0,12,0,1,2,0,1,1,0,1,7,2,2,0,0,0,2,26,6,0,0,0,0,0,10,0,5,1,7,0,2,3,3,11,0,0,0,8125.835575,15476.520038999999,63.111867000000004
928,2,3,1,3,0,0,11,0,2,1,0,0,1,0,0,3,1,0,0,0,0,0,8,3,0,0,0,1,0,2,0,2,1,4,0,0,0,0,3,0,0,0,9903.899281999998,14851.246803999999,50.590542
929,11,0,0,4,0,0,11,2,0,4,0,0,2,0,0,9,2,2,0,0,0,1,23,7,0,0,1,0,1,5,0,2,5,12,1,1,2,0,13,1,0,2,9107.064461,14559.424387000001,63.204921
930,4,0,0,3,0,0,11,0,1,2,0,0,0,0,1,5,1,1,0,1,0,0,13,4,0,0,0,0,0,3,0,2,3,5,0,2,0,0,3,1,0,1,9079.825603,14218.729704,58.685002000000004
931,26,1,0,10,0,0,28,0,1,2,0,1,1,1,2,23,4,1,0,4,0,1,37,16,0,0,0,0,0,11,2,0,6,7,1,8,1,4,12,0,0,1,8620.90349,15136.521944,64.593466
932,9,0,0,3,0,0,6,1,1,1,0,0,0,1,0,5,1,4,0,3,0,4,27,5,0,1,0,3,0,8,0,2,11,11,0,2,1,0,6,0,1,2,9538.451029,14722.275876,67.119495
933,13,0,0,0,0,0,7,1,2,5,0,0,1,1,0,6,5,0,0,3,0,0,16,3,0,0,0,2,0,5,1,0,6,10,2,1,0,0,4,2,0,1,9387.727058,15512.196075,59.707688
934,5,0,0,2,1,0,10,1,0,1,0,0,1,0,1,3,1,0,0,0,0,1,11,3,0,0,0,1,0,1,1,3,0,4,0,1,1,0,2,1,0,0,9872.536977,15380.262093000001,64.895811
935,7,7,2,2,0,0,15,0,1,5,0,0,0,0,2,9,4,4,1,0,0,2,39,13,0,0,0,0,0,4,0,1,9,8,1,1,0,0,6,3,0,0,7566.0624689999995,14600.821680000001,45.575835
936,13,5,1,11,0,0,10,0,3,9,0,0,0,1,1,9,5,5,0,3,0,4,58,20,0,0,0,8,6,8,1,3,5,14,1,8,1,4,8,3,0,1,7544.188162,15348.070352,41.291236
937,7,0,0,3,0,0,7,0,0,2,0,0,0,1,1,3,1,1,1,2,0,0,18,10,0,0,1,0,0,3,0,0,1,6,0,1,0,0,3,1,0,0,7484.082642,15981.804956999998,42.282519
938,9,2,0,5,0,0,25,0,1,5,0,0,1,0,1,13,8,8,1,1,0,2,27,18,0,1,0,2,1,5,0,1,3,13,0,3,0,1,8,0,0,0,6994.562639,15116.784071,35.070067
939,3,10,12,5,1,0,11,3,23,2,0,0,61,3,41,11,1,6,0,1,3,1,21,35,1,0,0,2,7,18,3,3,1,1,1,3,56,1,2,16,0,4,7267.199659999999,14419.19464,32.050603
940,16,5,0,6,0,0,12,0,0,5,0,0,1,0,1,13,8,2,0,1,0,4,39,11,0,0,0,3,1,6,1,0,2,12,0,3,0,3,2,0,0,1,6944.852825,15610.481196,42.566117
941,11,3,0,5,0,0,9,1,2,6,0,0,0,1,1,13,6,3,0,2,1,3,39,21,0,0,1,1,0,0,0,1,7,12,2,2,4,1,5,1,1,0,6939.183797,14668.649244999999,49.643439
942,1,0,0,5,0,0,9,2,1,1,0,0,3,2,2,5,0,2,1,0,0,1,12,12,0,0,0,1,0,4,1,3,2,9,1,0,0,0,7,2,0,0,6563.817314,14866.987344,42.030766
943,4,6,0,3,0,0,13,6,7,3,0,0,1,0,2,2,3,1,0,0,0,4,18,9,1,1,0,2,10,2,17,3,2,5,4,19,9,0,4,1,1,0,6553.542838,14357.411488999998,59.256065
944,14,5,1,4,0,0,10,0,0,3,0,0,1,0,2,6,2,0,0,3,0,5,18,6,0,0,0,2,0,5,1,0,6,11,0,1,0,2,5,0,1,0,6129.408573,15088.305777000001,45.196889
945,7,2,0,0,0,0,5,0,0,4,0,0,1,0,0,6,2,3,0,0,0,1,8,1,0,0,0,0,1,0,0,2,3,5,0,0,0,0,2,0,0,0,6175.822049,14266.511106,37.253931
946,3,2,0,4,0,0,14,0,0,1,0,1,0,0,0,10,1,0,0,0,0,1,14,4,0,0,0,0,3,11,0,1,0,6,1,2,0,0,2,0,0,0,7833.820401999999,15866.227138,39.377287
947,9,2,1,7,0,0,32,2,1,2,0,0,0,0,1,9,0,1,0,0,0,1,23,15,0,0,0,0,1,13,1,6,2,15,0,5,0,0,5,2,0,0,6501.080861,15744.561801,50.236419
948,8,1,0,1,0,0,7,0,3,2,0,0,0,0,1,3,1,1,0,1,0,1,16,1,0,0,0,0,0,5,0,0,2,7,0,1,0,0,9,0,0,1,7010.099812,14277.280772,54.988471999999994
949,8,1,2,3,0,0,24,1,0,3,0,0,1,0,3,8,5,0,0,0,0,2,22,12,1,0,0,0,0,6,0,4,7,11,0,0,2,1,8,0,0,0,6395.530493,15105.021187,51.327193
950,5,1,0,3,0,0,9,0,0,1,0,0,0,2,1,7,1,2,0,1,0,4,35,8,0,0,0,0,1,3,0,2,3,12,0,2,0,0,4,0,0,1,6629.279096,15252.191465,41.108793
951,11,4,0,3,0,1,8,0,1,3,0,1,2,0,4,4,6,3,0,1,0,1,35,14,0,0,0,1,2,6,0,6,3,7,1,3,1,1,7,1,0,0,7204.192292,15368.949901,44.560301
952,4,1,0,3,0,0,3,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,11,6,0,0,1,0,0,1,0,0,1,6,0,3,1,0,1,0,0,0,5667.186458,15217.338981,30.156725
953,9,1,0,11,0,1,10,0,2,3,0,0,1,3,1,14,5,5,0,2,0,5,47,7,0,0,0,1,2,8,1,4,5,11,1,1,0,0,6,0,0,0,5456.8626380000005,14924.172940999999,50.347241
954,15,0,0,3,0,0,8,0,1,5,0,0,1,0,1,10,5,1,0,1,0,3,32,9,1,0,0,0,0,2,1,1,3,7,0,4,1,5,5,0,0,1,5159.12035,14555.510776,46.846712
955,20,9,1,5,3,1,22,0,11,5,0,0,15,3,14,17,2,2,2,3,5,3,68,28,0,0,0,4,7,18,0,3,5,20,1,6,22,2,10,2,0,1,5187.012885,15317.583828,52.291754
956,7,1,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,0,1,0,0,18,9,0,0,0,2,1,1,2,3,2,2,1,0,1,2,3,0,0,0,5185.967081000001,15710.157965,45.700593
957,10,2,0,5,0,0,15,0,0,2,0,0,1,0,1,11,2,1,0,1,0,3,24,9,0,0,1,0,0,3,1,4,1,14,0,0,0,0,4,0,0,0,4735.200506,15861.91394,41.343214
958,8,4,0,0,0,0,3,0,0,2,0,0,1,1,1,3,1,2,0,0,0,0,13,7,0,0,0,0,0,4,1,16,4,9,0,1,4,1,6,2,0,0,4676.278195,14581.949888999998,43.358178
959,14,2,2,3,0,0,15,0,1,4,0,1,1,0,0,10,6,2,0,0,0,7,50,23,0,0,0,2,0,12,0,2,5,12,1,6,3,1,8,0,0,0,4521.448952000001,15016.031333,44.310673
960,1,2,0,2,0,0,0,2,0,1,0,0,11,5,4,3,0,2,0,0,0,2,9,6,1,0,0,3,0,1,7,1,1,3,0,5,1,0,2,1,0,0,4141.465461,15796.823588,31.229251
961,8,34,2,0,0,1,7,5,0,5,0,0,17,0,0,12,1,0,6,0,3,0,29,19,0,0,0,23,1,1,0,165,1,2,0,2,42,0,7,5,0,1,4887.2917560000005,14767.476413,41.844033
962,9,2,0,4,0,0,3,0,0,5,0,0,0,0,0,5,2,2,0,2,0,0,22,1,0,0,0,3,0,2,0,5,1,2,1,4,1,0,8,0,0,0,4720.035753,14335.177234,54.435832999999995
963,11,5,0,4,0,0,4,0,0,5,1,0,9,0,0,3,0,2,0,1,2,2,26,9,0,0,0,6,0,3,1,30,2,1,1,6,10,1,3,0,0,0,5050.972164,14833.147093000001,44.446677
964,7,2,0,6,0,0,4,0,0,3,0,2,0,0,0,4,2,1,0,2,0,1,38,12,0,0,0,3,0,9,1,0,3,4,0,1,0,0,3,0,0,0,3696.15211,15410.556006,44.008778
965,4,1,0,9,0,0,10,0,0,1,0,0,0,0,0,7,3,1,0,0,1,2,38,24,0,0,0,1,0,7,0,6,1,5,0,0,1,0,1,0,0,0,3570.5835079999997,14829.27932,38.190713
966,5,1,0,6,0,0,21,1,1,6,0,0,1,0,0,11,1,2,0,1,0,3,46,12,0,0,0,1,1,17,0,5,0,12,0,3,0,0,6,1,0,0,3381.41309,15279.305587,28.392716999999998
967,4,6,0,2,0,0,14,0,0,2,0,0,0,0,0,6,3,0,0,4,0,2,29,7,0,0,1,1,2,6,0,2,1,8,0,4,0,1,8,0,0,0,3433.7341520000004,15785.354681,38.674527000000005
968,26,3,0,3,0,0,8,0,1,2,0,0,0,0,0,17,4,3,0,6,0,1,52,20,0,0,1,6,0,9,0,4,4,13,0,9,3,2,8,0,0,0,3059.6917550000003,14546.896450999999,41.92759
969,3,0,0,2,0,0,12,0,0,3,0,0,0,0,1,8,3,0,0,2,1,3,27,11,0,0,1,0,2,1,0,3,0,5,0,2,0,1,2,0,0,0,2867.7572809999997,15091.692382,34.583061
970,9,0,0,1,0,0,14,0,1,2,0,1,0,0,1,18,4,0,0,0,0,3,33,13,0,0,0,1,3,4,1,0,4,4,1,6,1,0,1,0,0,0,2846.883643,15896.692283000002,35.578478999999994
971,4,4,0,7,0,0,13,0,0,6,0,0,1,1,0,5,5,2,0,1,0,3,42,10,0,0,1,3,3,7,0,3,3,8,1,1,0,0,4,0,0,0,2711.093747,14718.686244999999,36.780722999999995
972,4,3,0,4,0,0,12,1,0,2,0,0,1,1,0,9,3,1,0,2,0,1,35,14,0,0,0,0,1,8,0,1,1,7,1,2,0,0,4,0,0,0,2619.644399,15594.693526,34.092162
973,6,7,0,8,0,0,21,0,0,5,0,0,0,0,1,20,7,1,0,2,1,6,40,14,0,0,0,2,1,8,0,2,3,7,0,6,2,1,7,0,0,0,2409.603259,14856.283838999998,36.978126
974,3,5,0,3,0,0,4,0,0,1,0,0,5,0,1,4,1,0,0,1,0,1,20,2,0,0,0,4,0,2,0,16,2,1,0,0,3,0,2,1,0,0,2406.128468,14375.108180000001,55.048168999999994
975,1,3,2,3,0,0,2,5,0,0,1,0,71,2,1,9,1,1,2,0,0,1,15,20,0,1,0,7,0,0,7,1,1,1,6,9,19,13,0,4,0,0,1341.7412359999998,15362.064337,35.177165
976,11,3,0,5,0,0,22,0,0,1,1,0,0,1,0,11,3,1,0,2,0,0,37,12,0,0,0,0,2,6,0,2,1,15,0,2,0,0,10,0,0,0,1071.778674,14679.402441,32.494194
977,6,0,0,1,0,0,10,0,0,2,0,0,1,0,0,10,4,1,0,1,0,3,31,4,0,0,0,1,0,7,0,1,3,13,0,5,0,0,6,0,0,0,1020.244283,15398.191009999999,31.300032
978,4,0,2,3,0,3,12,0,0,0,0,0,1,0,1,7,1,0,0,1,0,2,25,8,0,0,0,0,1,6,0,0,1,3,2,2,0,0,0,0,0,0,875.282608,15972.514519,27.85618
979,0,1,0,4,0,0,9,1,1,0,0,0,0,1,0,9,4,0,0,2,0,1,20,7,0,0,1,2,2,4,0,3,0,8,0,2,0,0,4,0,1,1,745.960879,14853.911609,29.934825
980,4,3,0,2,0,0,14,0,0,1,0,0,0,0,0,6,0,0,0,2,0,0,15,10,0,0,0,1,2,5,0,1,0,6,0,3,0,0,4,0,1,0,590.920073,15861.613795,27.871828999999998
981,5,0,0,4,0,0,11,0,1,0,0,0,1,0,0,5,0,2,0,0,0,1,19,4,0,0,0,1,0,7,1,1,3,10,1,1,0,1,6,0,0,0,457.90358399999997,14631.750412000001,32.510963000000004
982,3,1,0,3,0,0,16,0,0,1,0,0,0,0,0,11,4,0,0,0,0,4,19,3,0,0,0,0,2,4,0,0,1,4,0,2,1,0,1,0,0,0,372.93875299999996,15047.285327000001,32.547795
983,4,2,0,2,0,0,4,0,0,2,0,1,0,0,1,2,2,1,0,2,0,0,15,4,0,0,0,0,2,3,0,1,1,3,0,0,1,0,0,1,0,0,282.444238,15906.420950999998,28.68859
984,7,5,0,3,0,0,15,0,0,4,0,1,0,0,3,5,0,2,0,0,0,0,27,13,0,1,0,0,0,0,0,2,6,3,0,1,0,0,3,0,0,0,845.7354439999999,14376.136208000002,34.510551
985,6,1,0,1,0,0,15,0,0,3,0,0,3,0,0,21,1,0,0,3,0,1,33,18,0,1,1,0,3,5,0,0,0,4,0,6,0,0,1,2,0,0,1814.916593,17618.702494999998,33.537859000000005
986,2,0,0,0,0,0,11,0,0,1,0,0,1,0,4,4,1,0,0,2,0,2,19,8,0,0,0,0,1,2,0,0,1,3,0,4,1,0,1,2,0,2,1499.036941,17187.013812,34.75803
987,16,2,0,4,0,0,42,0,0,2,0,0,0,1,0,19,5,0,0,4,0,4,53,7,0,0,0,3,0,23,0,0,1,14,0,4,0,0,5,1,1,0,1310.5861320000001,16742.195831999998,33.314834999999995
988,10,2,0,3,0,0,24,0,0,12,0,0,1,1,1,20,5,2,0,1,0,3,51,19,0,0,0,0,6,6,1,1,2,6,0,3,0,1,3,0,0,0,970.1894560000001,17658.754648,27.831989
989,2,1,1,1,0,0,24,0,0,1,0,0,2,0,0,16,1,0,0,0,0,2,29,14,0,0,0,0,3,13,0,1,0,2,0,4,0,0,1,1,0,0,872.078586,18017.462036,29.103354
990,13,0,0,6,0,0,12,0,0,0,0,0,1,0,1,13,2,0,0,1,1,5,39,13,0,0,1,0,8,9,0,2,1,12,0,6,0,0,2,1,1,0,613.258567,16685.656292,35.493195
991,7,2,0,1,0,0,12,0,1,5,0,2,0,0,0,14,3,2,0,5,0,0,44,15,0,0,0,0,3,12,0,0,0,5,0,5,0,0,4,0,0,0,471.35659400000003,17114.575147,26.772368
992,4,21,0,2,0,0,11,2,0,3,0,0,15,0,1,3,2,0,3,1,3,0,22,11,0,0,0,9,3,1,0,66,0,2,0,1,16,0,0,3,0,0,239.541171,16326.51225,24.236102
993,2,2,0,2,0,0,8,0,0,0,0,0,1,0,0,9,1,0,0,3,1,2,9,6,0,0,1,0,3,1,0,2,2,4,0,1,0,0,1,0,0,0,971.6195140000001,16747.398230000003,39.774588
994,1,0,0,2,0,0,5,0,0,2,0,0,2,0,0,9,1,0,0,0,0,1,14,11,0,0,0,1,0,0,1,0,3,2,0,3,1,0,2,1,0,0,1546.242683,17825.874706,39.055995
995,4,1,1,3,0,0,12,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,9,8,0,0,0,0,0,6,1,3,0,3,0,2,0,0,3,0,0,0,3713.393657,16270.895290999999,27.753742
996,4,2,0,3,0,0,17,0,2,5,0,0,3,1,1,9,0,1,0,3,0,3,27,12,0,0,0,1,0,5,1,5,0,8,1,6,3,0,2,1,0,0,3757.044216,17489.021930000003,28.940811
997,2,0,0,1,0,0,11,0,2,2,0,1,2,0,0,2,0,0,0,2,0,1,7,3,0,0,0,1,3,2,1,0,3,6,0,1,1,1,1,0,0,1,3676.599039,17049.799477,24.082575
998,4,0,1,3,0,0,15,0,3,1,0,0,1,0,0,8,3,0,0,1,0,2,42,12,0,0,0,1,3,13,0,0,1,6,0,4,0,0,3,1,0,0,3589.7089630000005,16578.662357,32.034147
999,13,2,0,4,0,0,24,0,0,2,0,0,0,0,1,23,3,0,0,2,0,1,37,26,0,0,0,1,1,12,0,0,0,10,1,6,0,0,7,1,0,0,3306.245253,16826.682000999997,26.668008
1000,9,0,0,4,0,0,12,1,1,6,0,0,0,2,0,9,5,0,0,0,0,1,19,8,0,0,0,1,1,4,0,2,0,1,0,4,0,1,4,1,0,0,3379.9351159999997,17409.188936000002,28.621707
