,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c
531,1,4,0,8,0,0,14,1,3,0,1,1,2,0,2,18,4,17,1,4,1,0,73,15,1,0,0,3,0,2,1,3,8,21,0,4,2,1,3,3,0,1
532,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,5,1,5,0,2,0,0,23,1,0,0,0,0,0,2,0,1,3,2,0,3,0,0,0,1,0,1
533,2,11,0,8,0,1,4,0,3,17,5,1,2,0,0,25,3,23,1,4,0,0,89,38,1,0,0,9,0,30,0,13,18,25,0,32,2,0,2,19,0,1
534,14,57,3,1,1,0,10,2,0,15,1,0,30,0,3,22,1,12,2,1,8,3,56,24,0,2,0,14,8,5,0,183,2,6,1,11,69,0,4,18,1,1
535,2,8,0,3,0,0,0,0,2,2,14,1,3,9,8,26,10,9,0,6,0,1,34,28,0,0,0,30,16,12,0,0,0,11,5,28,0,3,3,2,0,0
536,0,5,2,4,0,0,4,0,0,18,6,4,0,1,0,33,2,37,0,4,0,0,110,34,0,0,0,0,0,13,0,3,23,21,1,9,2,0,12,18,0,0
537,4,8,0,2,2,0,3,1,2,6,4,0,2,2,1,8,4,5,0,3,3,2,37,30,0,0,0,4,0,12,0,7,7,17,2,8,3,1,10,7,1,1
538,2,7,0,8,0,1,4,1,1,5,3,0,0,0,1,13,2,19,0,4,0,1,39,28,0,0,1,2,0,9,0,2,8,14,0,12,1,0,4,7,1,0
539,4,8,0,3,0,0,2,1,1,3,4,0,2,5,2,11,2,0,3,5,0,1,21,20,0,0,1,6,2,12,1,5,4,7,1,6,6,0,2,2,0,1
540,4,22,1,6,2,0,2,1,1,5,2,0,8,0,6,14,2,5,0,1,4,1,45,37,0,0,0,12,2,18,1,80,3,11,2,7,30,0,1,7,0,0
541,2,3,0,11,0,0,5,0,3,6,7,2,3,1,0,11,2,16,0,3,0,1,36,15,1,0,0,8,0,6,2,6,17,17,0,5,3,2,4,6,0,2
542,0,4,0,3,0,0,4,0,2,3,1,5,1,0,0,3,1,3,0,5,0,1,18,14,0,0,0,1,0,4,0,9,3,10,1,2,1,0,1,2,0,4
543,14,11,1,6,0,0,4,0,1,10,14,1,1,0,1,16,2,25,0,4,1,1,47,37,0,0,0,6,0,49,0,7,11,17,0,45,2,1,10,8,0,0
544,6,10,0,9,1,0,4,1,1,27,10,1,2,2,3,39,11,39,0,2,1,0,118,43,0,0,1,9,1,24,1,13,15,39,0,16,4,1,17,24,0,1
545,2,2,0,3,1,0,6,0,1,6,3,0,1,2,0,10,3,13,0,0,0,0,31,22,0,0,0,1,3,6,3,4,5,5,0,2,1,1,2,9,0,2
546,4,6,1,2,0,0,1,1,3,5,2,0,1,2,2,2,0,2,0,3,0,0,14,13,0,1,0,5,0,7,0,11,4,10,0,4,1,0,3,1,0,0
547,2,3,1,2,1,0,1,0,2,2,19,0,1,5,0,24,7,2,0,15,0,2,34,38,0,0,0,29,5,17,0,6,1,15,7,26,1,0,8,1,0,0
548,4,12,0,3,0,0,1,0,0,3,0,0,1,1,1,12,0,0,1,0,1,0,8,9,1,0,0,3,2,2,0,40,0,3,0,0,4,0,0,0,0,0
549,0,3,0,3,0,1,1,0,0,0,1,1,2,2,2,5,1,0,0,0,1,1,7,11,0,0,0,3,1,4,4,7,4,4,1,3,0,0,2,0,0,0
550,5,3,0,2,0,0,2,0,7,2,1,0,3,4,3,5,1,6,1,4,0,0,12,7,0,0,0,4,4,8,1,5,2,4,3,4,0,2,2,2,2,1
551,0,8,0,9,0,0,2,1,0,19,2,0,0,0,0,21,3,18,0,3,1,1,78,32,0,0,0,3,0,8,0,1,11,19,0,16,0,0,7,25,1,0
552,7,6,0,3,0,0,3,0,0,11,8,0,0,1,0,12,2,17,0,2,0,1,38,27,0,0,0,3,0,24,0,2,4,13,0,21,1,2,5,11,0,0
553,2,6,0,6,0,1,3,1,4,2,9,0,1,5,3,13,2,3,0,3,1,1,18,8,0,0,0,5,0,9,0,6,1,10,13,9,0,1,0,1,0,1
554,6,0,0,5,0,0,2,0,1,1,2,0,3,0,1,6,0,1,0,1,0,0,14,8,0,0,0,4,2,2,0,20,2,1,1,2,4,0,2,2,0,0
555,1,4,0,7,0,0,0,1,0,5,2,0,0,0,0,6,1,14,0,3,0,1,19,22,0,0,0,3,0,23,3,3,3,1,1,15,1,0,2,3,0,0
556,1,2,0,2,0,0,6,0,0,3,0,1,1,0,1,6,2,5,0,1,0,0,23,9,1,0,0,0,0,2,0,3,8,2,0,4,1,0,5,3,0,0
557,6,24,2,8,2,0,11,14,30,4,2,0,83,8,58,17,1,5,0,2,3,5,38,42,0,0,0,4,7,46,0,4,5,12,5,15,53,4,7,14,1,6
558,0,1,0,5,0,0,6,0,0,2,0,0,2,0,2,5,3,5,0,0,0,1,13,7,0,0,0,1,0,2,0,4,2,4,0,3,3,0,1,3,0,1
559,0,0,1,6,0,0,16,1,1,6,2,1,0,0,0,8,0,7,0,0,0,0,25,8,0,0,0,1,0,11,1,2,8,10,1,7,0,0,2,2,0,0
560,2,8,1,0,0,0,2,3,4,0,1,0,11,3,20,7,1,8,0,0,3,1,3,9,0,0,0,0,10,1,0,3,0,0,0,0,19,0,1,2,0,1
561,1,3,0,4,0,1,2,0,0,9,0,0,1,0,0,7,2,14,0,2,0,1,25,10,0,1,0,6,0,14,2,0,3,6,3,7,1,1,6,6,0,0
562,0,1,0,2,0,0,6,0,0,10,1,1,0,0,2,6,1,3,1,1,0,0,26,9,0,1,0,1,0,2,0,1,8,5,0,1,0,1,6,3,0,0
563,1,1,0,3,0,0,1,0,0,3,0,0,1,1,0,6,1,0,0,2,0,0,13,6,0,0,1,4,1,1,0,6,4,3,0,1,3,0,0,0,0,0
564,0,1,0,3,0,0,5,1,0,6,2,0,1,2,0,4,4,7,0,0,0,0,27,7,0,0,0,0,0,1,0,2,4,5,0,2,0,1,1,7,0,0
565,1,3,1,2,0,2,4,1,0,7,1,0,1,0,0,3,1,7,0,0,0,0,23,10,0,0,0,0,0,1,0,1,2,1,1,6,0,0,2,4,0,0
566,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,9,0,1,0,1,14,12,0,0,0,1,0,2,1,3,1,1,0,0,2,0,1,5,0,0
567,2,1,0,5,0,0,3,0,2,5,0,0,1,2,1,5,0,5,0,0,1,0,13,14,0,0,0,0,0,0,0,1,2,3,0,2,2,0,2,5,1,1
568,2,1,0,3,0,0,5,0,2,3,0,0,0,0,0,6,0,1,0,0,0,0,25,15,0,0,0,0,0,0,0,2,10,9,0,1,0,0,8,1,0,0
569,3,1,0,3,0,0,23,0,0,6,0,0,1,1,2,5,0,7,0,0,1,0,29,16,0,0,1,1,0,2,1,4,10,7,0,5,0,0,2,0,0,1
570,2,3,0,0,0,0,6,0,0,2,0,0,2,3,1,7,1,2,0,0,2,0,31,8,0,0,0,0,0,4,0,2,6,11,0,1,1,0,3,6,0,1
571,4,3,0,1,0,0,6,0,0,7,0,0,1,0,2,2,1,2,0,1,0,0,26,11,0,0,0,2,0,1,1,6,3,3,0,0,2,0,4,1,0,1
572,2,2,1,7,0,0,6,0,3,11,4,0,2,0,2,15,3,14,0,5,0,0,72,32,0,0,0,4,0,16,0,2,22,20,1,16,2,0,19,14,0,0
573,16,65,1,8,2,0,12,4,1,8,1,0,45,1,1,18,3,5,1,0,10,1,43,38,0,0,1,25,0,8,1,238,2,4,0,11,88,1,5,15,0,0
574,1,1,0,4,0,0,3,0,1,1,2,0,2,0,2,3,0,5,0,1,1,0,10,9,0,0,0,2,0,0,0,11,3,2,0,2,3,2,0,2,0,0
575,1,1,0,4,1,0,4,0,0,2,0,0,0,0,0,9,4,12,0,1,0,0,31,12,0,0,0,1,0,9,0,2,6,13,0,4,0,0,4,1,0,0
576,0,1,0,2,0,0,0,0,0,4,1,0,0,0,0,4,1,5,0,1,0,0,18,19,0,0,0,0,0,3,0,1,2,6,0,5,1,0,1,2,0,1
577,0,0,0,3,0,0,2,0,1,2,2,0,0,1,0,8,0,5,0,0,0,1,27,9,0,0,0,4,3,5,0,1,2,3,0,6,0,0,2,3,0,0
578,2,4,0,5,0,0,0,1,0,3,2,0,0,2,1,8,2,3,0,2,0,1,14,21,0,0,0,7,0,14,0,1,4,8,0,3,1,0,2,0,0,0
579,3,10,3,1,1,0,2,3,18,0,2,0,17,5,24,2,1,3,0,0,11,0,4,21,4,0,0,1,0,8,0,2,1,3,1,0,18,0,9,3,0,10
580,2,3,0,3,0,0,7,1,0,2,0,0,0,0,1,3,1,0,0,0,0,0,12,7,0,0,0,1,0,1,0,5,6,5,0,0,0,0,4,3,0,0
581,0,8,0,5,0,0,3,0,2,0,12,2,0,12,7,20,5,3,0,2,1,0,73,42,0,0,0,16,15,0,0,2,1,16,2,32,1,6,7,2,1,0
582,6,17,0,2,0,0,6,5,2,6,1,0,9,2,0,4,1,0,0,1,0,1,19,10,1,0,0,6,0,1,0,58,3,2,1,0,23,0,4,6,0,1
583,2,2,0,2,0,1,1,1,0,1,1,0,0,6,3,6,0,3,0,2,0,1,21,10,0,0,0,7,3,2,0,3,1,6,0,6,1,2,1,0,0,1
584,6,1,0,5,0,0,5,0,1,7,0,0,2,0,1,14,3,3,0,0,0,0,24,5,0,0,0,1,0,1,0,4,6,9,0,1,0,0,6,3,0,0
585,1,3,0,3,1,0,3,0,0,7,0,0,0,1,3,6,0,9,1,2,1,1,19,12,0,0,0,2,0,4,1,5,6,10,1,3,2,1,2,3,1,1
586,6,5,0,3,0,0,21,0,1,4,1,0,1,1,2,12,3,13,3,5,0,2,39,15,0,0,1,1,0,7,1,3,7,15,0,4,0,0,3,7,1,0
587,7,25,2,1,1,0,6,0,0,4,1,0,11,0,2,4,0,1,0,1,2,0,17,12,0,0,0,6,0,0,0,55,1,3,0,0,13,1,4,4,0,1
588,0,5,1,2,0,0,3,0,2,4,2,0,2,1,2,9,1,6,1,1,0,0,5,11,1,0,0,0,0,2,1,2,2,3,0,2,3,1,1,2,0,0
589,11,2,2,6,0,1,39,0,1,6,0,0,1,0,1,16,4,23,0,3,4,3,77,24,1,0,0,3,0,4,0,6,19,19,0,4,1,0,7,7,0,0
590,3,4,1,4,0,0,3,1,6,2,1,1,2,2,2,8,3,8,0,1,0,0,8,14,0,0,1,0,0,5,0,6,5,5,0,2,3,0,4,4,1,2
591,10,29,1,1,0,0,8,3,1,10,1,0,23,2,0,17,1,0,4,0,13,0,26,14,1,0,0,19,0,1,1,125,2,4,2,0,49,0,10,2,0,1
592,2,2,1,3,0,0,10,0,0,4,0,0,2,0,1,8,0,6,0,0,1,1,34,12,0,0,0,1,0,2,0,4,11,9,0,1,0,0,3,3,0,0
593,4,1,1,3,0,0,16,1,0,5,0,0,1,0,1,13,2,10,0,2,0,0,57,13,1,0,0,5,0,7,0,1,8,16,0,6,5,1,3,8,0,1
594,2,4,0,4,0,0,9,0,0,4,1,0,0,0,1,10,1,5,0,0,0,1,17,17,0,0,1,1,0,3,1,5,5,9,0,3,1,1,5,4,0,0
595,3,6,0,6,0,1,16,0,2,8,1,0,1,0,1,12,0,8,0,0,0,1,26,20,0,1,0,3,1,0,0,2,16,11,0,4,1,0,7,4,0,0
596,2,3,0,2,0,0,2,1,0,3,0,0,3,2,1,3,0,6,0,0,2,0,14,8,0,0,0,1,0,0,2,1,4,6,0,0,0,1,2,1,1,0
597,6,5,0,6,0,0,9,0,1,3,1,0,1,3,0,13,3,11,0,1,0,0,30,11,0,0,0,3,0,6,4,2,13,8,1,2,0,0,4,2,1,0
598,7,2,0,7,0,0,35,0,2,12,1,0,1,1,0,18,4,9,1,1,0,2,43,20,0,0,1,1,0,0,0,3,23,21,0,1,2,1,7,8,0,1
599,3,2,0,6,1,0,8,0,1,4,1,0,0,0,0,1,2,8,0,2,0,0,20,8,0,0,0,0,0,2,1,2,5,7,1,1,1,0,1,6,0,0
600,3,2,0,7,0,0,2,0,0,13,4,0,0,0,0,15,1,11,0,1,1,0,39,11,0,0,0,3,1,5,1,5,5,15,0,5,0,2,1,2,0,0
601,0,4,0,2,1,0,12,2,4,10,2,1,1,1,2,10,3,7,0,1,0,0,46,21,0,1,1,3,0,7,0,7,7,10,0,4,2,0,8,10,0,0
602,1,3,0,2,0,0,3,1,2,0,5,0,0,0,1,2,0,5,0,0,0,0,10,8,0,0,0,4,0,8,0,4,2,2,0,9,2,0,3,0,0,0
603,2,4,0,4,0,0,6,0,2,2,0,0,0,0,0,2,1,8,1,0,0,0,19,9,0,1,0,3,0,2,0,8,2,6,2,5,1,0,1,2,0,1
604,1,7,0,3,0,0,0,0,0,7,0,1,1,1,0,7,2,14,0,0,0,2,24,17,1,0,0,2,0,5,0,1,11,5,0,9,0,1,3,6,0,0
605,0,2,0,1,0,0,13,0,0,4,0,0,0,0,0,6,0,5,0,0,0,2,19,7,0,0,0,0,0,0,0,2,2,5,0,1,0,0,3,2,0,0
606,1,10,0,1,0,0,3,0,0,8,5,1,1,0,3,10,1,8,0,1,0,0,31,17,0,0,0,2,0,13,0,5,4,8,0,7,2,1,4,2,0,0
607,0,6,0,3,0,0,1,0,3,5,2,0,0,0,1,11,1,9,0,2,2,1,22,15,0,0,0,5,0,7,0,5,8,9,2,9,3,0,1,6,0,1
608,15,50,2,4,1,0,14,2,1,16,0,0,21,0,1,22,1,3,4,0,19,0,52,28,0,0,0,34,0,2,0,220,1,2,0,10,83,0,7,2,0,1
609,5,6,1,2,0,0,16,0,0,8,1,1,3,1,0,12,0,10,2,0,2,0,41,22,0,0,0,3,0,14,0,15,5,8,0,2,2,0,5,6,0,0
610,1,4,0,3,0,0,7,0,1,4,1,0,3,1,0,7,0,3,0,1,0,0,28,9,0,0,0,3,0,0,0,12,5,8,0,0,2,0,6,3,0,0
611,16,7,1,9,0,0,31,1,2,11,0,1,1,0,1,28,0,7,1,1,0,0,72,23,0,0,0,4,0,1,2,1,26,20,0,2,3,0,19,7,0,0
612,8,47,2,9,0,0,9,4,2,4,3,0,17,0,0,12,1,5,5,0,4,0,29,24,0,0,1,18,0,1,0,133,5,8,1,6,52,0,4,5,0,0
613,6,18,1,1,7,1,6,2,29,1,0,0,58,5,43,6,1,11,1,0,8,2,16,33,0,1,2,0,0,20,1,6,1,3,0,0,59,0,9,8,0,8
614,4,0,0,3,0,0,13,1,1,10,0,1,2,0,1,14,3,5,0,2,1,1,35,12,0,0,0,0,1,0,0,1,14,9,0,2,1,0,5,3,0,1
615,12,9,0,6,0,0,29,0,5,19,1,0,2,0,1,15,0,1,0,2,0,5,80,22,0,0,0,0,0,6,0,8,27,19,1,2,1,0,7,12,0,2
616,13,2,0,3,0,0,14,0,0,5,0,0,1,1,0,15,2,8,0,0,0,0,36,5,0,0,0,1,0,4,1,1,7,14,0,4,0,0,6,3,0,0
617,6,5,1,2,0,0,3,1,3,2,1,0,2,0,1,4,0,3,0,0,1,1,7,5,0,0,0,5,1,4,0,4,2,3,0,2,2,1,2,2,0,1
618,2,8,0,3,0,0,2,1,1,2,0,2,6,0,0,3,0,1,1,0,2,1,18,13,0,0,0,7,0,8,0,12,9,7,1,2,3,0,6,2,1,1
619,4,3,0,4,0,0,4,0,1,6,0,0,2,0,0,8,3,7,0,2,1,1,39,7,0,1,0,1,1,0,0,4,13,13,0,1,0,0,6,6,0,1
620,0,1,0,3,0,0,6,0,1,0,1,1,0,0,1,7,2,10,1,0,0,0,21,7,0,0,0,0,0,2,0,2,4,7,1,2,1,0,2,1,0,0
621,10,4,0,7,0,0,14,0,3,7,1,0,0,1,2,21,0,14,0,2,0,1,66,22,0,0,0,2,0,4,0,0,20,14,0,2,1,0,11,3,0,0
622,8,4,0,6,0,0,31,0,2,3,0,0,2,2,1,13,0,8,0,2,1,3,41,15,0,0,1,3,0,11,1,5,15,15,0,2,2,0,9,3,1,0
623,2,2,1,3,0,0,3,0,1,1,1,1,0,1,1,10,0,2,0,1,1,0,12,10,0,0,0,2,1,3,2,5,4,2,0,2,4,2,0,1,0,2
624,5,2,0,5,0,1,10,1,0,7,1,0,0,0,1,8,0,7,1,0,3,1,44,11,0,0,0,1,0,3,0,3,18,14,0,1,1,0,3,3,0,0
625,4,1,0,3,0,0,4,0,1,7,0,0,2,0,0,14,0,9,0,2,1,0,19,11,0,0,0,0,0,18,0,2,7,12,0,3,1,1,3,4,0,0
626,1,2,0,0,0,1,1,1,0,2,0,1,0,0,2,5,1,6,0,0,1,1,8,7,0,0,0,1,0,4,0,3,5,3,1,1,1,0,3,0,0,2
627,0,0,0,1,1,0,5,1,0,6,0,0,0,1,1,7,3,6,0,1,0,0,34,7,0,0,0,1,0,1,0,0,8,10,0,1,0,0,7,0,0,0
628,2,3,0,7,1,0,6,0,0,6,0,0,0,1,0,3,1,1,0,1,0,0,34,11,0,0,0,1,0,1,0,2,12,4,0,1,0,0,3,5,0,0
629,3,4,0,1,0,0,7,1,1,6,1,2,2,1,3,3,0,8,0,0,0,0,31,12,0,0,0,0,0,6,0,3,7,7,0,2,1,0,6,2,0,0
630,7,2,1,2,0,1,6,3,2,5,0,1,1,2,1,9,1,6,0,2,2,0,30,8,1,0,0,8,0,5,2,32,3,10,0,2,7,0,4,2,0,1
631,17,7,0,5,0,0,16,0,0,10,0,0,0,0,1,15,1,3,0,1,0,0,55,14,0,0,0,1,0,0,0,0,11,16,0,0,0,0,12,1,0,1
632,5,24,1,4,3,0,23,2,33,9,0,0,56,8,34,17,2,14,0,0,7,5,46,40,3,0,0,9,3,7,1,6,13,19,0,5,25,1,11,19,0,4
633,4,0,0,1,0,0,7,0,0,2,0,0,0,1,0,2,0,1,0,2,0,0,16,1,0,0,0,2,0,4,0,4,1,3,0,2,0,0,2,1,0,1
634,9,6,0,7,0,1,28,0,1,13,0,0,2,0,1,17,4,9,0,1,0,2,72,20,1,0,1,1,0,4,0,5,20,16,0,3,2,0,12,5,1,0
635,11,12,2,2,0,1,11,0,1,5,0,0,2,0,0,6,3,3,1,0,1,1,25,13,0,0,0,4,2,2,1,28,5,8,1,1,8,0,4,2,0,0
636,24,4,1,9,0,1,28,1,1,9,0,0,1,0,0,21,4,3,0,1,0,6,66,29,0,0,0,2,1,7,0,5,13,19,0,1,0,1,20,1,0,1
637,5,0,0,2,0,0,10,0,0,0,0,0,2,0,0,5,0,3,0,0,0,3,22,11,0,1,0,1,1,2,1,4,8,7,1,1,2,0,4,3,0,0
638,5,2,1,5,0,0,5,0,3,6,0,0,5,0,2,7,1,2,0,0,0,2,35,13,0,0,0,0,0,1,0,5,16,2,1,0,1,0,10,2,0,0
639,40,14,0,11,0,2,32,1,0,16,0,0,0,0,1,24,6,5,0,7,0,5,122,39,0,0,0,1,0,10,0,2,23,31,1,6,0,5,22,1,0,2
640,69,13,2,7,0,1,45,1,1,32,0,0,2,1,1,44,8,3,2,4,0,8,131,51,0,0,2,27,2,19,1,4,26,45,1,6,1,3,20,5,1,0
641,28,9,1,13,0,0,41,2,2,10,0,1,1,0,0,28,4,11,0,1,2,4,115,30,0,0,1,2,0,4,1,5,32,37,1,3,0,0,21,4,1,1
642,0,3,0,1,0,0,12,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,1,1,9,0,0,0,0,4,0,0,0
643,10,6,0,6,0,0,19,0,3,5,0,1,1,2,2,9,0,2,0,1,0,2,43,6,0,0,0,1,0,2,1,7,12,22,0,0,3,0,9,0,0,1
644,18,5,0,4,0,0,18,0,1,8,1,1,0,0,2,23,6,3,0,0,0,3,51,10,0,0,1,2,0,2,1,2,18,13,0,2,1,0,13,2,0,1
645,6,3,0,6,0,0,17,0,0,3,0,1,0,1,1,9,1,2,0,2,0,4,15,10,0,0,0,1,1,1,1,2,3,4,0,2,1,0,3,0,0,0
646,10,8,0,3,0,0,22,0,3,4,0,0,0,0,0,8,0,4,0,1,0,1,38,7,0,0,0,0,1,0,2,3,9,14,0,2,0,0,6,4,0,0
647,8,5,0,4,0,0,12,0,1,3,0,0,1,0,2,6,1,2,0,0,0,0,26,10,0,0,0,3,0,0,0,4,9,8,0,1,0,2,5,3,0,1
648,6,5,0,2,0,0,8,0,1,4,0,0,0,0,0,8,2,3,0,0,0,1,26,11,0,0,0,1,0,1,0,1,4,12,0,0,0,0,3,1,0,0
649,2,3,1,2,0,0,9,0,2,3,0,0,1,0,1,3,2,1,1,0,0,1,22,7,0,0,0,1,0,0,0,6,7,7,0,1,3,0,7,4,0,0
650,12,2,0,7,0,0,12,0,2,4,0,0,1,0,0,8,0,3,0,1,0,3,25,10,0,0,1,1,0,1,1,5,8,14,0,2,1,0,6,1,0,0
651,4,3,0,4,0,0,9,0,2,3,0,0,4,0,0,4,0,1,0,1,0,0,8,3,0,0,1,0,0,1,1,3,2,6,0,0,1,0,4,0,0,0
652,4,1,0,5,0,0,17,0,0,7,0,1,3,0,2,8,0,3,0,1,0,1,36,13,0,0,0,1,0,1,1,3,10,14,0,0,0,0,7,6,1,0
653,21,6,0,14,0,0,19,0,1,17,2,0,2,2,2,29,1,9,0,2,0,1,62,19,0,0,0,4,0,6,1,8,25,30,1,5,0,1,14,0,0,4
654,3,1,0,4,0,0,21,0,0,9,0,0,2,0,0,3,1,0,0,1,0,1,24,4,0,0,0,1,0,2,0,2,6,9,1,1,0,0,10,0,0,0
655,10,45,3,9,4,0,14,5,12,5,0,1,44,9,28,13,2,10,2,0,23,3,102,63,0,0,0,1,12,3,1,199,19,15,8,9,78,1,21,19,2,1
656,28,43,3,9,1,0,18,8,0,11,0,0,32,2,1,21,6,12,8,1,10,3,91,38,0,0,1,21,0,2,0,227,18,11,1,4,65,0,22,13,2,1
657,1,4,0,2,0,0,6,0,1,2,0,0,3,0,0,7,1,2,0,0,0,0,34,12,0,0,1,2,1,2,1,7,22,16,1,2,2,0,14,4,0,0
658,7,2,0,3,1,0,4,0,1,0,0,0,1,0,2,2,1,2,0,0,0,1,11,5,0,0,0,2,0,1,0,4,4,4,0,0,0,0,2,0,1,0
659,13,5,0,14,0,0,26,0,0,9,0,0,4,1,0,23,2,7,0,1,0,1,77,12,1,0,0,2,1,2,0,6,24,23,0,2,2,0,18,5,0,2
660,6,4,0,7,0,0,2,0,5,2,0,0,1,0,1,3,1,3,0,2,0,1,32,12,0,0,0,1,1,2,0,3,9,6,0,1,1,0,7,0,0,0
661,13,3,0,1,0,0,21,0,1,6,0,0,1,1,1,10,2,6,1,0,0,1,46,23,0,0,0,1,0,1,0,9,14,13,0,0,1,0,8,1,2,0
662,3,3,1,1,0,0,7,1,1,3,0,0,2,0,1,3,1,2,0,2,1,2,21,10,0,0,0,0,0,4,0,3,7,3,0,0,2,0,7,0,0,3
663,6,1,1,2,1,0,14,0,0,2,0,1,7,0,0,3,0,1,0,0,0,0,25,12,1,0,0,1,0,0,0,1,7,8,0,0,2,1,1,0,0,0
664,30,4,0,8,0,0,12,1,0,4,1,0,3,0,1,16,2,5,1,3,1,1,79,25,0,0,1,8,0,11,1,1,19,16,0,6,1,2,14,1,1,2
665,8,15,1,1,0,0,7,4,1,0,0,0,7,0,3,1,1,1,2,0,2,2,26,8,0,1,0,9,1,3,2,46,3,6,0,3,20,1,7,2,0,0
666,5,0,0,1,0,0,14,0,1,3,0,0,0,1,1,5,1,4,0,0,0,2,15,5,0,0,0,0,0,0,0,0,3,11,0,1,0,1,4,4,0,0
667,1,2,0,1,0,0,1,1,0,2,0,0,8,2,7,0,1,0,0,0,0,0,6,2,1,0,0,5,0,1,0,1,3,2,0,0,2,0,2,1,0,0
668,5,2,0,3,0,0,7,0,1,3,0,0,1,0,0,4,1,1,0,2,1,1,26,6,0,0,0,0,1,4,0,2,6,7,0,1,0,3,4,0,0,0
669,2,3,1,2,0,0,7,0,0,5,0,0,0,0,1,4,0,0,0,0,1,1,12,2,0,0,0,0,0,2,1,1,5,6,0,1,0,0,4,2,0,1
670,2,5,0,4,0,0,13,0,1,5,0,1,0,0,0,4,0,7,1,0,1,4,25,18,0,0,0,0,0,0,2,5,3,7,1,0,1,0,3,1,0,0
671,7,2,1,4,0,0,10,0,0,3,0,0,0,1,0,10,0,3,0,0,0,2,17,10,0,0,1,2,0,0,0,5,2,5,1,0,2,0,7,2,1,0
672,6,2,0,8,0,1,8,1,2,4,0,0,0,1,0,10,1,4,0,0,0,3,26,12,0,0,0,0,0,1,0,1,13,14,0,4,1,0,10,0,1,0
673,1,5,1,4,0,0,8,0,3,5,0,1,0,0,3,4,0,1,0,2,0,1,14,9,0,0,0,1,0,2,1,6,0,4,0,3,3,0,3,3,0,0
674,25,3,0,10,0,0,24,0,0,7,0,0,0,0,1,15,0,1,0,1,0,2,54,16,0,0,0,3,0,3,1,5,22,19,1,2,2,2,13,2,0,0
675,7,3,1,2,0,0,10,0,0,3,1,0,2,4,0,8,1,5,0,1,0,3,22,4,0,0,0,0,0,4,0,3,9,3,1,2,1,0,2,1,0,0
676,3,7,0,12,1,0,16,0,1,15,3,0,1,1,0,16,4,18,0,6,0,2,72,52,0,0,1,4,0,13,2,4,25,19,1,10,1,1,12,13,0,1
677,0,1,0,4,0,0,10,0,0,2,0,0,0,1,0,3,1,6,0,0,0,1,20,4,0,0,0,0,0,0,0,6,4,7,0,1,1,0,2,1,0,0
678,6,1,1,6,0,0,24,1,1,3,0,0,1,2,1,15,0,5,0,0,0,1,35,8,0,0,0,0,0,1,0,0,5,8,0,1,0,0,9,4,0,0
679,15,7,0,4,0,0,24,0,0,5,0,0,0,0,1,15,0,4,0,3,0,5,61,11,0,0,0,1,0,9,0,2,30,21,0,5,1,2,16,3,0,0
680,2,3,0,7,0,0,3,1,3,4,1,0,1,0,1,1,0,3,0,0,0,0,14,6,0,1,0,0,0,2,2,7,2,3,2,0,1,0,5,2,0,0
681,2,1,1,3,0,0,7,0,0,5,0,0,0,0,5,5,0,3,0,0,0,0,11,9,0,0,0,0,0,2,0,7,1,3,0,1,2,0,0,3,0,0
682,2,1,3,3,0,0,17,0,1,5,0,0,1,0,1,8,0,7,1,0,0,3,23,12,0,0,0,3,0,0,1,1,13,10,0,1,0,0,6,1,0,0
683,4,4,0,3,0,0,19,0,0,3,0,0,0,0,1,5,1,4,0,2,0,0,34,11,0,0,0,0,1,6,1,1,7,8,1,2,0,0,5,2,0,0
684,2,6,0,5,0,0,6,0,1,2,0,0,0,0,3,3,1,2,0,0,1,1,9,2,0,0,1,1,0,1,0,1,5,4,0,0,1,0,3,2,0,0
685,14,7,0,4,1,0,21,2,10,3,0,0,5,2,9,8,3,6,0,0,1,7,35,16,0,0,0,0,5,11,1,4,13,19,1,4,13,1,4,9,1,0
686,3,0,0,4,0,0,13,0,1,8,0,0,0,0,0,17,1,7,0,1,0,4,60,19,0,0,0,0,0,2,0,4,20,14,1,1,2,0,7,7,0,0
687,4,1,0,5,0,0,17,0,0,3,0,1,0,1,1,8,1,1,0,1,0,1,32,9,0,0,0,2,0,0,1,4,9,6,0,0,0,0,4,2,0,0
688,2,6,0,2,0,0,8,0,0,3,0,0,2,1,0,6,1,2,0,0,0,0,15,10,0,0,1,0,0,0,2,2,5,1,1,0,1,0,1,1,0,1
689,5,2,0,3,0,0,12,0,1,6,0,0,1,0,0,5,3,3,0,1,0,4,33,11,0,0,0,1,0,0,0,2,3,14,0,1,1,0,5,3,0,0
