,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c
690,10,6,1,5,0,1,8,0,1,7,0,0,1,3,0,9,1,4,0,1,0,1,27,7,0,0,0,1,0,1,0,4,4,10,1,0,0,0,3,1,0,0
691,3,0,1,2,0,0,5,0,2,2,0,0,0,0,0,2,0,1,0,1,0,4,10,2,1,0,0,2,0,0,0,2,6,4,0,1,0,0,1,2,1,0
692,3,2,1,9,0,1,18,1,4,5,0,0,0,3,2,5,1,2,0,0,0,1,26,6,0,0,1,1,0,0,0,3,5,4,2,6,0,1,3,2,0,1
693,6,0,1,3,1,1,28,0,1,9,2,0,0,0,1,5,6,6,1,0,0,2,27,19,0,0,0,2,0,0,0,1,11,7,0,2,2,1,13,2,0,0
694,1,2,0,5,0,1,8,0,1,3,0,0,0,1,2,1,1,6,0,0,0,1,20,8,0,0,1,1,0,1,0,2,9,4,0,2,0,0,1,5,0,0
695,4,0,1,0,0,0,3,0,2,0,0,1,0,0,0,3,0,1,0,1,0,2,16,5,0,0,0,0,0,1,0,5,3,0,0,0,1,0,2,0,0,0
696,0,0,1,4,0,0,4,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,12,8,1,0,0,0,0,1,0,2,9,3,0,1,0,0,1,2,0,1
697,3,1,0,3,0,0,12,0,0,2,0,0,0,0,1,6,0,3,0,1,0,2,26,8,1,0,0,0,0,1,0,2,7,3,0,1,2,0,4,7,1,0
698,3,3,4,1,0,0,2,4,10,0,0,0,19,3,15,2,1,5,1,0,3,4,11,12,0,0,0,0,5,3,0,5,1,2,1,1,32,0,1,7,1,1
699,6,3,0,5,0,0,9,1,3,8,0,0,0,1,2,7,3,2,0,0,0,2,23,4,2,0,0,0,0,3,1,2,6,6,0,1,0,0,2,1,0,0
700,14,2,0,9,0,0,32,2,2,9,0,0,0,0,0,9,3,11,0,1,0,7,65,20,0,0,0,3,0,2,1,2,15,13,0,2,0,1,16,12,0,0
701,10,2,1,6,0,0,9,0,1,2,0,0,0,2,0,2,0,6,0,3,0,1,25,12,0,0,0,1,0,2,0,2,8,4,1,1,0,0,7,0,0,0
702,5,2,0,1,0,0,3,0,3,2,0,0,0,0,1,3,1,4,0,0,1,1,8,5,0,0,0,0,1,1,0,3,3,0,0,1,0,1,4,1,0,0
703,4,0,0,4,0,0,6,0,2,7,0,0,0,2,1,3,1,4,0,1,0,4,15,7,0,0,0,0,0,0,0,1,4,3,0,1,0,0,3,3,0,0
704,1,0,0,1,0,0,9,0,0,5,0,0,1,2,0,0,2,1,1,0,0,1,13,6,0,0,0,1,0,1,0,3,3,3,0,0,0,0,0,2,0,0
705,4,1,1,1,1,0,10,0,2,1,0,1,4,2,4,0,1,0,1,0,0,2,8,4,0,0,0,0,0,1,0,2,9,3,2,0,4,1,1,1,0,1
706,2,2,1,2,0,0,15,0,0,1,0,0,0,2,1,3,0,4,0,2,0,0,13,1,0,0,0,0,0,2,0,3,3,6,0,2,0,0,4,0,0,0
707,4,2,0,5,0,1,11,0,0,4,0,0,1,0,0,6,2,6,0,0,0,0,14,2,0,0,0,0,0,3,0,6,2,10,0,0,0,0,5,0,0,0
708,3,1,0,1,0,0,8,0,1,2,0,1,2,0,0,7,1,2,0,1,0,0,11,9,0,0,1,2,0,1,0,0,4,5,0,0,0,0,3,2,0,1
709,4,4,0,6,0,1,2,0,0,4,2,1,2,0,0,6,2,15,0,3,0,2,28,25,1,0,0,4,0,40,0,3,7,10,0,20,1,1,4,2,0,0
710,3,1,0,3,0,0,6,2,0,2,0,0,0,0,0,8,1,4,1,1,0,2,19,5,0,0,0,3,0,0,0,2,3,12,0,2,0,0,4,2,0,0
711,10,3,0,12,0,0,36,0,1,7,0,1,2,0,2,28,8,16,0,3,0,2,55,15,0,0,1,4,0,4,0,1,9,26,0,4,2,0,13,7,0,3
712,8,8,0,5,2,2,8,0,7,3,0,0,14,1,5,12,3,6,1,1,1,2,25,15,0,1,0,1,6,7,0,10,9,5,0,2,24,0,4,3,0,0
713,12,4,2,8,0,0,30,1,5,4,2,0,0,0,1,22,8,15,0,3,0,1,52,29,1,1,0,1,2,6,0,5,17,17,0,2,0,2,8,6,1,1
714,0,2,0,2,0,0,7,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,16,9,0,0,0,0,0,1,1,5,2,5,0,2,0,0,2,2,0,2
715,3,2,0,10,1,0,20,0,1,8,0,0,0,0,1,21,3,11,1,1,1,0,61,15,0,0,1,2,0,3,0,2,11,13,1,5,3,0,10,8,1,0
716,4,2,0,1,0,0,6,0,1,0,0,1,0,1,2,10,1,2,0,0,0,2,17,9,0,0,1,0,0,0,0,4,11,5,0,3,2,0,3,0,0,0
717,2,2,0,2,0,0,7,0,0,3,0,0,0,0,0,11,3,3,0,0,0,0,30,3,0,0,0,1,0,4,1,2,3,11,1,4,2,0,5,4,0,1
718,3,0,1,1,0,0,11,0,0,4,0,1,0,1,2,6,0,1,0,1,0,0,19,10,0,0,0,0,0,0,0,2,8,10,1,1,0,0,7,1,0,1
719,8,1,0,1,0,0,8,0,0,0,0,0,0,2,1,2,0,2,0,1,0,3,11,4,0,0,0,0,0,7,1,2,1,6,0,3,0,0,4,0,0,0
720,7,1,0,0,0,0,8,1,1,1,0,0,1,0,1,5,0,1,0,1,0,1,13,13,0,0,0,1,0,3,0,2,7,1,0,6,2,0,3,0,1,0
721,9,4,0,5,0,1,21,0,2,7,0,0,1,0,1,16,2,3,0,1,0,1,43,12,1,0,0,0,1,3,0,3,15,10,1,4,4,2,7,2,0,0
722,1,2,1,4,0,0,22,0,3,14,2,0,1,2,0,19,1,21,1,2,0,0,67,19,0,0,1,2,0,15,1,4,15,20,3,3,0,0,11,14,0,2
723,2,0,0,3,0,0,7,0,0,1,0,0,2,0,3,2,1,3,0,0,0,0,10,6,0,0,0,1,1,2,0,4,1,3,0,1,0,0,5,0,0,1
724,6,4,1,5,0,0,21,2,4,9,0,0,1,0,2,16,2,8,0,1,0,1,40,9,0,0,0,2,1,1,0,6,19,10,1,4,0,0,6,3,2,0
725,4,1,0,2,0,0,7,0,1,0,0,0,0,0,0,4,1,1,0,2,0,1,14,3,0,0,0,0,0,1,0,2,2,4,0,1,0,0,1,1,0,0
726,7,0,2,1,0,0,7,1,1,1,0,0,0,1,0,5,2,4,0,1,0,0,6,9,0,0,0,2,0,3,2,6,2,4,1,1,1,0,0,2,0,1
727,7,4,0,6,0,0,15,1,2,3,0,1,0,0,0,9,2,5,0,2,0,2,37,14,0,0,0,0,0,1,1,4,8,11,0,3,2,0,7,1,0,0
728,9,34,2,5,0,0,37,8,0,26,1,1,11,2,2,30,6,12,1,0,5,0,76,30,1,2,0,18,1,10,4,129,10,17,0,7,32,0,19,11,1,0
729,3,5,1,4,0,0,17,0,2,8,1,0,0,1,3,19,5,18,0,0,0,3,82,22,0,0,0,1,1,2,0,5,20,20,1,3,2,0,16,3,0,0
730,3,5,1,0,0,0,8,0,1,1,1,0,1,0,0,5,1,7,0,1,0,1,15,5,0,1,0,0,0,0,0,3,10,4,0,2,0,0,1,1,1,0
731,0,8,0,4,0,0,18,0,0,5,3,0,3,1,1,20,5,16,0,3,0,1,67,26,0,0,0,3,1,11,0,2,9,25,0,7,4,0,5,5,0,0
732,1,3,0,2,0,0,7,1,2,4,1,0,1,0,1,5,2,1,0,0,0,2,23,3,0,0,0,0,0,2,1,8,5,5,0,4,0,2,3,2,1,1
733,3,5,0,10,0,0,33,1,2,10,2,0,2,1,3,25,4,22,1,3,0,0,88,22,0,0,1,1,0,22,0,14,22,26,0,18,2,0,22,14,0,0
734,6,5,0,0,0,1,18,0,3,7,4,0,1,3,1,18,5,19,1,5,0,3,57,18,3,0,0,1,2,8,3,14,23,18,1,2,3,0,6,14,0,3
735,5,3,1,5,0,1,4,17,25,2,1,0,16,5,4,16,8,3,2,4,0,2,28,15,18,0,0,1,6,1,26,5,4,4,5,27,24,0,3,0,0,0
736,19,9,0,10,0,0,28,0,1,10,1,0,5,2,0,26,8,7,0,2,0,2,89,17,0,1,0,2,0,9,15,2,26,35,2,3,2,0,13,12,0,2
737,0,5,0,3,1,1,23,2,7,12,3,0,2,0,0,15,2,24,3,1,2,0,73,22,0,0,0,4,0,12,2,2,28,16,0,5,0,1,11,9,0,0
738,2,2,0,4,1,0,12,0,0,2,3,1,1,1,1,4,1,2,1,0,0,0,15,5,0,0,0,1,1,4,2,3,6,5,0,3,0,0,7,0,0,0
739,4,2,1,2,1,0,7,0,3,7,2,0,1,0,0,21,2,6,0,2,0,2,31,20,0,0,0,0,0,1,1,1,5,14,0,3,0,1,6,11,0,0
740,6,16,0,2,0,0,5,1,2,9,2,1,5,0,0,21,2,16,0,0,0,1,63,12,0,2,0,1,1,2,0,36,9,15,0,8,8,0,9,11,0,1
741,11,2,0,7,0,0,26,1,2,10,0,2,5,3,0,15,3,6,0,0,0,1,49,19,0,0,0,2,0,8,2,2,12,15,0,2,0,0,14,1,0,1
742,13,7,1,2,0,0,21,0,2,5,0,1,1,1,1,21,2,2,0,0,1,1,35,12,0,0,0,3,0,3,2,5,9,22,1,1,4,1,18,3,0,1
743,1,12,0,5,1,0,13,0,2,16,1,0,0,0,0,28,3,19,0,2,0,0,84,12,0,2,1,0,1,11,0,4,12,18,0,5,0,1,16,21,1,1
744,4,1,0,1,0,0,8,0,1,0,0,0,2,0,0,10,4,0,0,0,1,1,19,3,0,0,0,1,0,0,1,2,6,4,0,3,0,0,5,1,0,0
745,2,0,0,1,0,0,5,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,4,4,0,1,0,0,4,4,0,0
746,0,1,1,8,0,0,9,0,2,4,1,0,0,0,1,11,2,8,0,1,0,1,22,5,0,0,0,1,0,3,0,1,2,14,1,0,3,0,5,2,0,0
747,1,5,1,3,0,0,4,0,2,2,0,0,3,0,2,7,1,5,0,4,2,0,19,16,0,0,1,0,0,8,1,7,4,7,0,3,5,2,4,0,0,3
748,6,4,0,5,0,0,13,0,0,4,1,0,0,0,0,14,4,6,0,2,0,0,59,7,0,0,0,2,0,3,0,2,8,9,0,2,2,0,6,8,0,0
749,6,36,2,2,0,0,4,2,2,6,0,0,15,1,1,9,1,1,2,0,7,0,17,17,0,0,1,14,0,3,0,91,2,7,0,1,30,0,6,5,0,0
750,3,4,0,3,0,0,5,0,1,1,0,2,0,0,2,5,2,4,0,1,0,0,41,7,0,0,0,1,1,6,1,6,7,16,0,1,0,0,5,0,0,0
751,16,4,2,8,1,1,21,1,3,11,2,2,3,0,5,24,6,13,0,5,1,2,126,29,0,0,0,2,0,12,2,4,31,26,0,4,1,0,17,10,1,1
752,3,1,0,0,0,1,19,0,1,4,0,0,0,1,1,7,0,6,0,2,0,1,26,6,0,0,0,0,0,2,0,2,2,7,1,0,0,1,4,1,0,0
753,16,7,0,7,0,0,11,0,6,7,1,0,0,2,4,15,2,4,0,4,0,2,41,18,0,0,0,3,0,5,1,8,18,20,2,3,1,2,7,1,0,2
754,4,1,0,5,2,0,9,0,1,3,0,0,1,0,0,4,2,1,0,0,0,1,17,4,0,0,0,0,0,2,0,3,0,10,1,1,0,0,7,0,1,1
755,1,5,0,2,0,0,10,0,0,0,1,1,0,1,1,6,1,1,0,0,0,0,19,3,0,0,0,0,0,0,0,1,5,8,0,0,0,0,2,0,0,0
756,3,1,0,10,0,0,22,0,3,5,0,0,0,0,1,12,1,5,0,1,0,0,50,11,1,0,0,0,0,7,0,4,12,15,1,3,1,1,9,3,0,0
757,13,4,2,3,0,1,13,9,21,4,0,0,16,1,2,9,3,3,0,1,0,1,35,8,4,1,0,2,12,5,16,5,6,12,3,32,15,0,7,1,0,1
758,0,7,0,1,1,0,5,1,5,2,0,0,9,0,10,5,0,3,0,1,2,0,9,9,1,0,0,0,2,4,1,3,1,3,0,0,14,0,1,3,0,0
759,2,5,1,2,0,0,17,0,4,3,1,0,3,0,1,18,2,12,0,2,0,0,31,13,0,0,0,3,1,7,0,6,10,15,0,3,0,0,6,3,0,0
760,3,4,0,1,0,0,34,0,0,4,1,0,3,0,1,11,3,10,0,1,0,1,68,8,0,0,1,2,0,11,0,2,7,15,0,5,0,0,9,7,1,0
761,2,4,3,3,1,0,7,3,15,5,0,1,40,10,1,9,1,4,1,0,0,1,37,13,1,0,2,7,3,2,17,5,6,6,2,11,11,1,1,0,0,2
762,11,9,0,8,0,0,29,0,8,11,0,0,6,0,1,20,5,8,0,1,0,3,57,20,0,1,0,0,0,8,1,11,12,12,0,6,5,0,16,11,0,0
763,13,1,0,7,1,0,19,0,5,10,3,0,0,2,1,25,6,15,0,1,1,1,83,10,0,0,1,2,0,6,2,3,17,26,1,2,1,0,11,10,2,0
764,1,6,0,1,0,0,7,0,3,1,1,0,1,1,3,7,2,6,0,0,0,0,18,5,0,0,0,0,0,6,0,4,2,6,0,3,3,0,4,1,0,1
765,28,5,0,5,0,1,74,0,5,7,1,0,1,0,3,32,7,14,0,1,1,5,95,31,0,0,0,2,0,6,0,2,17,34,1,6,4,0,32,5,0,0
766,13,3,0,2,0,0,22,0,4,3,3,1,1,1,3,18,4,7,0,3,0,3,62,8,0,1,1,2,0,13,5,7,7,17,0,4,0,0,10,4,1,2
767,6,8,0,7,0,0,28,0,6,10,0,1,9,2,1,27,3,8,0,3,1,1,74,14,0,0,0,2,0,7,1,6,19,18,0,2,2,1,17,7,0,2
768,11,4,0,7,0,0,21,0,0,2,0,1,2,1,0,20,0,4,0,0,0,1,36,12,0,0,0,0,0,4,0,3,4,12,0,1,1,0,6,4,0,0
769,7,4,0,9,1,0,24,1,2,5,0,0,0,0,1,13,2,4,0,3,1,3,42,7,0,0,1,3,0,4,1,10,16,15,0,3,0,3,11,6,1,2
770,4,7,1,12,0,0,11,1,3,8,0,0,1,1,0,27,3,9,0,4,0,0,59,10,0,0,0,3,0,9,1,0,16,14,0,8,0,0,7,5,0,0
771,8,3,0,4,0,0,1,1,3,3,0,1,3,0,3,7,3,1,0,0,0,1,29,3,0,0,1,1,0,4,0,9,8,8,0,0,1,3,4,2,0,0
772,9,1,0,2,0,0,8,0,2,7,1,0,0,1,1,10,5,7,0,0,0,0,33,6,0,0,0,2,0,2,1,4,4,7,0,0,0,0,5,1,0,2
773,8,4,1,5,0,2,19,2,3,1,1,2,1,1,1,15,2,2,0,0,1,2,42,11,5,0,0,0,0,3,2,10,6,13,0,1,1,1,9,4,0,0
774,3,5,0,2,0,0,10,0,5,9,2,1,1,1,1,18,1,12,0,0,0,1,43,17,0,0,0,0,0,6,0,2,13,22,0,3,1,0,5,10,1,0
775,7,0,0,2,0,0,10,0,1,2,0,0,2,1,0,11,1,2,0,2,0,1,26,7,0,0,0,0,0,5,0,2,5,11,0,1,0,0,4,2,0,0
776,10,1,1,5,1,0,14,1,1,0,0,0,1,1,0,16,0,1,0,2,1,0,38,12,0,0,1,0,0,7,0,4,9,16,1,2,1,0,13,4,0,0
777,4,7,0,5,0,0,31,0,1,2,0,0,2,0,3,11,0,4,3,3,0,0,29,4,0,0,0,4,0,8,2,12,2,8,1,1,1,0,5,3,0,0
778,9,2,0,4,0,0,12,0,1,3,0,1,0,1,0,6,2,2,0,0,0,0,35,6,0,0,0,1,0,2,3,4,6,13,0,1,1,0,5,2,0,1
779,10,11,0,5,0,0,10,0,3,5,0,0,1,0,5,13,1,4,0,1,0,0,26,10,0,0,1,5,0,5,0,9,9,14,1,2,1,0,3,1,0,1
780,3,0,0,2,0,0,7,0,1,1,0,1,2,0,0,5,1,0,0,0,0,0,36,6,0,0,0,0,0,2,1,3,7,2,0,0,1,0,2,1,0,0
781,3,9,2,1,0,0,2,0,0,2,0,1,11,1,0,4,1,0,0,0,3,0,12,10,0,0,0,3,1,1,0,67,4,0,0,2,15,0,5,0,0,0
782,1,2,1,6,0,0,1,0,3,6,1,0,1,0,0,16,5,18,0,0,0,0,109,27,0,1,0,1,0,10,0,1,21,4,0,1,3,1,8,7,0,1
783,3,0,0,1,0,0,1,0,0,1,0,1,0,2,0,11,3,2,0,0,0,0,21,3,0,0,0,0,0,1,0,0,5,5,0,0,0,0,2,1,0,0
784,3,0,0,3,1,0,1,0,0,1,0,0,1,0,0,11,1,1,0,1,0,0,28,6,0,0,0,0,0,2,0,1,5,0,0,0,1,1,4,1,0,0
785,16,2,2,9,1,0,16,0,3,6,0,0,2,0,1,25,3,6,0,0,0,1,95,17,0,0,0,1,1,13,2,6,23,11,0,3,0,0,15,10,0,1
786,5,0,1,1,1,0,0,0,3,4,0,0,2,0,0,7,2,0,0,0,1,0,17,9,0,0,3,0,0,4,1,7,7,0,0,0,0,1,7,6,0,0
787,1,0,0,2,0,0,0,0,5,4,0,0,0,0,0,3,1,2,1,0,1,0,26,9,0,0,0,0,0,4,1,1,7,0,0,0,2,1,2,2,0,0
788,8,3,1,3,0,0,1,0,3,2,0,0,11,0,0,5,2,1,1,0,1,0,17,9,0,0,0,2,0,2,2,36,0,0,0,0,8,1,4,7,0,0
789,4,0,0,2,0,0,1,0,1,3,0,0,3,0,1,6,0,3,0,2,0,0,21,4,0,0,0,1,0,2,1,2,5,0,0,0,0,0,2,2,1,1
790,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,1,5,0,0,0,0,22,4,0,1,0,0,0,1,0,2,4,1,0,0,2,0,1,1,0,0
791,3,0,0,4,0,0,1,0,4,4,0,0,1,0,0,7,2,3,0,0,0,0,24,10,0,0,0,0,1,4,1,1,7,0,0,2,1,0,1,6,0,4
792,5,2,0,1,0,0,2,0,3,5,0,1,1,0,0,16,5,5,0,0,0,1,60,13,0,0,0,1,0,11,1,1,12,7,0,0,0,1,6,4,1,1
793,14,1,0,5,0,0,7,0,0,3,0,0,2,0,0,26,7,2,0,1,0,0,82,12,0,0,0,0,0,8,0,6,9,6,0,0,0,0,8,5,0,0
794,0,0,0,1,0,0,2,0,0,8,1,0,0,0,0,13,1,3,0,1,0,0,32,10,0,0,0,0,0,2,1,0,4,2,1,1,1,0,1,5,0,0
795,17,2,1,8,1,0,6,1,0,4,0,0,1,0,0,19,5,1,0,1,1,0,55,16,0,2,0,0,0,3,1,1,7,6,0,4,0,1,12,0,0,0
796,18,1,1,6,0,0,6,0,3,2,0,0,4,1,1,10,4,2,2,2,0,0,53,10,0,0,1,0,0,20,1,5,10,5,0,1,0,1,5,2,0,2
797,20,0,0,2,1,0,18,0,0,7,0,0,3,0,0,20,3,5,0,0,0,1,58,12,0,0,0,0,0,10,0,6,13,5,0,2,1,0,6,3,0,1
798,12,1,0,1,0,1,3,0,0,3,0,0,0,0,0,5,0,2,0,0,0,1,20,2,0,1,0,0,0,5,1,1,4,4,0,1,3,0,3,0,0,0
799,8,1,0,2,0,0,3,1,1,1,0,0,3,1,0,7,2,7,0,0,0,0,42,9,0,1,0,0,1,5,2,6,10,2,0,0,0,0,2,3,2,0
800,6,1,0,3,0,1,1,0,1,1,0,0,5,0,1,3,1,1,1,0,2,0,16,5,0,1,2,3,0,3,0,39,2,0,0,0,5,0,1,0,0,0
801,4,1,0,5,0,0,2,0,1,5,0,0,2,0,0,8,3,2,0,0,0,1,34,11,0,0,0,0,1,3,2,4,9,3,0,0,0,0,5,5,0,1
802,7,3,0,3,0,1,7,0,1,3,0,0,1,0,0,19,5,8,0,0,1,0,50,11,0,0,0,1,0,3,1,1,12,4,0,1,0,0,6,7,0,1
803,5,0,0,4,0,1,5,0,0,6,0,0,1,0,0,13,3,8,0,0,0,0,40,11,0,0,1,0,1,12,5,1,9,2,0,1,4,0,4,2,0,3
804,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,2,2,5,0,0,1,0,24,15,0,0,0,0,1,7,0,1,5,0,0,0,1,0,6,1,0,1
805,8,2,0,0,0,0,5,0,0,5,0,1,1,0,0,8,0,6,0,0,0,0,50,13,0,0,0,0,0,10,1,4,12,3,0,0,1,0,11,2,0,0
806,11,0,1,5,0,0,4,0,1,5,0,0,0,0,0,11,5,4,0,0,0,0,52,13,0,0,0,1,0,2,5,3,9,1,0,1,4,0,13,3,0,0
807,4,1,0,3,0,0,4,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,27,1,0,0,1,1,0,2,0,1,4,5,0,1,0,0,4,3,1,1
808,20,7,0,8,0,0,28,0,0,1,1,0,0,2,1,11,2,5,1,2,1,3,65,10,0,1,0,1,2,6,0,5,10,16,1,3,1,0,10,1,0,3
809,25,4,0,10,1,2,32,0,2,7,0,0,3,0,2,26,5,5,0,3,0,2,70,10,1,0,0,1,0,11,0,2,17,20,0,4,0,0,18,0,0,3
810,20,6,1,10,2,0,28,0,3,6,1,1,2,1,0,34,5,4,1,2,0,6,88,19,0,0,4,4,0,11,1,9,21,26,0,8,0,1,20,9,0,1
811,11,4,1,0,0,0,25,0,1,5,0,1,0,0,1,14,5,2,0,1,0,2,64,8,0,0,1,0,0,4,0,2,11,17,1,4,0,1,6,3,0,0
812,2,4,0,0,0,0,5,1,2,1,0,0,0,0,2,3,1,1,0,0,0,1,17,5,0,0,0,1,0,2,0,1,2,6,1,4,1,0,1,1,0,1
813,1,3,1,4,0,0,9,0,0,5,1,0,0,0,1,10,4,2,0,0,0,0,25,7,0,0,0,0,1,1,0,1,8,7,0,1,0,0,8,1,0,0
814,5,0,1,2,0,1,7,0,2,4,0,1,0,1,2,14,5,0,1,1,0,1,31,7,0,0,0,1,0,7,1,2,10,12,0,3,0,0,4,3,0,1
815,9,2,2,9,0,0,13,0,1,4,0,0,0,3,0,7,2,3,2,2,1,1,33,12,0,0,0,1,0,3,2,3,8,7,0,3,1,0,9,1,0,0
816,12,8,0,2,0,0,20,1,0,2,0,0,1,0,0,23,0,3,1,0,1,0,41,12,0,0,0,5,0,2,0,24,9,15,0,3,6,0,7,1,0,0
817,10,3,0,6,0,0,12,0,1,4,1,0,1,1,0,25,9,4,0,2,1,3,84,12,2,0,0,0,0,8,0,2,19,23,0,10,1,1,4,12,0,1
818,1,3,0,2,0,0,13,0,2,12,1,0,1,1,3,12,3,12,0,0,0,1,61,9,1,1,0,4,0,3,1,1,6,17,0,3,0,0,7,14,0,0
819,19,6,0,8,0,0,31,0,2,4,0,0,1,2,1,25,6,3,0,1,0,4,60,16,1,0,0,1,0,16,2,5,19,28,0,3,1,1,15,5,0,1
820,13,2,0,2,0,1,9,0,0,2,0,0,0,0,1,8,3,4,0,0,0,1,31,7,0,0,0,3,0,3,0,4,6,9,0,2,0,0,7,0,0,0
821,14,3,0,6,0,0,42,2,2,5,0,0,1,1,0,13,3,9,0,1,0,2,59,12,0,1,0,0,1,9,1,4,14,28,1,2,2,0,10,5,1,0
822,6,1,0,3,0,0,15,0,0,5,0,1,0,0,0,8,4,2,0,1,0,2,27,7,0,0,0,1,0,6,0,0,7,12,0,1,1,0,6,0,1,0
823,2,2,0,2,0,0,3,0,2,1,0,3,0,0,2,3,3,0,0,0,0,1,15,6,0,1,1,2,0,0,2,3,8,4,1,1,0,0,1,2,1,0
824,7,3,0,3,0,0,23,0,1,4,0,2,0,3,2,10,0,9,0,2,0,0,41,9,0,0,0,0,1,1,0,2,9,5,1,4,0,0,10,4,1,0
825,1,1,1,0,0,0,10,0,1,4,0,0,2,0,0,10,2,3,0,1,0,0,44,6,0,0,2,1,0,6,0,2,5,10,1,3,1,0,5,3,0,0
826,5,28,1,5,2,0,10,1,6,6,1,2,22,1,2,11,0,2,4,0,4,0,38,22,0,0,0,11,0,1,0,139,1,4,0,3,35,0,7,1,0,1
827,4,1,0,5,0,0,10,2,1,7,1,1,0,1,3,4,2,3,1,1,0,0,40,5,0,0,0,1,0,4,1,5,10,4,0,0,1,0,7,3,0,0
828,3,2,0,2,0,0,1,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,22,5,0,0,0,1,0,2,0,3,3,5,0,1,1,0,5,0,0,0
829,9,3,0,4,0,0,9,0,1,1,0,0,0,0,0,6,1,0,0,2,0,0,33,6,0,0,1,0,3,7,1,5,1,11,0,2,0,0,8,0,0,0
830,11,2,0,2,0,1,13,0,0,0,0,0,1,1,3,14,0,0,0,3,1,0,39,11,0,0,0,2,0,6,0,3,2,8,0,1,1,1,4,0,1,1
831,2,1,1,1,0,0,5,1,0,1,0,0,6,1,10,4,1,0,0,0,3,0,13,6,0,1,0,2,1,1,0,0,0,6,0,2,5,1,2,0,1,0
832,8,3,0,9,0,0,22,0,0,0,1,1,1,0,3,20,2,1,0,1,1,2,22,13,0,0,1,2,2,4,4,1,1,7,0,3,0,0,5,1,0,0
833,10,2,0,2,0,1,22,0,1,0,0,0,2,0,0,9,6,0,0,6,1,3,28,12,0,0,0,0,0,7,6,3,2,7,0,2,0,0,2,1,0,0
834,2,2,1,0,0,0,15,1,1,1,1,0,4,0,0,4,3,1,0,0,0,1,18,8,0,1,1,0,0,5,2,5,0,9,0,1,2,0,1,1,1,1
835,9,3,1,5,0,0,14,0,1,3,0,0,3,1,1,5,0,1,0,0,0,0,18,7,0,0,0,1,0,4,0,3,2,5,0,3,0,0,5,0,0,0
836,4,1,0,5,0,0,10,0,0,1,0,1,0,0,0,9,2,0,0,1,0,0,11,5,0,0,0,2,0,3,2,4,0,9,0,5,1,1,8,0,0,0
837,8,3,0,2,0,0,24,0,0,0,0,0,1,1,3,9,1,1,0,0,0,1,11,5,0,0,0,1,1,6,2,3,2,10,0,2,1,1,4,1,0,0
838,18,5,2,5,0,0,52,0,7,6,1,0,6,1,4,49,8,2,0,5,1,2,65,19,0,1,0,4,4,15,3,4,2,17,0,6,3,6,15,4,0,1
839,6,2,0,3,0,0,19,0,0,0,0,0,0,1,3,11,1,0,0,2,0,1,29,7,0,0,0,1,3,2,1,0,1,11,1,5,0,0,1,0,0,1
840,18,4,1,4,0,0,36,0,5,4,1,0,4,3,1,15,5,4,0,3,0,5,45,12,1,0,1,3,6,10,0,7,2,18,0,2,0,3,9,1,0,0
841,3,1,1,3,0,0,21,1,2,0,1,0,0,0,0,17,1,2,0,0,1,1,15,2,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0
842,8,3,1,3,0,0,17,1,0,2,0,0,0,0,2,9,4,0,1,1,0,0,23,4,0,0,0,0,1,8,0,3,3,9,1,2,1,0,8,0,0,0
843,17,18,7,7,1,0,14,5,3,8,1,2,235,2,2,49,12,7,7,1,6,1,33,45,0,2,2,23,4,5,10,29,2,8,2,16,71,57,3,10,0,0
844,5,2,0,3,0,0,4,0,0,1,0,0,0,0,0,7,1,1,1,1,0,0,11,5,0,0,0,0,0,3,0,2,0,4,0,0,0,0,2,0,0,0
845,23,2,0,7,0,0,28,1,1,3,0,2,3,0,1,25,8,0,0,0,0,1,54,19,0,0,1,4,1,11,0,3,3,17,0,4,0,1,10,2,1,1
846,19,4,0,2,3,0,32,0,1,3,0,0,0,0,1,19,2,3,1,3,0,1,39,15,2,0,0,0,0,5,0,3,2,15,0,6,1,4,4,0,0,0
847,3,4,0,6,0,1,14,0,3,1,0,0,11,2,1,16,5,0,1,4,0,1,39,13,0,0,0,1,1,3,1,7,3,9,0,6,2,2,5,2,1,0
848,5,4,1,2,0,1,5,0,1,0,3,0,1,0,3,2,1,1,0,3,0,1,11,4,0,0,0,0,0,4,1,1,4,4,0,0,0,1,1,1,0,1
