cellID,x,y,z,area,layerData,experiment
Cell_316,-1.598807292,-1.803835094,0.004414664,0.000345875,0,MouseVISp_AI
Cell_317,-1.242633021,-1.40323203,0.004360034,0.000196674,0,MouseVISp_AI
Cell_318,-1.459110591,-1.655823159,0.004361022,0.000228323,0,MouseVISp_AI
Cell_319,-1.552339902,-0.665179406,0.004360503,0.000366221,0,MouseVISp_AI
Cell_320,-1.60841253,-2.075250934,0.004321174,0.000257711,0,MouseVISp_AI
Cell_321,-1.428816263,-2.0503293,0.004399622,0.000601326,0,MouseVISp_AI
Cell_322,-2.046488174,-0.87848355,0.004301977,0.000212499,0,MouseVISp_AI
Cell_323,-0.759713583,-1.694883036,0.00428355,0.000314227,0,MouseVISp_AI
Cell_324,-2.346467292,-1.392342891,0.004328899,0.000214759,0,MouseVISp_AI
Cell_325,-2.237150911,-0.586342373,0.004358083,0.000327791,0,MouseVISp_AI
Cell_326,-1.186759032,-1.735642108,0.004375425,0.000176329,0,MouseVISp_AI
Cell_327,-1.054362468,-1.89508119,0.004331201,0.000316487,0,MouseVISp_AI
Cell_328,-1.295830797,-1.17770497,0.004346216,0.000583241,0,MouseVISp_AI
Cell_329,-2.383581395,-1.15868908,0.004334937,0.000230584,0,MouseVISp_AI
Cell_330,-2.18160705,-1.46373385,0.004360553,0.000481513,0,MouseVISp_AI
Cell_331,-1.245639535,-1.077133136,0.004312354,0.000438561,0,MouseVISp_AI
Cell_332,-1.447237804,-0.248759813,0.004328357,0.000352657,0,MouseVISp_AI
Cell_333,-2.049163138,-1.467753376,0.004426987,0.000273536,0,MouseVISp_AI
Cell_334,-2.091690957,-0.893361765,0.004310991,0.000519944,0,MouseVISp_AI
Cell_335,-1.536975501,-1.120663109,0.00422491,0.000187632,0,MouseVISp_AI
Cell_336,-1.6663573,-0.9231515,0.004249722,0.000587762,0,MouseVISp_AI
Cell_337,-1.863301371,-0.306161289,0.00429439,0.000239626,0,MouseVISp_AI
Cell_338,-1.123571225,-1.887386754,0.004346552,0.000223802,0,MouseVISp_AI
Cell_339,-1.442212655,-1.67938242,0.004315642,0.000427258,0,MouseVISp_AI
Cell_340,-2.123447489,-0.415831883,0.004268187,0.000201196,0,MouseVISp_AI
Cell_341,-2.136158159,-0.756318995,0.004309967,0.00039787,0,MouseVISp_AI
Cell_342,-1.724416872,-1.431617537,0.004313102,0.000203456,0,MouseVISp_AI
Cell_343,-2.085947336,-1.40627706,0.004258963,0.000255451,0,MouseVISp_AI
Cell_344,-1.767112754,-0.708913706,0.004300122,0.000246408,0,MouseVISp_AI
Cell_345,-2.383874243,-1.00621595,0.004265461,0.000311966,0,MouseVISp_AI
Cell_346,-1.748506554,-1.038204116,0.004373939,0.000278057,0,MouseVISp_AI
Cell_347,-1.149336533,-1.897165247,0.0043715,0.000203456,0,MouseVISp_AI
Cell_348,-1.245620397,-1.823025673,0.004343623,0.000178589,0,MouseVISp_AI
Cell_349,-1.844569484,-1.400481071,0.004392498,0.00025319,0,MouseVISp_AI
Cell_350,-1.701479445,-1.31145224,0.004324639,0.000257711,0,MouseVISp_AI
Cell_351,-1.765216431,-1.261283664,0.004323555,0.000223802,0,MouseVISp_AI
Cell_352,-1.53573586,-0.622067442,0.004350991,0.000341354,0,MouseVISp_AI
Cell_353,-1.990886508,-0.427077202,0.004324498,0.000167286,0,MouseVISp_AI
Cell_354,-1.645380499,-2.007133628,0.00435234,0.000497337,0,MouseVISp_AI
Cell_355,-0.898199161,-1.752645963,0.004240739,0.000183111,0,MouseVISp_AI
Cell_356,-1.786126094,-1.093439358,0.00428103,0.000278057,0,MouseVISp_AI
Cell_357,-1.284264068,-1.02176601,0.00428174,0.000343615,0,MouseVISp_AI
Cell_358,-2.039959028,-0.24712273,0.004331061,0.000226062,0,MouseVISp_AI
Cell_359,-1.700677318,-0.364353733,0.004245947,0.000296142,0,MouseVISp_AI
Cell_360,-2.032268887,-0.390922048,0.004311297,0.000298402,0,MouseVISp_AI
Cell_361,-1.50370537,-1.48399806,0.004402234,0.000203456,0,MouseVISp_AI
Cell_362,-1.371120272,-1.86180117,0.00435469,0.000246408,0,MouseVISp_AI
Cell_363,-1.241768406,-1.201835225,0.004307414,0.0003617,0,MouseVISp_AI
Cell_364,-1.236898588,-1.279651517,0.004281807,0.000287099,0,MouseVISp_AI
Cell_365,-1.740600356,-1.634126584,0.004278056,0.000513162,0,MouseVISp_AI
Cell_366,-2.354577487,-0.70960031,0.004273401,0.000282578,0,MouseVISp_AI
Cell_367,-2.13779363,-1.103545939,0.004375299,0.000585502,0,MouseVISp_AI
Cell_368,-1.702390487,-0.841398104,0.004394536,0.000201196,0,MouseVISp_AI
Cell_369,-1.287289457,-1.28175917,0.004369975,0.000205717,0,MouseVISp_AI
Cell_370,-1.16636593,-1.212061803,0.004349338,0.000535768,0,MouseVISp_AI
Cell_371,-2.000759383,-0.922277937,0.004287824,0.000244147,0,MouseVISp_AI
Cell_372,-1.468599873,-1.561465049,0.004365653,0.000189892,0,MouseVISp_AI
Cell_373,-2.158437361,-0.929211142,0.004336407,0.000210238,0,MouseVISp_AI
Cell_374,-1.528619521,-0.347545053,0.004245996,0.000524465,0,MouseVISp_AI
Cell_375,-0.561018638,-1.427417604,0.004241424,0.000223802,0,MouseVISp_AI
Cell_376,-2.12466323,-0.477006856,0.004300688,0.000373003,0,MouseVISp_AI
Cell_377,-1.644124872,-0.889796996,0.004297065,0.000203456,0,MouseVISp_AI
Cell_378,-2.066800428,-0.625943184,0.004262455,0.000293881,0,MouseVISp_AI
Cell_379,-2.285343525,-0.954634329,0.004306387,0.000366221,0,MouseVISp_AI
Cell_380,-1.607628258,-1.984023918,0.004388409,0.000257711,0,MouseVISp_AI
Cell_381,-1.552868191,-0.808386972,0.004378699,0.000273536,0,MouseVISp_AI
Cell_382,-1.723683279,-1.37817527,0.004435124,0.000343615,0,MouseVISp_AI
Cell_383,-0.915383456,-1.654060511,0.004442142,0.000585502,0,MouseVISp_AI
Cell_384,-2.211336902,-1.126868377,0.004386498,0.000357179,0,MouseVISp_AI
Cell_385,-2.110987632,-1.17910227,0.004366596,0.000214759,0,MouseVISp_AI
Cell_386,-1.517108752,-1.069532325,0.004340416,0.000300663,0,MouseVISp_AI
Cell_387,-1.919212548,-1.09552639,0.004349637,0.000429519,0,MouseVISp_AI
Cell_388,-1.210289699,-1.796878004,0.004296106,0.00021702,0,MouseVISp_AI
Cell_389,-2.034809146,-0.91606965,0.004244748,0.000420476,0,MouseVISp_AI
Cell_390,-1.779776225,-1.012377518,0.004347226,0.000246408,0,MouseVISp_AI
Cell_391,-1.452957951,-1.399577827,0.004337393,0.000246408,0,MouseVISp_AI
Cell_392,-1.150305304,-1.344307462,0.004409155,0.000196674,0,MouseVISp_AI
Cell_393,-1.999169054,-0.282879946,0.004440864,0.000307445,0,MouseVISp_AI
Cell_394,-1.450849327,-1.456056087,0.004504301,0.000183111,0,MouseVISp_AI
Cell_395,-0.697530834,-1.696165878,0.004442535,0.000311966,0,MouseVISp_AI
Cell_396,-2.426094739,-1.101212947,0.004366203,0.00028936,0,MouseVISp_AI
Cell_397,-1.575238424,-1.345686211,0.004344078,0.000237366,0,MouseVISp_AI
Cell_398,-2.332518786,-1.093021162,0.004356209,0.000284839,0,MouseVISp_AI
Cell_399,-1.566678536,-1.403982244,0.004339405,0.000275796,0,MouseVISp_AI
Cell_400,-2.030777758,-0.854256254,0.00438098,0.000382045,0,MouseVISp_AI
Cell_401,-1.686992747,-0.665885556,0.004362331,0.000404652,0,MouseVISp_AI
Cell_402,-1.768092094,-0.866206944,0.004318854,0.00032553,0,MouseVISp_AI
Cell_403,-1.941448647,-0.99309836,0.004383504,0.00040013,0,MouseVISp_AI
Cell_404,-1.975036099,-1.236522184,0.0044047,0.000427258,0,MouseVISp_AI
Cell_405,-1.945532991,-0.282266547,0.004394014,0.000250929,0,MouseVISp_AI
Cell_406,-1.051284366,-1.482233501,0.004420188,0.000307445,0,MouseVISp_AI
Cell_407,-1.962933479,-0.6166773,0.004354313,0.000239626,0,MouseVISp_AI
Cell_408,-1.626507389,-1.287858772,0.004377382,0.000237366,0,MouseVISp_AI
Cell_409,-2.179334408,-0.369752383,0.004404647,0.000210238,0,MouseVISp_AI
Cell_410,-0.80335069,-1.723999392,0.004410923,0.000366221,0,MouseVISp_AI
Cell_411,-2.386810169,-0.980092614,0.004310445,0.000359439,0,MouseVISp_AI
Cell_412,-1.274198935,-1.651442568,0.004382069,0.000198935,0,MouseVISp_AI
Cell_413,-2.243444753,-0.378588656,0.00429461,0.000248669,0,MouseVISp_AI
Cell_414,-2.33837299,-0.945770032,0.004272001,0.00076183,0,MouseVISp_AI
Cell_415,-1.945065836,-1.72026665,0.004302916,0.000192153,0,MouseVISp_AI
Cell_416,-2.193221239,-1.320532554,0.004243526,0.000201196,0,MouseVISp_AI
Cell_417,-1.772296902,-1.20466155,0.004255569,0.000205717,0,MouseVISp_AI
Cell_418,-1.995727595,-1.385834622,0.004275866,0.000237366,0,MouseVISp_AI
Cell_419,-2.560714394,-1.036912387,0.00428106,0.000196674,0,MouseVISp_AI
Cell_420,-1.358626461,-0.905340642,0.004263071,0.000311966,0,MouseVISp_AI
Cell_421,-1.878311424,-0.823289707,0.004276077,0.000327791,0,MouseVISp_AI
Cell_422,-2.091000677,-1.072055676,0.004284956,0.000228323,0,MouseVISp_AI
Cell_423,-1.429694883,-0.995808789,0.004300038,0.000214759,0,MouseVISp_AI
Cell_424,-1.829240892,-0.663348517,0.004248569,0.000226062,0,MouseVISp_AI
Cell_425,-1.150740686,-1.653384415,0.004281696,0.000167286,0,MouseVISp_AI
Cell_426,-1.773087034,-1.393886266,0.004318599,0.000339094,0,MouseVISp_AI
Cell_427,-1.878837915,-1.636016428,0.004288112,0.000219281,0,MouseVISp_AI
Cell_428,-1.466344732,-1.298895494,0.004306355,0.000205717,0,MouseVISp_AI
Cell_429,-1.943912981,-0.691209672,0.004354135,0.000214759,0,MouseVISp_AI
Cell_430,-2.042027199,-0.505241893,0.00430144,0.000307445,0,MouseVISp_AI
Cell_431,-1.923417941,-1.31222308,0.004287541,0.000250929,0,MouseVISp_AI
Cell_432,-1.582757978,-1.51989409,0.004348632,0.000178589,0,MouseVISp_AI
Cell_433,-0.975678141,-1.724065591,0.004368703,0.000517683,0,MouseVISp_AI
Cell_434,-1.843202775,-1.602148369,0.004389865,0.000230584,0,MouseVISp_AI
Cell_435,-2.10374073,-0.453141973,0.004318254,0.000210238,0,MouseVISp_AI
Cell_436,-1.352274877,-1.739420219,0.004197892,0.000214759,0,MouseVISp_AI
Cell_437,-0.962924881,-1.695228007,0.004247964,0.000458907,0,MouseVISp_AI
Cell_438,-1.552602863,-0.30568162,0.004334523,0.000526725,0,MouseVISp_AI
Cell_439,-1.874895455,-1.098126268,0.004378372,0.000556114,0,MouseVISp_AI
Cell_440,-1.95422244,-0.531486035,0.004309443,0.000339094,0,MouseVISp_AI
Cell_441,-2.33513642,-0.846370993,0.004295666,0.000223802,0,MouseVISp_AI
Cell_442,-1.032537772,-1.731422368,0.004269788,0.00021702,0,MouseVISp_AI
Cell_443,-2.425378741,-0.582418585,0.0043329,0.00025319,0,MouseVISp_AI
Cell_444,-2.463497149,-1.054268088,0.004202775,0.000192153,0,MouseVISp_AI
Cell_445,-1.72870881,-1.079452938,0.004270468,0.000171807,0,MouseVISp_AI
Cell_446,-1.411745662,-1.504498308,0.004254129,0.000230584,0,MouseVISp_AI
Cell_447,-2.006559963,-0.682389397,0.004279073,0.000311966,0,MouseVISp_AI
Cell_448,-1.867002924,-0.22019284,0.0042789,0.00021702,0,MouseVISp_AI
Cell_449,-1.037114506,-1.34013311,0.004347201,0.000488295,0,MouseVISp_AI
Cell_450,-1.575762729,-0.536200833,0.00429666,0.000185371,0,MouseVISp_AI
Cell_451,-1.673525505,-0.956121758,0.00424897,0.000280317,0,MouseVISp_AI
Cell_452,-1.173142827,-1.673954133,0.004271861,0.000332312,0,MouseVISp_AI
Cell_453,-2.163836416,-0.325106106,0.004260855,0.000298402,0,MouseVISp_AI
Cell_454,-1.629828016,-1.624742749,0.004354793,0.000513162,0,MouseVISp_AI
Cell_455,-1.318985749,-1.412849777,0.00433171,0.000187632,0,MouseVISp_AI
Cell_456,-2.495653404,-0.879388148,0.004291127,0.000318748,0,MouseVISp_AI
Cell_457,-1.922292597,-1.256172747,0.004407722,0.000323269,0,MouseVISp_AI
Cell_458,-2.152539429,-0.55999051,0.004347616,0.000205717,0,MouseVISp_AI
Cell_459,-1.534541656,-0.14859294,0.004328067,0.000553853,0,MouseVISp_AI
Cell_460,-1.497600528,-1.412477632,0.004313784,0.00039787,0,MouseVISp_AI
Cell_461,-1.822213517,-1.472338465,0.004322069,0.00047247,0,MouseVISp_AI
Cell_462,-2.025047261,-0.194187143,0.004340384,0.000321009,0,MouseVISp_AI
Cell_463,-1.541350415,-1.717405069,0.004355592,0.000176329,0,MouseVISp_AI
Cell_464,-1.477368677,-0.714504215,0.004361728,0.000334572,0,MouseVISp_AI
Cell_465,-1.390786243,-1.438715815,0.004346658,0.000221541,0,MouseVISp_AI
Cell_466,-1.848885779,-0.822717121,0.004326755,0.000316487,0,MouseVISp_AI
Cell_467,-1.391276539,-1.492328381,0.004278008,0.000178589,0,MouseVISp_AI
Cell_468,-1.466383737,-0.208237884,0.004284545,0.000438561,0,MouseVISp_AI
Cell_469,-2.030110337,-1.601603821,0.004325343,0.000201196,0,MouseVISp_AI
Cell_470,-1.595863731,-0.599046254,0.004238477,0.000275796,0,MouseVISp_AI
Cell_471,-1.295725974,-1.046154327,0.00426036,0.000336833,0,MouseVISp_AI
Cell_472,-1.664392961,-0.399808376,0.004243341,0.000402391,0,MouseVISp_AI
Cell_473,-1.967562902,-1.383319684,0.004236295,0.000452125,0,MouseVISp_AI
Cell_474,-1.262427432,-1.102627899,0.004239386,0.00021702,0,MouseVISp_AI
Cell_475,-2.124820256,-0.497081505,0.004256196,0.000187632,0,MouseVISp_AI
Cell_476,-1.676352803,-0.308027204,0.004418916,0.000230584,0,MouseVISp_AI
Cell_477,-2.68796099,-0.759930906,0.00426867,0.000336833,0,MouseVISp_AI
Cell_478,-2.119977863,-1.074749993,0.004389589,0.000171807,0,MouseVISp_AI
Cell_479,-2.402251263,-1.043072644,0.004313921,0.000185371,0,MouseVISp_AI
Cell_480,-1.334701529,-1.19287518,0.004246808,0.000395609,0,MouseVISp_AI
Cell_481,-1.467722235,-0.967954857,0.004231546,0.000189892,0,MouseVISp_AI
Cell_482,-1.563571448,-1.566266224,0.004336313,0.00040013,0,MouseVISp_AI
Cell_483,-0.8121774,-1.655250604,0.004284499,0.00036396,0,MouseVISp_AI
Cell_484,-1.76956009,-0.256175347,0.004236737,0.000264493,0,MouseVISp_AI
Cell_485,-1.884197831,-0.629785219,0.004327444,0.000264493,0,MouseVISp_AI
Cell_486,-2.101373277,-0.616965714,0.004215103,0.0004363,0,MouseVISp_AI
Cell_487,-2.308721886,-0.904501259,0.004277546,0.000345875,0,MouseVISp_AI
Cell_488,-0.827689382,-1.63292817,0.004305154,0.00047247,0,MouseVISp_AI
Cell_489,-1.689643133,-1.014683147,0.00430523,0.000162765,0,MouseVISp_AI
Cell_490,-1.309252108,-1.431250166,0.004285045,0.000230584,0,MouseVISp_AI
Cell_491,-1.725281749,-1.714487974,0.004255046,0.00018085,0,MouseVISp_AI
Cell_492,-1.773218386,-1.136019519,0.004205802,0.000314227,0,MouseVISp_AI
Cell_493,-2.307749615,-1.280170499,0.004254287,0.000321009,0,MouseVISp_AI
Cell_494,-1.57096601,-0.775802959,0.004273527,0.000284839,0,MouseVISp_AI
Cell_495,-1.580016836,-0.555011967,0.004325894,0.000194414,0,MouseVISp_AI
Cell_496,-2.321541975,-1.22998894,0.004376306,0.000178589,0,MouseVISp_AI
Cell_497,-1.900640652,-1.712510206,0.004360552,0.000415955,0,MouseVISp_AI
Cell_498,-1.787079358,-0.523710644,0.004384305,0.000309706,0,MouseVISp_AI
Cell_499,-0.944861979,-1.545468217,0.004394347,0.000445343,0,MouseVISp_AI
Cell_500,-2.216245921,-0.79599693,0.004357697,0.000538029,0,MouseVISp_AI
Cell_501,-1.698739497,-2.0802889,0.00437619,0.000198935,0,MouseVISp_AI
Cell_502,-1.217370128,-0.532638142,0.00439999,0.000373003,0,MouseVISp_AI
Cell_503,-2.04330068,-1.720207836,0.004347043,0.00021702,0,MouseVISp_AI
Cell_504,-1.055810906,-1.600888455,0.004400469,0.000282578,0,MouseVISp_AI
Cell_505,-1.582487919,-1.554050354,0.004305867,0.00028936,0,MouseVISp_AI
Cell_506,-1.433623336,-1.148739594,0.004242007,0.00028936,0,MouseVISp_AI
Cell_507,-1.991536409,-1.179137217,0.004251119,0.00025319,0,MouseVISp_AI
Cell_508,-1.551703678,-1.610532071,0.004263536,0.000404652,0,MouseVISp_AI
Cell_509,-1.855414012,-1.350596268,0.00425646,0.000404652,0,MouseVISp_AI
Cell_510,-0.869274333,-1.701349663,0.004303957,0.000316487,0,MouseVISp_AI
Cell_511,-1.855403673,-1.188479659,0.004330124,0.000540289,0,MouseVISp_AI
Cell_512,-2.09726838,-0.938283208,0.004342278,0.00021702,0,MouseVISp_AI
Cell_513,-2.013117236,-1.631674095,0.004309281,0.000194414,0,MouseVISp_AI
Cell_514,-1.503771834,-1.925656448,0.00431052,0.000266754,0,MouseVISp_AI
Cell_515,-1.749725388,-1.409269311,0.004295049,0.000352657,0,MouseVISp_AI
Cell_516,-1.812475747,-1.012867758,0.004350382,0.000205717,0,MouseVISp_AI
Cell_517,-1.000660725,-1.686422951,0.004270144,0.000445343,0,MouseVISp_AI
Cell_518,-1.369691723,-1.92816404,0.004309101,0.000366221,0,MouseVISp_AI
Cell_519,-1.890987644,-0.39755671,0.004321453,0.000239626,0,MouseVISp_AI
Cell_520,-1.941891073,-1.605651464,0.004307687,0.00054255,0,MouseVISp_AI
Cell_521,-1.409399238,-1.079849447,0.0043006,0.000174068,0,MouseVISp_AI
Cell_522,-2.371713756,-1.097357491,0.004339814,0.000255451,0,MouseVISp_AI
Cell_523,-2.09509394,-0.80851332,0.004320568,0.000409173,0,MouseVISp_AI
Cell_524,-1.856077939,-0.731090134,0.004325674,0.000241887,0,MouseVISp_AI
Cell_525,-1.992587609,-1.414071877,0.004301619,0.000302924,0,MouseVISp_AI
Cell_526,-1.432946074,-0.399148102,0.004356705,0.000354918,0,MouseVISp_AI
Cell_527,-0.632951827,-1.470684849,0.004338173,0.000644278,0,MouseVISp_AI
Cell_528,-1.430331492,-1.540405263,0.004240543,0.000219281,0,MouseVISp_AI
Cell_529,-1.485687759,-0.772490971,0.004246817,0.000171807,0,MouseVISp_AI
Cell_530,-2.480028234,-0.525160102,0.004224053,0.000259972,0,MouseVISp_AI
Cell_531,-1.392211601,-1.034689883,0.004225105,0.000334572,0,MouseVISp_AI
Cell_532,-1.979517014,-0.403728458,0.00428008,0.000176329,0,MouseVISp_AI
Cell_533,-1.258746225,-1.741852554,0.004238649,0.000239626,0,MouseVISp_AI
Cell_534,-1.609825072,-1.680871654,0.004297281,0.000321009,0,MouseVISp_AI
Cell_535,-1.315702283,-1.002683699,0.004305929,0.000391088,0,MouseVISp_AI
Cell_536,-2.083634322,-0.960430094,0.004340421,0.000332312,0,MouseVISp_AI
Cell_537,-1.698471123,-1.835233059,0.004340718,0.000239626,0,MouseVISp_AI
Cell_538,-2.024673784,-0.460829134,0.004403338,0.000167286,0,MouseVISp_AI
Cell_539,-1.225942456,-0.555196589,0.00435861,0.000271275,0,MouseVISp_AI
Cell_540,-2.171205752,-1.288729572,0.004324997,0.000291621,0,MouseVISp_AI
Cell_541,-1.664023589,-1.474053607,0.00428462,0.000162765,0,MouseVISp_AI
Cell_542,-1.756803185,-0.791119914,0.004281409,0.000239626,0,MouseVISp_AI
Cell_543,-1.270708461,-0.519034895,0.004255664,0.000207977,0,MouseVISp_AI
Cell_544,-1.657736344,-1.804196043,0.004242466,0.000248669,0,MouseVISp_AI
Cell_545,-1.83438438,-0.802343938,0.004284859,0.000212499,0,MouseVISp_AI
Cell_546,-1.601028729,-1.019601029,0.004270507,0.000409173,0,MouseVISp_AI
Cell_547,-0.674821051,-1.424066771,0.004278298,0.000155983,0,MouseVISp_AI
Cell_548,-1.268927181,-1.91964071,0.004344551,0.000302924,0,MouseVISp_AI
Cell_549,-1.559448533,-1.308081082,0.004404183,0.000296142,0,MouseVISp_AI
Cell_550,-1.815656415,-1.220202092,0.004358002,0.000637496,0,MouseVISp_AI
Cell_551,-1.153076704,-1.285994891,0.004384257,0.000359439,0,MouseVISp_AI
Cell_552,-2.000031753,-0.393533177,0.004411666,0.00018085,0,MouseVISp_AI
Cell_553,-1.347285471,-0.98737634,0.004460553,0.000314227,0,MouseVISp_AI
Cell_554,-2.376036771,-1.048491884,0.004365765,0.000352657,0,MouseVISp_AI
Cell_555,-1.317312666,-1.225528217,0.004382848,0.000463428,0,MouseVISp_AI
Cell_556,-1.005950078,-1.892294822,0.004311177,0.000427258,0,MouseVISp_AI
Cell_557,-2.253919711,-1.078164766,0.004297148,0.000318748,0,MouseVISp_AI
Cell_558,-0.892826294,-1.626645308,0.004314171,0.0003617,0,MouseVISp_AI
Cell_559,-1.742434046,-1.174085149,0.004297882,0.000194414,0,MouseVISp_AI
Cell_560,-2.445689278,-0.975792591,0.004241567,0.00014468,0,MouseVISp_AI
Cell_561,-1.623914624,-1.469479719,0.004223321,0.00018085,0,MouseVISp_AI
Cell_562,-1.544514238,-0.960907439,0.00422964,0.00039787,0,MouseVISp_AI
Cell_563,-1.778049864,-1.611501827,0.004233208,0.000341354,0,MouseVISp_AI
Cell_564,-2.548684241,-0.820313419,0.004300657,0.000210238,0,MouseVISp_AI
Cell_565,-2.16333674,-0.742453755,0.00433946,0.00018085,0,MouseVISp_AI
Cell_566,-1.664289795,-0.622076753,0.004295125,0.000185371,0,MouseVISp_AI
Cell_567,-1.869114094,-1.502130104,0.004259547,0.000171807,0,MouseVISp_AI
Cell_568,-1.990260298,-0.566885703,0.004252783,0.000682708,0,MouseVISp_AI
Cell_569,-1.993709597,-1.262225854,0.004298558,0.00036396,0,MouseVISp_AI
Cell_570,-1.474927657,-0.408386512,0.004198901,0.000280317,0,MouseVISp_AI
Cell_571,-2.166428078,-0.957946922,0.004268881,0.000271275,0,MouseVISp_AI
Cell_572,-1.508336308,-1.339768037,0.004242979,0.000284839,0,MouseVISp_AI
Cell_573,-1.957557404,-1.460249346,0.004367491,0.000205717,0,MouseVISp_AI
Cell_574,-1.302451873,-1.92411496,0.004360781,0.000302924,0,MouseVISp_AI
Cell_575,-1.190419698,-1.429193659,0.004256653,0.000373003,0,MouseVISp_AI
Cell_576,-2.352656483,-1.173292081,0.004222349,0.000153722,0,MouseVISp_AI
Cell_577,-1.682906375,-1.66664328,0.004208034,0.000348136,0,MouseVISp_AI
Cell_578,-1.976853618,-0.751136914,0.004241816,0.000183111,0,MouseVISp_AI
Cell_579,-1.989878657,-0.315039965,0.004298977,0.000330051,0,MouseVISp_AI
Cell_580,-1.2677582,-1.381649014,0.004271349,0.000269014,0,MouseVISp_AI
Cell_581,-1.561902948,-1.144813757,0.004229078,0.000461167,0,MouseVISp_AI
Cell_582,-1.551004592,-0.731879405,0.004298945,0.000510901,0,MouseVISp_AI
Cell_583,-1.043304116,-1.804654614,0.004336948,0.000210238,0,MouseVISp_AI
Cell_584,-2.191682917,-1.086833207,0.00427722,0.000642017,0,MouseVISp_AI
Cell_585,-1.567276629,-0.630527389,0.00430425,0.000235105,0,MouseVISp_AI
Cell_586,-1.786424741,-0.199363648,0.004385262,0.000167286,0,MouseVISp_AI
Cell_587,-2.352276367,-1.236791656,0.004394818,0.000160504,0,MouseVISp_AI
Cell_588,-1.981577839,-0.649570406,0.004443947,0.000226062,0,MouseVISp_AI
Cell_589,-1.252745111,-0.503918234,0.004384903,0.000264493,0,MouseVISp_AI
Cell_590,-2.222582214,-1.313733507,0.004431759,0.000424997,0,MouseVISp_AI
Cell_591,-1.4872045,-1.116703506,0.004458764,0.000341354,0,MouseVISp_AI
Cell_592,-1.46275949,-0.725826414,0.004391251,0.000205717,0,MouseVISp_AI
Cell_593,-1.444634022,-0.959039851,0.004391417,0.000169547,0,MouseVISp_AI
Cell_594,-2.026569122,-0.721229367,0.004317656,0.000259972,0,MouseVISp_AI
Cell_595,-1.467150655,-1.93447911,0.004350281,0.000370742,0,MouseVISp_AI
Cell_596,-1.261256354,-1.290638241,0.004374527,0.000422737,0,MouseVISp_AI
Cell_597,-2.24910906,-1.374383434,0.004348581,0.000323269,0,MouseVISp_AI
Cell_598,-1.455626102,-0.995187446,0.004478381,0.000311966,0,MouseVISp_AI
Cell_599,-1.209335157,-1.22232385,0.004438228,0.000171807,0,MouseVISp_AI
Cell_600,-1.570839033,-0.447651177,0.004397979,0.00018085,0,MouseVISp_AI
Cell_601,-2.125542382,-0.681912604,0.004434497,0.000235105,0,MouseVISp_AI
Cell_602,-1.40002847,-1.758096016,0.004342193,0.000185371,0,MouseVISp_AI
Cell_603,-1.604071242,-1.152702062,0.004294533,0.000339094,0,MouseVISp_AI
Cell_604,-2.33279826,-1.047495037,0.00427555,0.000271275,0,MouseVISp_AI
Cell_605,-1.904468239,-1.401042429,0.004299068,0.000282578,0,MouseVISp_AI
Cell_606,-2.081601618,-0.367691497,0.004263584,0.000158244,0,MouseVISp_AI
Cell_607,-1.467935109,-1.825463159,0.004240002,0.000237366,0,MouseVISp_AI
Cell_608,-2.363331975,-1.081357985,0.004244067,0.000246408,0,MouseVISp_AI
Cell_609,-2.257542703,-0.600866034,0.004275645,0.000302924,0,MouseVISp_AI
Cell_610,-1.867707057,-0.861178384,0.004267955,0.000284839,0,MouseVISp_AI
Cell_611,-2.033805079,-0.156143109,0.004268584,0.000391088,0,MouseVISp_AI
Cell_612,-1.467507172,-1.208894432,0.004316786,0.000524465,0,MouseVISp_AI
Cell_613,-1.514946599,-0.840203537,0.004253455,0.000155983,0,MouseVISp_AI
Cell_614,-1.197839384,-1.92535721,0.004273574,0.000226062,0,MouseVISp_AI
Cell_615,-0.937539588,-1.577949918,0.004239386,0.00018085,0,MouseVISp_AI
Cell_616,-2.220726973,-0.640406069,0.004257697,0.000386567,0,MouseVISp_AI
Cell_617,-2.146915942,-0.720227809,0.004292549,0.000822867,0,MouseVISp_AI
Cell_618,-1.723007361,-0.507889879,0.004364122,0.00014468,0,MouseVISp_AI
Cell_619,-1.631465524,-0.760829899,0.004387148,0.000232844,0,MouseVISp_AI
Cell_620,-2.205203387,-0.390144345,0.004341158,0.000375264,0,MouseVISp_AI
Cell_621,-1.887744631,-0.971854657,0.004349584,0.000314227,0,MouseVISp_AI
Cell_622,-1.859235822,-1.684541357,0.004286008,0.000291621,0,MouseVISp_AI
Cell_623,-2.103582336,-0.408358213,0.004268327,0.000155983,0,MouseVISp_AI
Cell_624,-1.536204098,-1.915944638,0.004242898,0.000237366,0,MouseVISp_AI
Cell_625,-1.541023635,-2.048191618,0.004308976,0.00032553,0,MouseVISp_AI
Cell_626,-2.043422741,-1.146919076,0.004342669,0.000461167,0,MouseVISp_AI
Cell_627,-2.280947464,-0.801509108,0.004313992,0.000246408,0,MouseVISp_AI
Cell_628,-1.035330021,-1.458039996,0.00439977,0.000171807,0,MouseVISp_AI
Cell_629,-2.621081927,-0.791043205,0.004406979,0.000151462,0,MouseVISp_AI
Cell_630,-1.136220578,-1.932415937,0.004354747,0.000198935,0,MouseVISp_AI
Cell_631,-2.509633012,-0.919409859,0.004254388,0.000205717,0,MouseVISp_AI
Cell_632,-1.815184627,-0.242123784,0.004285401,0.000201196,0,MouseVISp_AI
