"sample_name","Class_label","Class_id","Class_color","Correlation","DifferenceBetweenTopTwoCorrelations"
"X741","L6b",12,"#336D99",0.88684193853724,0.155198718310901
"X742","L5 IT",5,"#00FF00",0.975654889184833,0.211057269846862
"X743","L6 PT",11,"#74CAFF",0.878055026213701,0.116939151848853
"X744","L6b",12,"#336D99",0.890483820122899,0.123176083657521
"X745","L5 PT_2",8,"#29E043",0.971147495210167,0.334119256479868
"X746","Lamp5_2",14,"#FFA388",0.764138005270598,0.105769146869699
"X747","Pvalb_2",18,"#ED4C50",0.924243227118854,0.0657567532577499
"X748","L6b",12,"#336D99",0.798307372524209,0.0202115170051064
"X749","Lamp5_2",14,"#FFA388",0.525144732305655,0.0632040385168215
"X750","L5 PT_2",8,"#29E043",0.965779053367121,0.335045612177873
"X751","L6 IT_1",9,"#96E32C",0.915526217500215,0.0220373020431902
"X752","L5 IT",5,"#00FF00",0.80201646731306,0.0541267795902566
"X753","Sst_3",25,"#BF9F00",0.815393878484618,0.139221231271346
"X754","L6 IT_2",10,"#5100FF",0.648719840670875,0.0380299635249158
"X755","L6 IT_1",9,"#96E32C",0.735811497029467,0.0431258352817715
"X756","L5 PT_2",8,"#29E043",0.742418487621316,0.0902582145688131
"X757","Sst_5",27,"#FFFF00",0.879266143560243,0.00983304318739897
"X758","Pvalb_2",18,"#ED4C50",0.809689117411438,0.0418707752114664
"X759","L5 IT",5,"#00FF00",0.792400155576457,0.265986726360151
"X760","Sst_4",26,"#FFFF00",0.767240080179503,0.027368632615716
"X761","L5 IT",5,"#00FF00",0.754900967485781,0.0605682968294239
"X762","Sst_3",25,"#BF9F00",0.761298569342215,0.0992760204693278
"X763","L5 IT",5,"#00FF00",0.618284470108901,0.0101100666616107
"X764","VLMC",32,"#6B8059",0.782987584186262,0.300455001578085
"X765","Sst_1",23,"#802600",0.623489570800919,0.0309256276326069
"X766","L6b",12,"#336D99",0.525295846662902,0.012204830572941
"X767","L5 IT",5,"#00FF00",0.761637590695046,0.293654498594938
"X768","L5 IT",5,"#00FF00",0.975336722917363,0.159184982635316
"X769","L6 IT_2",10,"#5100FF",0.76150876003694,0.0195421242056075
"X770","Pvalb_3",19,"#D6221D",0.829567132382797,0.0228288802145119
"X771","L6 PT",11,"#74CAFF",0.984091293169017,0.363797762320985
"X772","Pvalb_2",18,"#ED4C50",0.934165776318015,0.122146660898631
"X773","L6 PT",11,"#74CAFF",0.785467464247769,0.147748692149865
"X774","L5 IT",5,"#00FF00",0.694046653628044,0.125814762591927
"X775","Pvalb_3",19,"#D6221D",0.960672066534291,0.122619692373234
"X776","L5 IT",5,"#00FF00",0.790093884150638,0.0432960711670142
"X777","L6 IT_1",9,"#96E32C",0.616801473623613,0.114037588771524
"X778","L5 IT",5,"#00FF00",0.690466880290924,0.0996153049120684
"X779","L5 PT_1",7,"#0000FF",0.813056561066498,0.113844179253142
"X780","L6 IT_2",10,"#5100FF",0.825341359299795,0.0066067298369159
"X781","Astro",1,"#665C47",0.875944027124043,0.414821184260881
"X782","VLMC",32,"#6B8059",0.680922099283623,0.0382573086426531
"X783","L6 IT_1",9,"#96E32C",0.918055320871542,0.0565288486514792
"X784","Pvalb_3",19,"#D6221D",0.867652529813706,0.0279429707133699
"X785","L5 IT",5,"#00FF00",0.822241833538379,0.186769636591727
"X786","L5 IT",5,"#00FF00",0.980158984602447,0.189501484616984
"X787","Sst_3",25,"#BF9F00",0.789285437512959,0.160763520790353
"X788","L5 IT",5,"#00FF00",0.746839685038596,0.241278357678789
"X789","L6 IT_2",10,"#5100FF",0.714886211747001,0.164196482712756
"X790","L5 IT",5,"#00FF00",0.921947915342058,0.288808024169902
"X791","L6 PT",11,"#74CAFF",0.952791377033696,0.248027544341818
"X792","L5 PT_1",7,"#0000FF",0.823752987853403,0.248396914007559
"X793","L5 IT",5,"#00FF00",0.738836408744147,0.184862875258206
"X794","L5 IT",5,"#00FF00",0.938013256198888,0.109957811381818
"X795","L4",4,"#00979D",0.841584626055646,0.174231076307393
"X796","Pvalb_3",19,"#D6221D",0.874585813967747,0.0908864337637273
"X797","VLMC",32,"#6B8059",0.687598789763001,0.0422485581091054
"X798","Pvalb_2",18,"#ED4C50",0.942652064369185,0.108360106540122
"X799","L5 IT",5,"#00FF00",0.803827311593159,0.217886698876411
"X800","Meis2",15,"#FF0000",0.660977140766303,0.169007834774443
"X801","L4",4,"#00979D",0.781697432565488,0.144265984468691
"X802","Sst_1",23,"#802600",0.633137981341237,0.00625170283191723
"X803","L6 IT_1",9,"#96E32C",0.560875907468726,0.0514952583466607
"X804","L6 PT",11,"#74CAFF",0.982883398223049,0.34289048357043
"X805","L5 NP",6,"#008F39",0.787357023450614,0.153711021899397
"X806","L5 IT",5,"#00FF00",0.927514568509635,0.0976646521348602
"X807","Sst_2",24,"#FFDF11",0.736600886235241,0.0329381174203193
"X808","L6 IT_2",10,"#5100FF",0.842406276303834,0.142810576987236
"X809","L4",4,"#00979D",0.862776577955605,0.138016261613847
"X810","L5 IT",5,"#00FF00",0.656076969260149,0.17496322578718
"X811","L5 PT_2",8,"#29E043",0.669189488013916,0.131732227371874
"X812","L5 IT",5,"#00FF00",0.742282481029369,0.104646250744607
"X813","L5 PT_2",8,"#29E043",0.970287676830886,0.347290178011791
"X814","Sst_2",24,"#FFDF11",0.960876455294511,0.16337492494804
"X815","L6 PT",11,"#74CAFF",0.957973638061037,0.227518327388966
"X816","Sst_2",24,"#FFDF11",0.869158632274885,0.107988738641898
"X817","L5 IT",5,"#00FF00",0.715873365072828,0.0567889136275362
"X818","L6 IT_1",9,"#96E32C",0.846362372615774,0.169715557620486
"X819","L6 IT_1",9,"#96E32C",0.86121246503834,0.00861950059771965
"X820","L5 IT",5,"#00FF00",0.882409566101062,0.164943505120764
"X821","L5 IT",5,"#00FF00",0.948334480900178,0.187464088745177
"X822","L5 PT_2",8,"#29E043",0.777101591235416,0.209231895797846
"X823","L6 IT_1",9,"#96E32C",0.833499576697775,0.0776228188014787
"X824","Sst_1",23,"#802600",0.616438007387054,0.0152471003744253
"X825","Pvalb_3",19,"#D6221D",0.948334981019611,0.0965558991021743
"X826","L5 NP",6,"#008F39",0.739337412402698,0.188076851974203
"X827","L6 IT_2",10,"#5100FF",0.614588598440006,0.176716263736539
"X828","L5 IT",5,"#00FF00",0.723700920828665,0.134208157434018
"X829","L5 IT",5,"#00FF00",0.822034528946747,0.248834181623543
"X830","L5 IT",5,"#00FF00",0.919436889369149,0.236332108304068
"X831","L5 PT_2",8,"#29E043",0.787313021234826,0.254632103331823
"X832","L6 IT_2",10,"#5100FF",0.740902239226713,0.0333984388109509
"X833","L4",4,"#00979D",0.652618253616417,0.018628721618127
"X834","L4",4,"#00979D",0.878704494915802,0.200472733411183
"X835","Sst_2",24,"#FFDF11",0.926539001780263,0.0811750862510557
"X836","L5 IT",5,"#00FF00",0.757886177521099,0.242158778467306
"X837","L5 NP",6,"#008F39",0.760288849594314,0.172618644584715
"X838","L5 IT",5,"#00FF00",0.87564734503663,0.0330892546325532
"X839","L5 PT_2",8,"#29E043",0.85660621923168,0.273636007901037
"X840","Sst_1",23,"#802600",0.821098177360387,0.0411124970307314
"X841","L6 PT",11,"#74CAFF",0.929979512305111,0.229705920556616
"X842","L6 IT_2",10,"#5100FF",0.858695419829063,0.182905786527821
"X843","L6 PT",11,"#74CAFF",0.891904758070356,0.222045365263691
"X844","L6 PT",11,"#74CAFF",0.986464545382705,0.333399683195694
"X845","L5 IT",5,"#00FF00",0.845240831467207,0.250813958454978
"X846","L4",4,"#00979D",0.752871948325493,0.0618952041820403
"X847","Pvalb_3",19,"#D6221D",0.91102961496942,0.072782530212028
"X848","L5 IT",5,"#00FF00",0.88649853799956,0.268820619971713
"X849","Sst_1",23,"#802600",0.569413782951774,0.0212498189643816
"X850","L5 IT",5,"#00FF00",0.881771772352142,0.11909216125037
"X851","L5 IT",5,"#00FF00",0.948485994779464,0.105585852952517
"X852","VLMC",32,"#6B8059",0.716283146268474,0.269954612541351
"X853","L4",4,"#00979D",0.71047174827805,0.0383119478791606
"X854","Pvalb_2",18,"#ED4C50",0.867466023106904,0.0250655258162634
"X855","L5 PT_2",8,"#29E043",0.741939014073924,0.0914701105926761
"X856","L6 PT",11,"#74CAFF",0.978662066575201,0.309611172543523
"X857","Pvalb_3",19,"#D6221D",0.866636205986142,0.0203285895538523
"X858","L5 PT_2",8,"#29E043",0.741145345637619,0.0907111440899582
"X859","L6 IT_2",10,"#5100FF",0.836314293438697,0.225919107101366
"X860","L6 PT",11,"#74CAFF",0.570471804533661,0.0546550428387818
"X861","L5 IT",5,"#00FF00",0.726479816513067,0.0712510127708104
"X862","L5 PT_2",8,"#29E043",0.67078349998218,0.123282766591548
"X863","CR",2,"#00FF66",0.73264689010694,0.324351020990528
"X864","Sst_2",24,"#FFDF11",0.72381369592782,0.00533950941046923
"X865","Pvalb_3",19,"#D6221D",0.828341327466287,0.0363681939850492
"X866","Pvalb_3",19,"#D6221D",0.915525003041871,0.012027841187109
"X867","Pvalb_2",18,"#ED4C50",0.803735701271073,0.034479734517925
"X868","L5 IT",5,"#00FF00",0.779231119658781,0.253975014590579
"X869","L6b",12,"#336D99",0.864345310048965,0.086311981829435
"X870","L6 IT_1",9,"#96E32C",0.911916767549235,0.0944460185015776
"X871","Astro",1,"#665C47",0.553017727229478,0.141232362927797
"X872","L5 IT",5,"#00FF00",0.923481826974836,0.264609523704419
"X873","L5 IT",5,"#00FF00",0.81696698813806,0.0183847827965464
"X874","L6 IT_1",9,"#96E32C",0.972280667069619,0.132166971891354
"X875","L5 PT_2",8,"#29E043",0.961538698074012,0.311394961913231
"X876","L6b",12,"#336D99",0.666183752007371,0.0138296388792196
"X877","L6 PT",11,"#74CAFF",0.870196254809345,0.389013398963439
"X878","L6 IT_2",10,"#5100FF",0.972307843424193,0.18696150418671
"X879","L4",4,"#00979D",0.646527150263764,0.0241697540610216
"X880","L6 PT",11,"#74CAFF",0.707255251653752,0.0135575099795436
"X881","L6b",12,"#336D99",0.658663270485816,0.000495086440003845
"X882","L6 IT_2",10,"#5100FF",0.830969405085316,0.0179537025402763
"X883","L5 NP",6,"#008F39",0.810986424316644,0.193129120751085
"X884","L5 IT",5,"#00FF00",0.933357840837076,0.131242326026489
"X885","L5 IT",5,"#00FF00",0.947385091870741,0.0559424691282518
"X886","L6 PT",11,"#74CAFF",0.924600867530134,0.147184038058415
"X887","Sst_1",23,"#802600",0.683470588305061,0.0303307184433151
"X888","L6 PT",11,"#74CAFF",0.936615071369834,0.226440129489605
"X889","L5 NP",6,"#008F39",0.581016203301176,0.039059154035696
"X890","L4",4,"#00979D",0.802541988311816,0.00989939478769175
"X891","L6 IT_1",9,"#96E32C",0.928041107551209,0.103360813769183
"X892","L6 IT_1",9,"#96E32C",0.909252056706124,0.0252541382094381
"X893","L5 NP",6,"#008F39",0.69334506318944,0.0929013976359767
"X894","L5 IT",5,"#00FF00",0.795754627925969,0.0132460467384244
"X895","L6 PT",11,"#74CAFF",0.966989563055297,0.257911494239442
"X896","L5 IT",5,"#00FF00",0.862365953497635,0.0956630842819569
"X897","L5 NP",6,"#008F39",0.766947014937883,0.184738302383899
"X898","L5 IT",5,"#00FF00",0.932222591206053,0.111327728717419
"X899","L4",4,"#00979D",0.783460428107481,0.0379228924160158
"X900","L5 IT",5,"#00FF00",0.765728844414859,0.0960147464952712
"X901","L4",4,"#00979D",0.764143330249664,0.270639084628556
"X902","L6b",12,"#336D99",0.649332548434113,0.0537925828433043
"X903","L5 IT",5,"#00FF00",0.913973896168039,0.134347008674821
"X904","L6 IT_1",9,"#96E32C",0.839698069048551,0.0840472555814508
"X905","L5 IT",5,"#00FF00",0.973535760465801,0.199820513145958
"X906","L6 PT",11,"#74CAFF",0.954505621067999,0.21330910111418
"X907","L5 NP",6,"#008F39",0.522948801952358,0.0335135456803882
"X908","Pvalb_3",19,"#D6221D",0.887780152290955,0.00745146156758458
"X909","L6 PT",11,"#74CAFF",0.952170245060906,0.234839510338836
"X910","VLMC",32,"#6B8059",0.567416511801396,0.0356951161084675
"X911","L5 IT",5,"#00FF00",0.710716441309724,0.243366208079221
"X912","L5 PT_1",7,"#0000FF",0.812506431212698,0.08692818292033
"X913","Pvalb_3",19,"#D6221D",0.886823474875858,0.0350614951792504
"X914","L6b",12,"#336D99",0.737430222840771,0.180826470360336
"X915","L5 IT",5,"#00FF00",0.963411637244977,0.173213792420782
"X916","Pvalb_2",18,"#ED4C50",0.944261833401663,0.0971986620011334
"X917","L6b",12,"#336D99",0.686355043797596,0.09196105907345
"X918","L5 IT",5,"#00FF00",0.752575053512511,0.0261257213642926
"X919","L5 IT",5,"#00FF00",0.819729503303021,0.257681643107209
"X920","L5 PT_2",8,"#29E043",0.842011633614055,0.205586656123076
"X921","L5 IT",5,"#00FF00",0.93360923918364,0.185477897604663
"X922","L5 IT",5,"#00FF00",0.838180339526146,0.214580451598839
"X923","L6 PT",11,"#74CAFF",0.948243755433951,0.202302489458877
"X924","L5 PT_1",7,"#0000FF",0.803622545481154,0.0493274622443635
"X925","L4",4,"#00979D",0.735736192344957,0.110751542772254
"X926","L5 IT",5,"#00FF00",0.687407690131449,0.145658688184546
"X927","L5 IT",5,"#00FF00",0.848214164046058,0.0846595792949253
"X928","L6 PT",11,"#74CAFF",0.97390143164858,0.285626897943239
"X929","L5 PT_2",8,"#29E043",0.796751607175522,0.221279552685172
"X930","L4",4,"#00979D",0.731869519336164,0.126866308597483
"X931","L5 IT",5,"#00FF00",0.683061926957754,0.179405744163089
"X932","L6 IT_2",10,"#5100FF",0.838585488130979,0.140055911006914
"X933","L5 NP",6,"#008F39",0.685707218801862,0.128192902529002
"X934","L5 PT_2",8,"#29E043",0.927880081497756,0.349622602186673
"X935","L6 PT",11,"#74CAFF",0.868229407490842,0.0709705087274519
"X936","L2/3 IT",3,"#7AE6AB",0.548647885389963,0.0665944187984394
"X937","L6 PT",11,"#74CAFF",0.917744117596279,0.125698452889324
"X938","L6 PT",11,"#74CAFF",0.758078450780668,0.0753557992816062
"X939","Sncg_1",21,"#A700FF",0.789276730730063,0.0102161444164913
"X940","L5 IT",5,"#00FF00",0.744689576249626,0.0385058924498419
"X941","L6b",12,"#336D99",0.900202925539751,0.188118870544291
"X942","L5 IT",5,"#00FF00",0.625855726295314,0.0143827604448445
"X943","L6 IT_1",9,"#96E32C",0.904126215814842,0.144863810339694
"X944","L5 PT_2",8,"#29E043",0.772767894412349,0.00736683204562438
"X945","Astro",1,"#665C47",0.603792015218255,0.224603327541724
"X946","Sncg_1",21,"#A700FF",0.637924720977528,0.025357570755147
"X947","L6b",12,"#336D99",0.703360510586873,0.0719158325681638
"X948","L6 IT_2",10,"#5100FF",0.708286779171768,0.0114726489590544
"X949","L6b",12,"#336D99",0.772322787970643,0.111625036655013
"X950","L5 PT_2",8,"#29E043",0.897702700270652,0.211641511922347
"X951","L5 NP",6,"#008F39",0.946475476825507,0.289385275538411
"X952","Astro",1,"#665C47",0.579217053099772,0.00961014239116409
"X953","L5 IT",5,"#00FF00",0.65750295594093,0.0676680019129737
"X954","L6 PT",11,"#74CAFF",0.884001581049124,0.108758682595971
"X955","VLMC",32,"#6B8059",0.56541066415384,0.0336184426907348
"X956","L6 IT_1",9,"#96E32C",0.915078915373416,0.120637261680858
"X957","VLMC",32,"#6B8059",0.469163766112585,0.0915435817374486
"X958","L6b",12,"#336D99",0.78348813863458,0.121278221719836
"X959","Pvalb_2",18,"#ED4C50",0.684874095730908,0.00968963016379087
"X960","L6 PT",11,"#74CAFF",0.883776626514622,0.164166674410646
"X961","VLMC",32,"#6B8059",0.644494670949098,0.0277711381568504
"X962","L6b",12,"#336D99",0.747548596072818,0.117465610998178
"X963","Sst_1",23,"#802600",0.738823339888809,0.090483568825131
"X964","L4",4,"#00979D",0.563753356260423,0.121792563673076
"X965","VLMC",32,"#6B8059",0.782987584186262,0.300455001578085
"X966","L6b",12,"#336D99",0.741883792080575,0.102257622371389
"X967","L5 PT_2",8,"#29E043",0.97312564781039,0.322841660208974
"X968","Pvalb_3",19,"#D6221D",0.940716887549087,0.0986645687187027
"X969","Sst_1",23,"#802600",0.568404473981992,0.0100896725402515
"X970","L6b",12,"#336D99",0.906708645012755,0.00916458615696891
"X971","L6 PT",11,"#74CAFF",0.784899524953327,0.146126650999127
"X972","CR",2,"#00FF66",0.462201891479148,0.0702802479756129
"X973","L6 PT",11,"#74CAFF",0.656960864413458,0.129912352196616
"X974","L6b",12,"#336D99",0.81543254367433,0.0308570270924599
"X975","Pvalb_2",18,"#ED4C50",0.791642783662729,0.121878858406355
"X976","L6b",12,"#336D99",0.827288934214679,0.161228802328779
"X977","Lamp5_2",14,"#FFA388",0.692262955602261,0.0869877697611373
"X978","L5 IT",5,"#00FF00",0.652524327943515,0.0108211605013468
"X979","L5 PT_2",8,"#29E043",0.810716199493261,0.0422245259457239
"X980","VLMC",32,"#6B8059",0.699702096075378,0.0321165585173914
"X981","L6 IT_1",9,"#96E32C",0.741902663281146,0.0757853111842192
"X982","Vip_1",28,"#7779BF",0.776111318126284,0.321172747041011
"X983","L5 PT_1",7,"#0000FF",0.826868096850088,0.0999628231778253
"X984","L4",4,"#00979D",0.654638905517446,0.228433673749477
"X985","L5 PT_2",8,"#29E043",0.609784394340897,0.0735520869062791
"X986","L5 PT_2",8,"#29E043",0.82689080402925,0.0175090987176461
"X987","L5 PT_2",8,"#29E043",0.840904444323196,0.22813626980423
"X988","L5 PT_2",8,"#29E043",0.979764782486438,0.391273011706289
"X989","L6 IT_2",10,"#5100FF",0.62551846960542,0.0182858146338072
"X990","L6 PT",11,"#74CAFF",0.833579368294005,0.188342662538965
"X991","L6b",12,"#336D99",0.836190461670044,0.108400864158638
"X992","L6 PT",11,"#74CAFF",0.854433569104883,0.381500582007379
"X993","L5 IT",5,"#00FF00",0.626976473476127,0.0048667514105547
"X994","Sst_2",24,"#FFDF11",0.739931968812755,0.0280441419714431
"X995","L6 PT",11,"#74CAFF",0.856161048790826,0.0477189440868353
"X996","L5 NP",6,"#008F39",0.865647505977434,0.113512547444675
"X997","L6b",12,"#336D99",0.658035665690946,0.00964815622252868
"X998","Pvalb_2",18,"#ED4C50",0.88802252009024,0.0408892931053148
"X999","L6b",12,"#336D99",0.726456459935551,0.045198492064293
"X1000","Pvalb_2",18,"#ED4C50",0.945963978678155,0.110706316207612
"X1001","L6 PT",11,"#74CAFF",0.915869643169786,0.183413756938082
"X1002","L5 PT_1",7,"#0000FF",0.885896379022316,0.121626990403046
"X1003","CR",2,"#00FF66",0.503778869608203,0.162323707552372
"X1004","L6 IT_2",10,"#5100FF",0.844602973179874,0.146623479505277
"X1005","L5 IT",5,"#00FF00",0.771798287925746,0.0778217609795371
"X1006","L6 PT",11,"#74CAFF",0.822036884169656,0.118096725109702
"X1007","Sst_2",24,"#FFDF11",0.739912443664617,0.0279965954818905
"X1008","L5 PT_2",8,"#29E043",0.891207801291095,0.183831654919235
"X1009","L6b",12,"#336D99",0.867969622971577,0.0907057955562987
"X1010","L5 PT_2",8,"#29E043",0.956150953822424,0.326101960583003
"X1011","CR",2,"#00FF66",0.520255994386779,0.171855282378871
"X1012","L6 IT_2",10,"#5100FF",0.797663046983271,0.0413433308872048
"X1013","L6 PT",11,"#74CAFF",0.968176058451828,0.270427959631821
"X1014","L5 IT",5,"#00FF00",0.733473556980762,0.000105565050134371
"X1015","L6 PT",11,"#74CAFF",0.807538137449792,0.114957307896514
"X1016","L6b",12,"#336D99",0.686342915266636,0.0745856247584525
"X1017","Pvalb_2",18,"#ED4C50",0.671724338712449,0.0676315672901679
"X1018","L6b",12,"#336D99",0.842182767154538,0.111941475727276
"X1019","L5 PT_1",7,"#0000FF",0.857010816694228,0.116436545788392
"X1020","L6 IT_2",10,"#5100FF",0.968528405445908,0.198270046107367
"X1021","L6b",12,"#336D99",0.808531578878539,0.0175100098381079
"X1022","L6 IT_2",10,"#5100FF",0.845529770026818,0.212405321374484
"X1023","L4",4,"#00979D",0.438910419429957,0.0917306082144013
"X1024","L6 PT",11,"#74CAFF",0.879464369567763,0.284146748933712
"X1025","L6 PT",11,"#74CAFF",0.760701742404978,0.0878950713751459
"X1026","L6 IT_2",10,"#5100FF",0.733960431170534,0.0570411852105116
"X1027","L6b",12,"#336D99",0.948201986530882,0.203940075971484
"X1028","L6 IT_2",10,"#5100FF",0.744778278594377,0.0845202427095587
"X1029","L6 IT_2",10,"#5100FF",0.721941417226952,0.0720294132261662
"X1030","L6b",12,"#336D99",0.793290133732417,0.0792431056773897
"X1031","L5 PT_2",8,"#29E043",0.85843635034824,0.0912209266857366
"X1032","VLMC",32,"#6B8059",0.68189667495722,0.126543171445384
"X1033","L5 PT_2",8,"#29E043",0.950488075776647,0.31218748267186
"X1034","L6 IT_2",10,"#5100FF",0.881490050491523,0.0742487622192772
"X1035","Sst_1",23,"#802600",0.790724801194334,0.0599892546045839
"X1036","CR",2,"#00FF66",0.525215030650353,0.180773650567182
"X1037","L5 PT_2",8,"#29E043",0.613579253188536,0.0044671129079128
"X1038","L6b",12,"#336D99",0.89783242365785,0.0985182812426887
"X1039","L5 PT_2",8,"#29E043",0.670038972740017,0.118654211727174
"X1040","VLMC",32,"#6B8059",0.831181168798416,0.200010709941924
"X1041","L5 PT_1",7,"#0000FF",0.649176697266332,0.108040973021847
"X1042","L5 PT_2",8,"#29E043",0.928042822321054,0.384559297701832
"X1043","L5 IT",5,"#00FF00",0.846303560077962,0.0547863867755053
"X1044","L6 PT",11,"#74CAFF",0.958448388475653,0.234436001455134
"X1045","L5 PT_2",8,"#29E043",0.903026329521012,0.249900068877961
"X1046","Astro",1,"#665C47",0.941732446142021,0.402313187411785
"X1047","L6 PT",11,"#74CAFF",0.895721211342325,0.223145391863369
"X1048","VLMC",32,"#6B8059",0.798835244921067,0.170944865445991
"X1049","Pvalb_2",18,"#ED4C50",0.82514375662887,0.012569557682062
"X1050","Sst_3",25,"#BF9F00",0.805538029461194,0.0341895595344807
"X1051","L5 NP",6,"#008F39",0.941389785687038,0.264180577221495
"X1052","L6b",12,"#336D99",0.727083458363258,0.094477695616603
"X1053","Meis2",15,"#FF0000",0.85059691944589,0.15430601769916
"X1054","L6 IT_1",9,"#96E32C",0.862800507149417,0.107401566136854
"X1055","L6 PT",11,"#74CAFF",0.94140305747223,0.194126042508217
"X1056","L5 PT_2",8,"#29E043",0.944609454724029,0.308182437810667
"X1057","L6 PT",11,"#74CAFF",0.800249062134119,0.0246993103618941
"X1058","L5 PT_2",8,"#29E043",0.968251427409896,0.358873341126249
"X1059","L6b",12,"#336D99",0.846866926136843,0.0715757435760627
"X1060","L6 PT",11,"#74CAFF",0.983225245697745,0.318762035275858
"X1061","L6 PT",11,"#74CAFF",0.780638784167617,0.134083621314513
"X1062","L5 PT_1",7,"#0000FF",0.84382387360684,0.135833782147181
"X1063","Vip_3",30,"#FF4DC1",0.652593665219668,0.000121663729480637
"X1064","Pvalb_2",18,"#ED4C50",0.81703595433027,0.0127553008343967
"X1065","L6b",12,"#336D99",0.76511372027178,0.0197682080314505
"X1066","VLMC",32,"#6B8059",0.636012565452048,0.0605065506639592
"X1067","Pvalb_2",18,"#ED4C50",0.831542995245642,0.0939772734033223
"X1068","L5 PT_2",8,"#29E043",0.803704608956544,0.0374290853388425
"X1069","VLMC",32,"#6B8059",0.699341267618554,0.0469479482225439
"X1070","L2/3 IT",3,"#7AE6AB",0.517857244318199,0.00544311806929032
"X1071","L6 PT",11,"#74CAFF",0.944161646403781,0.198670719026776
"X1072","L6b",12,"#336D99",0.78321247663792,0.140552365143175
"X1073","L5 PT_2",8,"#29E043",0.961099156820376,0.336249913130697
"X1074","L6 PT",11,"#74CAFF",0.782022172123034,0.142885509245859
"X1075","L6b",12,"#336D99",0.804491630736988,0.103867029770345
"X1076","L5 PT_2",8,"#29E043",0.80836904121469,0.0576005580052122
"X1077","L6b",12,"#336D99",0.823132156078653,0.0336825943532765
"X1078","L6 PT",11,"#74CAFF",0.791365005846551,0.0671549035704618
"X1079","L6 IT_1",9,"#96E32C",0.593998988532029,0.0692246411901943
"X1080","L6b",12,"#336D99",0.825902410362013,0.0595543835560374
"X1081","L6 IT_2",10,"#5100FF",0.793204223441715,0.0889406957224675
"X1082","CR",2,"#00FF66",0.465058265094657,0.133104415337439
"X1083","L6b",12,"#336D99",0.831326052387948,0.113621660546739
"X1084","Sst_2",24,"#FFDF11",0.668834182359698,0.0423165864680107
"X1085","L6b",12,"#336D99",0.815672964938229,0.101739148786486
"X1086","CR",2,"#00FF66",0.443787382078729,0.10719588665612
"X1087","Sncg_1",21,"#A700FF",0.436931291853274,0.0345546364892303
"X1088","L6 PT",11,"#74CAFF",0.870870222623411,0.08015186338117
"X1089","L5 PT_2",8,"#29E043",0.807251993236614,0.0660052247239338
"X1090","Lamp5_1",13,"#DD6091",0.659356192736009,0.03855092178574
"X1091","VLMC",32,"#6B8059",0.539847078890565,0.0487382278670954
"X1092","L5 PT_1",7,"#0000FF",0.652749021999861,0.142605914324591
"X1093","L6 PT",11,"#74CAFF",0.713251291107071,0.150483668256956
"X1094","L6 IT_2",10,"#5100FF",0.504033544287976,0.0741129931020837
"X1095","L5 PT_2",8,"#29E043",0.889682778448718,0.309568567680574
"X1096","L5 PT_2",8,"#29E043",0.93701100035598,0.371401083723219
"X1097","L6 IT_2",10,"#5100FF",0.847596973122839,0.0041094465064565
"X1098","L6 PT",11,"#74CAFF",0.963802033350428,0.252001745876284
"X1099","L6 PT",11,"#74CAFF",0.943855005063383,0.183376008458076
"X1100","L5 PT_2",8,"#29E043",0.845798530235729,0.0738084107399906
"X1101","CR",2,"#00FF66",0.294318352285532,0.0142910675951227
"X1102","L5 PT_2",8,"#29E043",0.969352575618865,0.36898868501785
"X1103","L6 PT",11,"#74CAFF",0.976541522860075,0.274016736995773
"X1104","L6 PT",11,"#74CAFF",0.806801279063089,0.0717501336461649
"X1105","L6 IT_1",9,"#96E32C",0.639365880072539,0.00263301451934861
"X1106","L6 PT",11,"#74CAFF",0.864560400008786,0.161121628206609
"X1107","L5 PT_1",7,"#0000FF",0.624904091070304,0.0243985619415549
"X1108","Sst_2",24,"#FFDF11",0.889156254444134,0.03844317513067
"X1109","L4",4,"#00979D",0.609311472776901,0.0631349070644395
"X1110","L5 IT",5,"#00FF00",0.865853185262719,0.0312252426981184
"X1111","L6b",12,"#336D99",0.660391947223419,0.0645783431034889
"X1112","L5 NP",6,"#008F39",0.802169465342991,0.102203744041392
"X1113","L5 PT_2",8,"#29E043",0.871698841492135,0.27448540674308
"X1114","L6b",12,"#336D99",0.699630164722658,0.0825495589487799
"X1115","L6 IT_2",10,"#5100FF",0.840747833819237,0.205538025173091
"X1116","Pvalb_1",17,"#FF197F",0.791458330309011,0.118207287924671
"X1117","Pvalb_2",18,"#ED4C50",0.931204186607822,0.121839691850161
"X1118","L6b",12,"#336D99",0.862313204896557,0.13961693881926
"X1119","L5 PT_2",8,"#29E043",0.930971685079003,0.336166478572181
"X1120","L5 PT_2",8,"#29E043",0.937971325124568,0.34716855414834
"X1121","L6b",12,"#336D99",0.913898959061536,0.238127672064566
"X1122","L6 IT_1",9,"#96E32C",0.656650646631929,0.00374681037156932
"X1123","L5 PT_2",8,"#29E043",0.865557025148152,0.149790563398983
"X1124","L6 PT",11,"#74CAFF",0.717145368226813,0.129733730615748
"X1125","CR",2,"#00FF66",0.651717943064611,0.100340718854465
"X1126","L5 PT_1",7,"#0000FF",0.635663260512125,0.0204627131403626
"X1127","VLMC",32,"#6B8059",0.683346749691592,0.114399409898378
"X1128","Astro",1,"#665C47",0.572097343323907,0.224898770503912
"X1129","L6 IT_2",10,"#5100FF",0.689019354791595,0.0315411224258675
